timestamp_ns,value_degC
1720429200000000000,-1.731
1720429200010000000,-1.323
1720429200020000000,0.157
1720429200030000000,0.539
1720429200040000000,1.338
1720429200050000000,1.706
1720429200060000000,-1.285
1720429200070000000,0.774
1720429200080000000,-0.290
1720429200090000000,1.901
1720429200100000000,-0.012
1720429200110000000,0.547
1720429200120000000,-1.082
1720429200130000000,0.033
1720429200140000000,0.350
1720429200150000000,1.112
1720429200160000000,0.780
1720429200170000000,-0.117
1720429200180000000,-0.275
1720429200190000000,0.107
1720429200200000000,-0.033
1720429200210000000,1.610
1720429200220000000,-0.587
1720429200230000000,1.175
1720429200240000000,1.762
1720429200250000000,0.839
1720429200260000000,2.169
1720429200270000000,-0.745
1720429200280000000,-2.523
1720429200290000000,1.125
1720429200300000000,0.008
1720429200310000000,0.501
1720429200320000000,-0.338
1720429200330000000,0.125
1720429200340000000,-1.095
1720429200350000000,0.155
1720429200360000000,0.316
1720429200370000000,0.685
1720429200380000000,-0.166
1720429200390000000,0.455
1720429200400000000,-0.298
1720429200410000000,-0.721
1720429200420000000,0.140
1720429200430000000,-0.295
1720429200440000000,0.942
1720429200450000000,2.290
1720429200460000000,0.291
1720429200470000000,0.769
1720429200480000000,0.490
1720429200490000000,-0.206
1720429200500000000,0.115
1720429200510000000,-1.143
1720429200520000000,-0.695
1720429200530000000,0.306
1720429200540000000,1.233
1720429200550000000,1.530
1720429200560000000,-1.094
1720429200570000000,-0.330
1720429200580000000,-0.119
1720429200590000000,0.003
1720429200600000000,-1.204
1720429200610000000,1.527
1720429200620000000,1.445
1720429200630000000,-1.431
1720429200640000000,-0.209
1720429200650000000,-1.369
1720429200660000000,-0.222
1720429200670000000,0.932
1720429200680000000,0.021
1720429200690000000,1.315
1720429200700000000,0.580
1720429200710000000,0.088
1720429200720000000,-1.084
1720429200730000000,1.308
1720429200740000000,-2.331
1720429200750000000,0.359
1720429200760000000,0.543
1720429200770000000,0.956
1720429200780000000,1.395
1720429200790000000,1.739
1720429200800000000,-0.805
1720429200810000000,1.887
1720429200820000000,-1.266
1720429200830000000,1.077
1720429200840000000,1.163
1720429200850000000,-0.248
1720429200860000000,-0.958
1720429200870000000,1.446
1720429200880000000,0.368
1720429200890000000,-0.910
1720429200900000000,1.591
1720429200910000000,0.736
1720429200920000000,0.788
1720429200930000000,0.138
1720429200940000000,0.248
1720429200950000000,-0.327
1720429200960000000,0.056
1720429200970000000,1.240
1720429200980000000,0.650
1720429200990000000,1.349
1720429201000000000,0.264
1720429201010000000,-1.326
1720429201020000000,1.231
1720429201030000000,0.119
1720429201040000000,0.249
1720429201050000000,-1.687
1720429201060000000,0.148
1720429201070000000,1.389
1720429201080000000,0.971
1720429201090000000,-0.265
1720429201100000000,0.027
1720429201110000000,-0.040
1720429201120000000,-1.069
1720429201130000000,0.111
1720429201140000000,0.955
1720429201150000000,0.945
1720429201160000000,-0.266
1720429201170000000,0.013
1720429201180000000,0.396
1720429201190000000,1.074
1720429201200000000,1.266
1720429201210000000,1.568
1720429201220000000,-0.845
1720429201230000000,0.600
1720429201240000000,-0.882
1720429201250000000,1.350
1720429201260000000,-0.450
1720429201270000000,-0.442
1720429201280000000,2.256
1720429201290000000,1.334
1720429201300000000,-0.775
1720429201310000000,-2.068
1720429201320000000,0.897
1720429201330000000,-0.141
1720429201340000000,-0.140
1720429201350000000,0.846
1720429201360000000,-0.017
1720429201370000000,-1.510
1720429201380000000,0.139
1720429201390000000,-1.397
1720429201400000000,0.845
1720429201410000000,0.545
1720429201420000000,-0.369
1720429201430000000,-0.273
1720429201440000000,0.008
1720429201450000000,-1.138
1720429201460000000,0.421
1720429201470000000,-0.864
1720429201480000000,0.305
1720429201490000000,0.331
1720429201500000000,-0.229
1720429201510000000,0.314
1720429201520000000,3.003
1720429201530000000,0.265
1720429201540000000,0.165
1720429201550000000,-1.035
1720429201560000000,-0.154
1720429201570000000,0.066
1720429201580000000,-1.307
1720429201590000000,1.134
1720429201600000000,-0.825
1720429201610000000,0.686
1720429201620000000,-0.757
1720429201630000000,-1.258
1720429201640000000,1.124
1720429201650000000,0.253
1720429201660000000,0.937
1720429201670000000,-0.142
1720429201680000000,-0.601
1720429201690000000,0.488
1720429201700000000,-1.208
1720429201710000000,-1.351
1720429201720000000,-2.414
1720429201730000000,-1.465
1720429201740000000,-0.281
1720429201750000000,1.045
1720429201760000000,-0.113
1720429201770000000,0.635
1720429201780000000,-0.484
1720429201790000000,-1.757
1720429201800000000,0.974
1720429201810000000,2.287
1720429201820000000,-0.515
1720429201830000000,-1.181
1720429201840000000,-0.346
1720429201850000000,0.745
1720429201860000000,-1.175
1720429201870000000,-0.263
1720429201880000000,1.144
1720429201890000000,-0.079
1720429201900000000,0.048
1720429201910000000,-0.676
1720429201920000000,-0.100
1720429201930000000,-1.090
1720429201940000000,1.840
1720429201950000000,-1.681
1720429201960000000,-2.091
1720429201970000000,0.163
1720429201980000000,0.440
1720429201990000000,1.381
1720429202000000000,-0.316
1720429202009999999,-2.961
1720429202020000000,0.923
1720429202029999999,2.263
1720429202040000000,4.720
1720429202049999999,-0.865
1720429202060000000,4.615
1720429202069999999,2.245
1720429202080000000,4.429
1720429202089999999,8.052
1720429202100000000,6.017
1720429202109999999,7.313
1720429202120000000,8.348
1720429202130000000,8.065
1720429202140000000,4.983
1720429202150000000,6.397
1720429202160000000,12.335
1720429202170000000,11.626
1720429202180000000,9.312
1720429202190000000,13.409
1720429202200000000,10.540
1720429202210000000,12.478
1720429202220000000,17.013
1720429202230000000,14.942
1720429202240000000,17.735
1720429202250000000,19.774
1720429202260000000,19.096
1720429202270000000,18.676
1720429202280000000,18.793
1720429202290000000,16.439
1720429202300000000,17.863
1720429202310000000,20.155
1720429202320000000,13.351
1720429202330000000,22.120
1720429202340000000,21.802
1720429202350000000,22.084
1720429202360000000,26.380
1720429202370000000,25.794
1720429202380000000,26.541
1720429202390000000,29.920
1720429202400000000,25.108
1720429202410000000,25.607
1720429202420000000,22.062
1720429202430000000,28.759
1720429202440000000,28.859
1720429202450000000,29.329
1720429202460000000,31.281
1720429202470000000,30.969
1720429202480000000,34.439
1720429202490000000,33.439
1720429202500000000,29.137
1720429202510000000,31.978
1720429202520000000,33.628
1720429202530000000,34.882
1720429202540000000,30.541
1720429202550000000,34.809
1720429202560000000,34.488
1720429202570000000,32.810
1720429202580000000,34.358
1720429202590000000,31.278
1720429202600000000,39.465
1720429202610000000,32.583
1720429202620000000,41.002
1720429202630000000,40.854
1720429202640000000,42.727
1720429202650000000,43.905
1720429202660000000,42.219
1720429202670000000,44.907
1720429202680000000,45.315
1720429202690000000,41.051
1720429202700000000,45.604
1720429202710000000,45.752
1720429202720000000,43.543
1720429202730000000,43.644
1720429202740000000,44.070
1720429202750000000,51.199
1720429202760000000,48.555
1720429202770000000,44.966
1720429202780000000,45.065
1720429202790000000,49.908
1720429202800000000,46.418
1720429202810000000,50.991
1720429202820000000,53.087
1720429202830000000,56.753
1720429202840000000,48.996
1720429202850000000,52.105
1720429202860000000,54.381
1720429202870000000,48.876
1720429202880000000,57.039
1720429202890000000,52.851
1720429202900000000,61.956
1720429202910000000,57.304
1720429202920000000,61.158
1720429202930000000,60.910
1720429202940000000,58.716
1720429202950000000,61.580
1720429202960000000,61.294
1720429202970000000,59.669
1720429202980000000,62.445
1720429202990000000,67.390
1720429203000000000,63.713
1720429203010000000,67.920
1720429203020000000,69.140
1720429203030000000,67.375
1720429203040000000,68.948
1720429203050000000,70.502
1720429203060000000,68.280
1720429203070000000,70.672
1720429203080000000,63.680
1720429203090000000,70.497
1720429203100000000,69.460
1720429203110000000,75.878
1720429203120000000,70.491
1720429203130000000,70.059
1720429203140000000,66.956
1720429203150000000,67.879
1720429203160000000,68.938
1720429203170000000,69.497
1720429203180000000,70.618
1720429203190000000,70.763
1720429203200000000,63.069
1720429203210000000,70.413
1720429203220000000,67.280
1720429203230000000,72.603
1720429203240000000,71.317
1720429203250000000,71.161
1720429203260000000,75.509
1720429203270000000,71.030
1720429203280000000,69.499
1720429203290000000,70.787
1720429203300000000,73.843
1720429203310000000,73.027
1720429203320000000,73.778
1720429203330000000,67.963
1720429203340000000,71.414
1720429203350000000,73.517
1720429203360000000,72.233
1720429203370000000,70.711
1720429203380000000,70.763
1720429203390000000,72.185
1720429203400000000,73.736
1720429203410000000,71.589
1720429203420000000,71.113
1720429203430000000,76.290
1720429203440000000,75.741
1720429203450000000,75.259
1720429203460000000,75.940
1720429203470000000,75.715
1720429203480000000,72.618
1720429203490000000,68.993
1720429203500000000,74.745
1720429203510000000,71.817
1720429203520000000,75.616
1720429203530000000,71.441
1720429203540000000,71.964
1720429203550000000,73.111
1720429203560000000,76.239
1720429203570000000,75.148
1720429203580000000,75.459
1720429203590000000,72.827
1720429203600000000,73.365
1720429203610000000,75.577
1720429203620000000,73.560
1720429203630000000,74.258
1720429203640000000,78.832
1720429203650000000,76.126
1720429203660000000,71.406
1720429203670000000,74.996
1720429203680000000,75.653
1720429203690000000,77.113
1720429203700000000,75.620
1720429203710000000,77.668
1720429203720000000,75.646
1720429203730000000,80.885
1720429203740000000,77.903
1720429203750000000,78.684
1720429203760000000,80.055
1720429203770000000,79.024
1720429203780000000,80.968
1720429203790000000,77.858
1720429203800000000,77.145
1720429203810000000,77.856
1720429203820000000,79.057
1720429203830000000,70.210
1720429203840000000,78.220
1720429203850000000,79.377
1720429203860000000,81.857
1720429203870000000,82.727
1720429203880000000,78.601
1720429203890000000,79.708
1720429203900000000,82.819
1720429203910000000,83.923
1720429203920000000,76.007
1720429203930000000,79.454
1720429203940000000,80.023
1720429203950000000,77.901
1720429203960000000,76.972
1720429203970000000,81.768
1720429203980000000,80.121
1720429203990000000,83.036
1720429204000000000,83.523
1720429204010000000,79.390
1720429204019999999,81.392
1720429204030000000,83.806
1720429204040000000,79.299
1720429204050000000,87.860
1720429204059999999,80.138
1720429204070000000,82.391
1720429204080000000,78.080
1720429204090000000,86.299
1720429204099999999,83.633
1720429204110000000,86.720
1720429204120000000,84.991
1720429204130000000,84.765
1720429204139999999,87.502
1720429204150000000,84.604
1720429204160000000,88.493
1720429204170000000,92.925
1720429204179999999,85.936
1720429204190000000,85.786
1720429204200000000,85.420
1720429204210000000,92.622
1720429204219999999,84.142
1720429204230000000,86.637
1720429204240000000,89.545
1720429204250000000,88.118
1720429204260000000,88.601
1720429204269999999,90.827
1720429204280000000,91.230
1720429204290000000,91.630
1720429204300000000,91.212
1720429204310000000,88.288
1720429204320000000,90.620
1720429204330000000,90.347
1720429204340000000,90.637
1720429204350000000,92.508
1720429204360000000,92.683
1720429204370000000,88.600
1720429204380000000,94.402
1720429204390000000,92.703
1720429204400000000,92.490
1720429204410000000,92.597
1720429204420000000,95.795
1720429204430000000,90.849
1720429204440000000,95.756
1720429204450000000,98.182
1720429204460000000,95.788
1720429204470000000,95.873
1720429204480000000,95.368
1720429204490000000,98.660
1720429204500000000,99.516
1720429204510000000,95.892
1720429204520000000,94.184
1720429204530000000,99.686
1720429204540000000,99.628
1720429204550000000,100.552
1720429204560000000,97.708
1720429204570000000,99.898
1720429204580000000,98.286
1720429204590000000,98.329
1720429204600000000,103.433
1720429204610000000,99.672
1720429204620000000,103.952
1720429204630000000,101.625
1720429204640000000,102.303
1720429204650000000,104.517
1720429204660000000,101.360
1720429204670000000,103.781
1720429204680000000,106.908
1720429204690000000,102.322
1720429204700000000,101.926
1720429204710000000,108.451
1720429204720000000,104.979
1720429204730000000,104.939
1720429204740000000,104.276
1720429204750000000,109.740
1720429204760000000,105.261
1720429204770000000,108.819
1720429204780000000,108.631
1720429204790000000,107.506
1720429204800000000,108.417
1720429204810000000,108.189
1720429204820000000,112.607
1720429204830000000,113.295
1720429204840000000,108.318
1720429204850000000,109.535
1720429204860000000,109.849
1720429204870000000,110.930
1720429204880000000,112.771
1720429204890000000,112.780
1720429204900000000,110.955
1720429204910000000,114.706
1720429204920000000,113.573
1720429204930000000,111.146
1720429204940000000,111.316
1720429204950000000,112.238
1720429204960000000,115.132
1720429204970000000,119.080
1720429204980000000,116.859
1720429204990000000,119.494
1720429205000000000,119.352
1720429205010000000,120.544
1720429205020000000,117.103
1720429205030000000,116.497
1720429205040000000,124.337
1720429205050000000,118.481
1720429205060000000,118.818
1720429205070000000,120.468
1720429205080000000,122.462
1720429205090000000,120.848
1720429205100000000,120.363
1720429205110000000,123.094
1720429205120000000,127.057
1720429205130000000,119.970
1720429205140000000,127.990
1720429205150000000,125.917
1720429205160000000,126.768
1720429205170000000,127.337
1720429205180000000,123.395
1720429205190000000,125.487
1720429205200000000,127.580
1720429205210000000,128.980
1720429205220000000,129.127
1720429205230000000,131.970
1720429205240000000,128.523
1720429205250000000,126.710
1720429205260000000,129.695
1720429205270000000,129.753
1720429205280000000,133.463
1720429205290000000,135.864
1720429205300000000,132.570
1720429205310000000,131.874
1720429205320000000,133.023
1720429205330000000,138.646
1720429205340000000,130.417
1720429205350000000,135.648
1720429205360000000,133.199
1720429205370000000,137.694
1720429205380000000,133.568
1720429205390000000,135.008
1720429205400000000,136.630
1720429205410000000,137.720
1720429205420000000,140.378
1720429205430000000,138.892
1720429205440000000,141.272
1720429205450000000,139.266
1720429205460000000,134.658
1720429205470000000,140.984
1720429205480000000,139.469
1720429205490000000,145.750
1720429205500000000,143.680
1720429205510000000,142.874
1720429205520000000,145.955
1720429205530000000,144.559
1720429205540000000,142.334
1720429205550000000,141.340
1720429205560000000,143.401
1720429205570000000,139.457
1720429205580000000,145.234
1720429205590000000,146.881
1720429205600000000,146.868
1720429205610000000,144.596
1720429205620000000,143.675
1720429205630000000,143.826
1720429205640000000,148.094
1720429205650000000,150.982
1720429205660000000,150.444
1720429205670000000,145.730
1720429205680000000,154.204
1720429205690000000,150.049
1720429205700000000,152.843
1720429205710000000,151.173
1720429205720000000,154.352
1720429205730000000,147.277
1720429205740000000,154.528
1720429205750000000,154.771
1720429205760000000,148.641
1720429205770000000,153.513
1720429205780000000,149.345
1720429205790000000,153.280
1720429205800000000,157.028
1720429205810000000,149.477
1720429205820000000,154.164
1720429205830000000,155.771
1720429205840000000,157.445
1720429205850000000,159.044
1720429205860000000,156.956
1720429205870000000,158.501
1720429205880000000,160.180
1720429205890000000,156.993
1720429205900000000,165.428
1720429205910000000,162.055
1720429205920000000,157.884
1720429205930000000,163.177
1720429205940000000,159.157
1720429205950000000,166.791
1720429205960000000,161.337
1720429205970000000,164.484
1720429205980000000,162.619
1720429205990000000,167.264
1720429206000000000,164.807
1720429206010000000,163.692
1720429206020000000,168.597
1720429206030000000,168.141
1720429206040000000,161.804
1720429206050000000,169.914
1720429206060000000,173.056
1720429206070000000,166.403
1720429206080000000,170.288
1720429206090000000,170.148
1720429206100000000,168.802
1720429206110000000,164.653
1720429206120000000,171.865
1720429206130000000,171.031
1720429206140000000,173.271
1720429206150000000,169.989
1720429206160000000,171.724
1720429206170000000,170.587
1720429206180000000,174.648
1720429206190000000,174.045
1720429206200000000,175.655
1720429206210000000,178.010
1720429206220000000,171.645
1720429206230000000,173.059
1720429206240000000,173.359
1720429206250000000,177.285
1720429206260000000,175.240
1720429206270000000,173.572
1720429206280000000,179.348
1720429206290000000,177.093
1720429206300000000,176.001
1720429206310000000,175.955
1720429206320000000,174.148
1720429206330000000,176.459
1720429206340000000,177.140
1720429206350000000,180.729
1720429206360000000,179.506
1720429206370000000,174.693
1720429206380000000,182.372
1720429206390000000,182.127
1720429206400000000,180.655
1720429206410000000,185.102
1720429206420000000,182.261
1720429206430000000,183.920
1720429206440000000,179.843
1720429206450000000,181.773
1720429206460000000,186.324
1720429206470000000,182.816
1720429206480000000,184.491
1720429206490000000,187.170
1720429206500000000,184.704
1720429206510000000,182.169
1720429206520000000,184.588
1720429206530000000,180.712
1720429206540000000,179.625
1720429206550000000,179.052
1720429206560000000,185.184
1720429206570000000,182.572
1720429206580000000,182.390
1720429206590000000,182.146
1720429206600000000,185.364
1720429206610000000,179.678
1720429206620000000,186.696
1720429206630000000,185.471
1720429206640000000,191.079
1720429206650000000,188.571
1720429206660000000,187.892
1720429206670000000,185.979
1720429206680000000,183.731
1720429206690000000,189.698
1720429206700000000,186.428
1720429206710000000,187.580
1720429206720000000,183.419
1720429206730000000,188.556
1720429206740000000,190.201
1720429206750000000,186.197
1720429206760000000,189.479
1720429206770000000,192.502
1720429206780000000,184.431
1720429206790000000,189.820
1720429206800000000,189.748
1720429206810000000,191.341
1720429206820000000,196.686
1720429206830000000,193.393
1720429206840000000,192.335
1720429206850000000,193.449
1720429206860000000,191.137
1720429206870000000,191.404
1720429206880000000,192.019
1720429206890000000,192.263
1720429206900000000,193.901
1720429206910000000,195.179
1720429206920000000,189.841
1720429206930000000,193.091
1720429206940000000,193.749
1720429206950000000,195.038
1720429206960000000,192.347
1720429206970000000,191.638
1720429206980000000,195.923
1720429206990000000,193.358
1720429207000000000,190.761
1720429207010000000,193.627
1720429207020000000,195.311
1720429207030000000,194.853
1720429207040000000,194.303
1720429207050000000,196.531
1720429207060000000,196.896
1720429207070000000,197.275
1720429207080000000,193.874
1720429207090000000,199.691
1720429207100000000,194.409
1720429207110000000,197.708
1720429207120000000,197.027
1720429207130000000,202.421
1720429207140000000,202.763
1720429207150000000,195.657
1720429207160000000,200.111
1720429207170000000,200.751
1720429207180000000,195.526
1720429207190000000,200.821
1720429207200000000,201.194
1720429207210000000,204.504
1720429207220000000,198.385
1720429207230000000,198.921
1720429207240000000,197.573
1720429207250000000,198.338
1720429207260000000,198.124
1720429207270000000,201.842
1720429207280000000,200.666
1720429207290000000,201.907
1720429207300000000,198.066
1720429207310000000,202.636
1720429207320000000,201.049
1720429207330000000,199.362
1720429207340000000,198.725
1720429207350000000,199.149
1720429207360000000,200.454
1720429207370000000,202.129
1720429207380000000,204.622
1720429207390000000,203.193
1720429207400000000,198.207
1720429207410000000,196.076
1720429207420000000,201.546
1720429207430000000,199.952
1720429207440000000,198.980
1720429207450000000,198.185
1720429207460000000,197.057
1720429207470000000,196.932
1720429207480000000,205.848
1720429207490000000,197.900
1720429207500000000,201.895
1720429207510000000,204.400
1720429207520000000,199.509
1720429207530000000,201.408
1720429207540000000,204.984
1720429207550000000,200.722
1720429207560000000,205.594
1720429207570000000,200.907
1720429207580000000,205.160
1720429207590000000,205.206
1720429207600000000,201.888
1720429207610000000,200.650
1720429207620000000,204.367
1720429207630000000,205.107
1720429207640000000,201.163
1720429207650000000,203.963
1720429207660000000,203.748
1720429207670000000,202.688
1720429207680000000,205.185
1720429207690000000,205.522
1720429207700000000,201.665
1720429207710000000,205.676
1720429207720000000,200.853
1720429207730000000,201.741
1720429207740000000,205.105
1720429207750000000,204.544
1720429207760000000,202.897
1720429207770000000,205.346
1720429207780000000,207.571
1720429207790000000,204.195
1720429207800000000,202.936
1720429207810000000,205.810
1720429207820000000,208.801
1720429207830000000,206.308
1720429207840000000,202.723
1720429207850000000,200.778
1720429207860000000,204.270
1720429207870000000,203.151
1720429207880000000,204.627
1720429207890000000,201.816
1720429207900000000,204.176
1720429207910000000,208.351
1720429207920000000,206.004
1720429207930000000,204.812
1720429207940000000,203.044
1720429207950000000,203.481
1720429207960000000,203.925
1720429207970000000,205.146
1720429207980000000,210.643
1720429207990000000,211.390
1720429208000000000,203.098
1720429208010000000,204.141
1720429208020000000,206.134
1720429208029999999,205.735
1720429208039999999,210.493
1720429208050000000,206.840
1720429208060000000,202.803
1720429208070000000,211.570
1720429208080000000,206.903
1720429208090000000,203.930
1720429208100000000,205.817
1720429208109999999,205.652
1720429208119999999,210.843
1720429208130000000,207.668
1720429208140000000,204.991
1720429208150000000,205.228
1720429208160000000,203.989
1720429208170000000,199.830
1720429208180000000,203.397
1720429208189999999,205.565
1720429208199999999,204.397
1720429208210000000,201.116
1720429208220000000,206.352
1720429208230000000,203.987
1720429208240000000,205.644
1720429208250000000,207.798
1720429208260000000,208.716
1720429208270000000,206.486
1720429208279999999,205.586
1720429208289999999,200.305
1720429208300000000,210.838
1720429208310000000,213.060
1720429208320000000,205.473
1720429208330000000,204.461
1720429208340000000,209.305
1720429208350000000,209.107
1720429208359999999,205.658
1720429208369999999,206.271
1720429208380000000,210.808
1720429208390000000,204.359
1720429208400000000,210.352
1720429208410000000,210.155
1720429208420000000,207.160
1720429208430000000,210.349
1720429208439999999,210.111
1720429208449999999,202.836
1720429208460000000,208.685
1720429208470000000,210.505
1720429208480000000,208.624
1720429208490000000,207.887
1720429208500000000,211.767
1720429208510000000,212.288
1720429208520000000,208.010
1720429208529999999,210.818
1720429208539999999,205.453
1720429208550000000,209.156
1720429208560000000,209.216
1720429208570000000,202.323
1720429208580000000,209.013
1720429208590000000,206.013
1720429208600000000,207.580
1720429208610000000,204.940
1720429208620000000,206.085
1720429208630000000,204.400
1720429208640000000,207.392
1720429208650000000,207.399
1720429208660000000,204.085
1720429208670000000,209.749
1720429208680000000,212.423
1720429208690000000,208.330
1720429208700000000,205.313
1720429208710000000,207.592
1720429208720000000,205.112
1720429208730000000,205.758
1720429208740000000,208.104
1720429208750000000,205.985
1720429208760000000,212.409
1720429208770000000,200.570
1720429208780000000,207.251
1720429208790000000,208.573
1720429208800000000,213.313
1720429208810000000,209.842
1720429208820000000,209.076
1720429208830000000,210.449
1720429208840000000,210.033
1720429208850000000,210.319
1720429208860000000,208.424
1720429208870000000,209.014
1720429208880000000,206.868
1720429208890000000,206.206
1720429208900000000,211.342
1720429208910000000,206.249
1720429208920000000,207.151
1720429208930000000,207.512
1720429208940000000,210.252
1720429208950000000,207.968
1720429208960000000,207.649
1720429208970000000,207.306
1720429208980000000,205.424
1720429208990000000,208.472
1720429209000000000,208.934
1720429209010000000,214.856
1720429209020000000,209.706
1720429209030000000,207.769
1720429209040000000,210.776
1720429209050000000,211.361
1720429209060000000,209.508
1720429209070000000,210.678
1720429209080000000,207.275
1720429209090000000,213.184
1720429209100000000,214.151
1720429209110000000,208.730
1720429209120000000,205.482
1720429209130000000,208.239
1720429209140000000,212.192
1720429209150000000,211.509
1720429209160000000,210.256
1720429209170000000,208.918
1720429209180000000,210.741
1720429209190000000,214.178
1720429209200000000,210.055
1720429209210000000,211.298
1720429209220000000,209.172
1720429209230000000,209.943
1720429209240000000,212.129
1720429209250000000,208.544
1720429209260000000,212.063
1720429209270000000,206.472
1720429209280000000,210.377
1720429209290000000,210.235
1720429209300000000,207.867
1720429209310000000,210.690
1720429209320000000,208.426
1720429209330000000,210.870
