timestamp_ns,value_degC
1721725200000000000,0.994
1721725200010000000,2.438
1721725200020000000,-0.742
1721725200030000000,0.286
1721725200040000000,-0.847
1721725200050000000,-1.670
1721725200060000000,0.478
1721725200070000000,0.472
1721725200080000000,-1.852
1721725200090000000,-0.532
1721725200100000000,-0.413
1721725200110000000,-1.468
1721725200120000000,-2.025
1721725200130000000,-0.652
1721725200140000000,0.136
1721725200150000000,-1.763
1721725200160000000,0.825
1721725200170000000,-0.046
1721725200180000000,-1.236
1721725200190000000,-0.651
1721725200200000000,1.307
1721725200210000000,-1.352
1721725200220000000,-0.152
1721725200230000000,-1.014
1721725200240000000,-1.106
1721725200250000000,0.345
1721725200260000000,0.506
1721725200270000000,0.159
1721725200280000000,-0.450
1721725200290000000,-0.468
1721725200300000000,0.745
1721725200310000000,-0.921
1721725200320000000,-0.796
1721725200330000000,-0.478
1721725200340000000,1.704
1721725200350000000,-0.020
1721725200360000000,-0.344
1721725200370000000,0.832
1721725200380000000,1.488
1721725200390000000,1.274
1721725200400000000,0.076
1721725200410000000,-0.062
1721725200420000000,-0.152
1721725200430000000,-1.747
1721725200440000000,1.889
1721725200450000000,-1.058
1721725200460000000,-1.498
1721725200470000000,1.532
1721725200480000000,0.990
1721725200490000000,1.971
1721725200500000000,-1.073
1721725200510000000,0.137
1721725200520000000,0.525
1721725200530000000,-0.292
1721725200540000000,-1.551
1721725200550000000,-0.685
1721725200560000000,0.526
1721725200570000000,-0.584
1721725200580000000,0.376
1721725200590000000,-0.355
1721725200600000000,0.641
1721725200610000000,0.197
1721725200620000000,0.436
1721725200630000000,-1.586
1721725200640000000,1.056
1721725200650000000,0.579
1721725200660000000,1.224
1721725200670000000,0.134
1721725200680000000,0.219
1721725200690000000,-0.752
1721725200700000000,0.745
1721725200710000000,-0.193
1721725200720000000,0.890
1721725200730000000,1.341
1721725200740000000,1.632
1721725200750000000,-2.931
1721725200760000000,1.310
1721725200770000000,1.765
1721725200780000000,0.109
1721725200790000000,-0.623
1721725200800000000,0.647
1721725200810000000,0.188
1721725200820000000,-0.908
1721725200830000000,-0.702
1721725200840000000,-1.286
1721725200850000000,-0.589
1721725200860000000,-1.466
1721725200870000000,-0.970
1721725200880000000,-1.012
1721725200890000000,-0.079
1721725200900000000,-0.426
1721725200910000000,-0.266
1721725200920000000,0.385
1721725200930000000,0.841
1721725200940000000,-0.372
1721725200950000000,-0.819
1721725200960000000,0.815
1721725200970000000,-1.313
1721725200980000000,0.022
1721725200990000000,-0.610
1721725201000000000,-0.447
1721725201010000000,1.401
1721725201020000000,-0.045
1721725201030000000,-0.575
1721725201040000000,2.362
1721725201050000000,-1.062
1721725201060000000,0.162
1721725201070000000,-0.830
1721725201080000000,0.957
1721725201090000000,1.514
1721725201100000000,1.033
1721725201110000000,1.707
1721725201120000000,-1.180
1721725201130000000,-0.621
1721725201140000000,-0.721
1721725201150000000,-0.235
1721725201160000000,-1.747
1721725201170000000,0.806
1721725201180000000,0.540
1721725201190000000,1.610
1721725201200000000,0.744
1721725201210000000,0.596
1721725201220000000,-0.789
1721725201230000000,-0.664
1721725201240000000,-0.412
1721725201250000000,1.260
1721725201260000000,-1.413
1721725201270000000,1.270
1721725201280000000,-1.266
1721725201290000000,0.735
1721725201300000000,0.571
1721725201310000000,-0.837
1721725201320000000,0.682
