timestamp_ns,value_g_rms
1722502800000000000,0.000
1722502800010000000,0.022
1722502800020000000,0.100
1722502800030000000,0.007
1722502800040000000,0.000
1722502800050000000,0.043
1722502800060000000,0.000
1722502800070000000,0.000
1722502800080000000,0.000
1722502800090000000,0.000
1722502800100000000,0.000
1722502800110000000,0.000
1722502800120000000,0.024
1722502800130000000,0.000
1722502800140000000,0.000
1722502800150000000,0.000
1722502800160000000,0.129
1722502800170000000,0.000
1722502800180000000,0.056
1722502800190000000,0.000
1722502800200000000,0.000
1722502800210000000,0.000
1722502800220000000,0.000
1722502800230000000,0.000
1722502800240000000,0.048
1722502800250000000,0.082
1722502800260000000,0.183
1722502800270000000,0.000
1722502800280000000,0.042
1722502800290000000,0.000
1722502800300000000,0.083
1722502800310000000,0.000
1722502800320000000,0.000
1722502800330000000,0.187
1722502800340000000,0.000
1722502800350000000,0.000
1722502800360000000,0.027
1722502800370000000,0.009
1722502800380000000,0.000
1722502800390000000,0.000
1722502800400000000,0.053
1722502800410000000,0.000
1722502800420000000,0.014
1722502800430000000,0.157
1722502800440000000,0.000
1722502800450000000,0.000
1722502800460000000,0.114
1722502800470000000,0.000
1722502800480000000,0.000
1722502800490000000,0.014
1722502800500000000,0.040
1722502800510000000,0.151
1722502800520000000,0.000
1722502800530000000,0.000
1722502800540000000,0.000
1722502800550000000,0.000
1722502800560000000,0.120
1722502800570000000,0.000
1722502800580000000,0.000
1722502800590000000,0.062
1722502800600000000,0.000
1722502800610000000,0.000
1722502800620000000,0.000
1722502800630000000,0.039
1722502800640000000,0.000
1722502800650000000,0.000
1722502800660000000,0.000
1722502800670000000,0.190
1722502800680000000,0.000
1722502800690000000,0.000
1722502800700000000,0.000
1722502800710000000,0.016
1722502800720000000,0.000
1722502800730000000,0.067
1722502800740000000,0.000
1722502800750000000,0.155
1722502800760000000,0.000
1722502800770000000,0.066
1722502800780000000,0.000
1722502800790000000,0.145
1722502800800000000,0.000
1722502800810000000,0.049
1722502800820000000,0.084
1722502800830000000,0.111
1722502800840000000,0.000
1722502800850000000,0.000
1722502800860000000,0.009
1722502800870000000,0.000
1722502800880000000,0.000
1722502800890000000,0.000
1722502800900000000,0.031
1722502800910000000,0.000
1722502800920000000,0.045
1722502800930000000,0.000
1722502800940000000,0.019
1722502800950000000,0.155
1722502800960000000,0.000
1722502800970000000,0.000
1722502800980000000,0.000
1722502800990000000,0.000
1722502801000000000,0.000
1722502801010000000,0.053
1722502801020000000,0.009
1722502801030000000,0.205
1722502801040000000,0.032
1722502801050000000,0.000
1722502801060000000,0.033
1722502801070000000,0.097
1722502801080000000,0.172
1722502801090000000,0.052
1722502801100000000,0.000
1722502801110000000,0.041
1722502801120000000,0.095
1722502801130000000,0.000
1722502801140000000,0.000
1722502801150000000,0.026
1722502801160000000,0.000
1722502801170000000,0.000
1722502801180000000,0.034
1722502801190000000,0.000
1722502801200000000,0.000
1722502801210000000,0.089
1722502801220000000,0.011
1722502801230000000,0.111
1722502801240000000,0.000
1722502801250000000,0.000
1722502801260000000,0.108
1722502801270000000,0.070
1722502801280000000,0.031
1722502801290000000,0.000
1722502801300000000,0.072
1722502801310000000,0.000
1722502801320000000,0.000
1722502801330000000,0.000
1722502801340000000,0.105
1722502801350000000,0.053
1722502801360000000,0.000
1722502801370000000,0.134
1722502801380000000,0.100
1722502801390000000,0.000
1722502801400000000,0.154
1722502801410000000,0.124
1722502801420000000,0.096
1722502801430000000,0.000
1722502801440000000,0.003
1722502801450000000,0.000
1722502801460000000,0.049
1722502801470000000,0.236
1722502801480000000,0.000
1722502801490000000,0.044
1722502801500000000,0.000
1722502801510000000,0.000
1722502801520000000,0.000
1722502801530000000,0.042
1722502801540000000,0.182
1722502801550000000,0.017
1722502801560000000,0.000
1722502801570000000,0.048
1722502801580000000,0.203
1722502801590000000,0.051
1722502801600000000,0.027
1722502801610000000,0.000
1722502801620000000,0.000
1722502801630000000,0.000
1722502801640000000,0.000
1722502801650000000,0.001
1722502801660000000,0.000
1722502801670000000,0.014
1722502801680000000,0.000
1722502801690000000,0.000
1722502801700000000,0.066
1722502801710000000,0.000
1722502801720000000,0.072
1722502801730000000,0.004
1722502801740000000,0.126
1722502801750000000,0.005
1722502801760000000,0.045
1722502801770000000,0.087
1722502801780000000,0.094
1722502801790000000,0.060
1722502801800000000,0.000
1722502801810000000,0.000
1722502801820000000,0.000
1722502801830000000,0.000
1722502801840000000,0.000
1722502801850000000,0.003
1722502801860000000,0.002
1722502801870000000,0.012
1722502801880000000,0.050
1722502801890000000,0.000
1722502801900000000,0.023
1722502801910000000,0.000
1722502801920000000,0.000
1722502801930000000,0.000
1722502801940000000,0.030
1722502801950000000,0.075
1722502801960000000,0.089
1722502801970000000,0.051
1722502801980000000,0.114
1722502801990000000,0.008
1722502802000000000,0.094
1722502802009999999,0.041
1722502802020000000,0.000
1722502802029999999,0.066
1722502802040000000,0.000
1722502802049999999,0.000
1722502802060000000,0.329
1722502802069999999,0.099
1722502802080000000,0.931
1722502802089999999,0.431
1722502802100000000,0.300
1722502802109999999,0.000
1722502802120000000,0.000
1722502802130000000,0.013
1722502802140000000,0.148
1722502802150000000,0.000
1722502802160000000,0.000
1722502802170000000,0.362
1722502802180000000,0.023
1722502802190000000,0.000
1722502802200000000,0.000
1722502802210000000,0.152
1722502802220000000,0.000
1722502802230000000,0.109
1722502802240000000,0.097
1722502802250000000,0.091
1722502802260000000,0.000
1722502802270000000,0.519
1722502802280000000,0.415
1722502802290000000,0.267
1722502802300000000,0.203
1722502802310000000,0.179
1722502802320000000,0.000
1722502802330000000,0.000
1722502802340000000,0.295
1722502802350000000,0.031
1722502802360000000,0.159
1722502802370000000,0.300
1722502802380000000,0.170
1722502802390000000,0.515
1722502802400000000,0.307
1722502802410000000,0.588
1722502802420000000,0.451
1722502802430000000,0.412
1722502802440000000,0.343
1722502802450000000,0.836
1722502802460000000,0.113
1722502802470000000,0.088
1722502802480000000,0.650
1722502802490000000,0.602
1722502802500000000,0.170
1722502802510000000,0.428
1722502802520000000,0.359
1722502802530000000,0.000
1722502802540000000,0.376
1722502802550000000,0.353
1722502802560000000,0.319
1722502802570000000,0.398
1722502802580000000,0.215
1722502802590000000,0.230
1722502802600000000,0.739
1722502802610000000,0.205
1722502802620000000,0.669
1722502802630000000,0.540
1722502802640000000,0.304
1722502802650000000,0.605
1722502802660000000,0.858
1722502802670000000,0.478
1722502802680000000,0.604
1722502802690000000,0.588
1722502802700000000,0.631
1722502802710000000,0.564
1722502802720000000,0.317
1722502802730000000,0.739
1722502802740000000,0.325
1722502802750000000,0.505
1722502802760000000,0.871
1722502802770000000,0.337
1722502802780000000,0.643
1722502802790000000,0.698
1722502802800000000,0.803
1722502802810000000,0.446
1722502802820000000,0.651
1722502802830000000,0.619
1722502802840000000,0.788
1722502802850000000,0.612
1722502802860000000,0.832
1722502802870000000,0.869
1722502802880000000,0.724
1722502802890000000,0.785
1722502802900000000,0.913
1722502802910000000,0.557
1722502802920000000,0.744
1722502802930000000,0.400
1722502802940000000,0.910
1722502802950000000,1.075
1722502802960000000,0.811
1722502802970000000,0.739
1722502802980000000,0.716
1722502802990000000,1.181
1722502803000000000,0.956
1722502803010000000,0.654
1722502803020000000,0.556
1722502803030000000,0.546
1722502803040000000,0.848
1722502803050000000,0.335
1722502803060000000,0.694
1722502803070000000,0.838
1722502803080000000,0.742
1722502803090000000,0.945
1722502803100000000,0.459
1722502803110000000,0.557
1722502803120000000,1.344
1722502803130000000,1.094
1722502803140000000,0.966
1722502803150000000,0.769
1722502803160000000,0.684
1722502803170000000,0.721
1722502803180000000,0.863
1722502803190000000,0.777
1722502803200000000,0.622
1722502803210000000,0.713
1722502803220000000,0.335
1722502803230000000,0.674
1722502803240000000,0.763
1722502803250000000,1.039
1722502803260000000,0.923
1722502803270000000,1.197
1722502803280000000,0.790
1722502803290000000,0.548
1722502803300000000,0.423
1722502803310000000,0.522
1722502803320000000,0.493
1722502803330000000,0.649
1722502803340000000,0.636
1722502803350000000,0.747
1722502803360000000,0.688
1722502803370000000,0.691
1722502803380000000,0.858
1722502803390000000,0.846
1722502803400000000,0.664
1722502803410000000,0.711
1722502803420000000,1.341
1722502803430000000,0.818
1722502803440000000,0.362
1722502803450000000,0.898
1722502803460000000,0.494
1722502803470000000,0.559
1722502803480000000,0.566
1722502803490000000,1.433
1722502803500000000,0.562
1722502803510000000,1.318
1722502803520000000,0.915
1722502803530000000,0.661
1722502803540000000,0.654
1722502803550000000,0.779
1722502803560000000,1.032
1722502803570000000,0.892
1722502803580000000,0.857
1722502803590000000,1.079
1722502803600000000,1.016
1722502803610000000,0.783
1722502803620000000,0.335
1722502803630000000,0.929
1722502803640000000,0.740
1722502803650000000,0.760
1722502803660000000,0.738
1722502803670000000,0.904
1722502803680000000,0.450
1722502803690000000,0.937
1722502803700000000,1.331
1722502803710000000,0.982
1722502803720000000,0.577
1722502803730000000,1.177
1722502803740000000,0.762
1722502803750000000,0.616
1722502803760000000,1.054
1722502803770000000,0.828
1722502803780000000,1.152
1722502803790000000,0.826
1722502803800000000,1.051
1722502803810000000,0.774
1722502803820000000,0.923
1722502803830000000,0.828
1722502803840000000,0.842
1722502803850000000,1.000
1722502803860000000,0.732
1722502803870000000,0.536
1722502803880000000,0.488
1722502803890000000,0.861
1722502803900000000,0.908
1722502803910000000,0.618
1722502803920000000,0.512
1722502803930000000,0.907
1722502803940000000,0.757
1722502803950000000,0.505
1722502803960000000,1.055
1722502803970000000,0.719
1722502803980000000,0.679
1722502803990000000,1.347
1722502804000000000,0.950
1722502804010000000,1.053
1722502804019999999,1.482
1722502804030000000,1.134
1722502804040000000,1.272
1722502804050000000,0.602
1722502804059999999,0.821
1722502804070000000,1.074
1722502804080000000,1.056
1722502804090000000,0.942
1722502804099999999,1.237
1722502804110000000,0.823
1722502804120000000,1.265
1722502804130000000,0.943
1722502804139999999,0.414
1722502804150000000,1.097
1722502804160000000,1.220
1722502804170000000,0.956
1722502804179999999,0.800
1722502804190000000,0.920
1722502804200000000,1.398
1722502804210000000,1.579
1722502804219999999,1.149
1722502804230000000,1.156
1722502804240000000,0.812
1722502804250000000,1.549
1722502804260000000,0.916
1722502804269999999,1.045
1722502804280000000,1.105
1722502804290000000,0.930
1722502804300000000,0.606
1722502804310000000,0.714
1722502804320000000,1.008
1722502804330000000,1.188
1722502804340000000,0.858
1722502804350000000,0.998
1722502804360000000,1.128
1722502804370000000,0.667
1722502804380000000,0.962
1722502804390000000,1.129
1722502804400000000,1.355
1722502804410000000,1.158
1722502804420000000,0.874
1722502804430000000,1.343
1722502804440000000,1.131
1722502804450000000,0.795
1722502804460000000,1.505
1722502804470000000,1.468
1722502804480000000,0.704
1722502804490000000,1.009
1722502804500000000,0.684
1722502804510000000,1.133
1722502804520000000,1.237
1722502804530000000,1.181
1722502804540000000,1.147
1722502804550000000,1.240
1722502804560000000,1.250
1722502804570000000,1.239
1722502804580000000,0.854
1722502804590000000,1.139
1722502804600000000,0.795
1722502804610000000,0.804
1722502804620000000,0.996
1722502804630000000,0.831
1722502804640000000,1.225
1722502804650000000,0.697
1722502804660000000,1.737
1722502804670000000,1.351
1722502804680000000,1.447
1722502804690000000,1.093
1722502804700000000,1.076
1722502804710000000,1.071
1722502804720000000,1.493
1722502804730000000,1.226
1722502804740000000,1.410
1722502804750000000,1.198
1722502804760000000,1.609
1722502804770000000,1.088
1722502804780000000,1.323
1722502804790000000,1.401
1722502804800000000,1.368
1722502804810000000,1.626
1722502804820000000,1.365
1722502804830000000,1.143
1722502804840000000,1.469
1722502804850000000,1.355
1722502804860000000,1.550
1722502804870000000,1.519
1722502804880000000,1.188
1722502804890000000,1.101
1722502804900000000,1.840
1722502804910000000,1.405
1722502804920000000,1.199
1722502804930000000,1.594
1722502804940000000,1.496
1722502804950000000,1.546
1722502804960000000,1.213
1722502804970000000,0.923
1722502804980000000,1.261
1722502804990000000,1.340
1722502805000000000,1.071
1722502805010000000,1.346
1722502805020000000,1.588
1722502805030000000,1.221
1722502805040000000,1.315
1722502805050000000,1.592
1722502805060000000,1.432
1722502805070000000,1.290
1722502805080000000,1.723
1722502805090000000,1.127
1722502805100000000,0.979
1722502805110000000,1.704
1722502805120000000,2.387
1722502805130000000,1.559
1722502805140000000,1.522
1722502805150000000,1.227
1722502805160000000,1.629
1722502805170000000,1.674
1722502805180000000,0.887
1722502805190000000,1.292
1722502805200000000,1.339
1722502805210000000,1.619
1722502805220000000,0.799
1722502805230000000,1.176
1722502805240000000,1.262
1722502805250000000,1.799
1722502805260000000,1.544
1722502805270000000,1.101
1722502805280000000,1.832
1722502805290000000,1.566
1722502805300000000,1.205
1722502805310000000,1.264
1722502805320000000,1.646
1722502805330000000,1.532
1722502805340000000,1.400
1722502805350000000,1.608
1722502805360000000,1.424
1722502805370000000,1.284
1722502805380000000,1.905
1722502805390000000,1.628
1722502805400000000,1.934
1722502805410000000,1.318
1722502805420000000,1.136
1722502805430000000,1.829
1722502805440000000,1.385
1722502805450000000,1.659
1722502805460000000,1.524
1722502805470000000,1.776
1722502805480000000,1.329
1722502805490000000,1.516
1722502805500000000,1.639
1722502805510000000,1.642
1722502805520000000,1.737
1722502805530000000,1.817
1722502805540000000,1.632
1722502805550000000,1.329
1722502805560000000,1.363
1722502805570000000,1.655
1722502805580000000,1.489
1722502805590000000,1.741
1722502805600000000,1.304
1722502805610000000,1.412
1722502805620000000,2.129
1722502805630000000,2.049
1722502805640000000,2.200
1722502805650000000,1.604
1722502805660000000,1.750
1722502805670000000,1.043
1722502805680000000,1.665
1722502805690000000,1.727
1722502805700000000,1.682
1722502805710000000,1.276
1722502805720000000,1.456
1722502805730000000,1.739
1722502805740000000,1.963
1722502805750000000,2.091
1722502805760000000,1.239
1722502805770000000,1.886
1722502805780000000,2.333
1722502805790000000,1.769
1722502805800000000,1.939
1722502805810000000,1.960
1722502805820000000,1.238
1722502805830000000,1.817
1722502805840000000,1.947
1722502805850000000,2.121
1722502805860000000,1.834
1722502805870000000,1.847
1722502805880000000,1.726
1722502805890000000,2.069
1722502805900000000,1.899
1722502805910000000,1.657
1722502805920000000,2.285
1722502805930000000,2.365
1722502805940000000,1.805
1722502805950000000,2.122
1722502805960000000,1.799
1722502805970000000,2.199
1722502805980000000,1.936
1722502805990000000,1.768
1722502806000000000,1.975
1722502806010000000,1.316
1722502806020000000,1.711
1722502806030000000,2.000
1722502806040000000,1.854
1722502806050000000,1.474
1722502806060000000,1.895
1722502806070000000,2.122
1722502806080000000,2.283
1722502806090000000,1.903
1722502806100000000,2.134
1722502806110000000,2.236
1722502806120000000,2.113
1722502806130000000,2.089
1722502806140000000,1.837
1722502806150000000,2.102
1722502806160000000,2.138
1722502806170000000,2.113
1722502806180000000,1.855
1722502806190000000,2.239
1722502806200000000,1.406
1722502806210000000,2.452
1722502806220000000,2.338
1722502806230000000,2.011
1722502806240000000,1.893
1722502806250000000,1.872
1722502806260000000,1.512
1722502806270000000,2.233
1722502806280000000,1.822
1722502806290000000,1.818
1722502806300000000,1.629
1722502806310000000,1.835
1722502806320000000,1.951
1722502806330000000,1.857
1722502806340000000,2.335
1722502806350000000,1.488
1722502806360000000,1.813
1722502806370000000,1.365
1722502806380000000,1.937
1722502806390000000,2.685
