timestamp_ns,value_g_rms
1721725200000000000,0.000
1721725200010000000,0.000
1721725200020000000,0.165
1721725200030000000,0.000
1721725200040000000,0.101
1721725200050000000,0.000
1721725200060000000,0.029
1721725200070000000,0.200
1721725200080000000,0.199
1721725200090000000,0.047
1721725200100000000,0.000
1721725200110000000,0.123
1721725200120000000,0.027
1721725200130000000,0.033
1721725200140000000,0.000
1721725200150000000,0.000
1721725200160000000,0.137
1721725200170000000,0.371
1721725200180000000,0.020
1721725200190000000,0.017
1721725200200000000,0.000
1721725200210000000,0.009
1721725200220000000,0.168
1721725200230000000,0.000
1721725200240000000,0.000
1721725200250000000,0.000
1721725200260000000,0.000
1721725200270000000,0.327
1721725200280000000,0.269
1721725200290000000,0.000
1721725200300000000,0.000
1721725200310000000,0.187
1721725200320000000,0.000
1721725200330000000,0.000
1721725200340000000,0.063
1721725200350000000,0.000
1721725200360000000,0.000
1721725200370000000,0.000
1721725200380000000,0.113
1721725200390000000,0.318
1721725200400000000,0.000
1721725200410000000,0.000
1721725200420000000,0.168
1721725200430000000,0.000
1721725200440000000,0.116
1721725200450000000,0.000
1721725200460000000,0.000
1721725200470000000,0.062
1721725200480000000,0.048
1721725200490000000,0.000
1721725200500000000,0.019
1721725200510000000,0.086
1721725200520000000,0.000
1721725200530000000,0.088
1721725200540000000,0.061
1721725200550000000,0.100
1721725200560000000,0.206
1721725200570000000,0.118
1721725200580000000,0.147
1721725200590000000,0.000
1721725200600000000,0.000
1721725200610000000,0.000
1721725200620000000,0.258
1721725200630000000,0.097
1721725200640000000,0.000
1721725200650000000,0.039
1721725200660000000,0.087
1721725200670000000,0.000
1721725200680000000,0.000
1721725200690000000,0.159
1721725200700000000,0.000
1721725200710000000,0.000
1721725200720000000,0.000
1721725200730000000,0.099
1721725200740000000,0.193
1721725200750000000,0.000
1721725200760000000,0.000
1721725200770000000,0.000
1721725200780000000,0.000
1721725200790000000,0.214
1721725200800000000,0.000
1721725200810000000,0.136
1721725200820000000,0.063
1721725200830000000,0.000
1721725200840000000,0.000
1721725200850000000,0.000
1721725200860000000,0.040
1721725200870000000,0.000
1721725200880000000,0.039
1721725200890000000,0.000
1721725200900000000,0.000
1721725200910000000,0.000
1721725200920000000,0.342
1721725200930000000,0.000
1721725200940000000,0.000
1721725200950000000,0.192
1721725200960000000,0.000
1721725200970000000,0.000
1721725200980000000,0.000
1721725200990000000,0.046
1721725201000000000,0.000
1721725201010000000,0.000
1721725201020000000,0.000
1721725201030000000,0.000
1721725201040000000,0.125
1721725201050000000,0.076
1721725201060000000,0.000
1721725201070000000,0.246
1721725201080000000,0.081
1721725201090000000,0.052
1721725201100000000,0.310
1721725201110000000,0.130
1721725201120000000,0.134
1721725201130000000,0.011
1721725201140000000,0.000
1721725201150000000,0.290
1721725201160000000,0.212
1721725201170000000,0.012
1721725201180000000,0.035
1721725201190000000,0.000
1721725201200000000,0.056
1721725201210000000,0.003
1721725201220000000,0.166
1721725201230000000,0.002
1721725201240000000,0.059
1721725201250000000,0.000
1721725201260000000,0.000
1721725201270000000,0.257
1721725201280000000,0.035
1721725201290000000,0.000
1721725201300000000,0.000
1721725201310000000,0.132
1721725201320000000,0.000
1721725201330000000,0.000
1721725201340000000,0.409
1721725201350000000,0.049
1721725201360000000,0.000
1721725201370000000,0.000
1721725201380000000,0.015
1721725201390000000,0.157
1721725201400000000,0.077
1721725201410000000,0.048
1721725201420000000,0.000
1721725201430000000,0.123
1721725201440000000,0.046
1721725201450000000,0.000
1721725201460000000,0.000
1721725201470000000,0.235
1721725201480000000,0.000
1721725201490000000,0.000
1721725201500000000,0.000
1721725201510000000,0.005
1721725201520000000,0.000
1721725201530000000,0.000
1721725201540000000,0.000
1721725201550000000,0.000
1721725201560000000,0.289
1721725201570000000,0.000
1721725201580000000,0.000
1721725201590000000,0.276
