timestamp_ns,value_degC
1722762000000000000,-1.141
1722762000010000000,1.336
1722762000020000000,0.848
1722762000030000000,-0.101
1722762000040000000,-0.688
1722762000050000000,-0.809
1722762000060000000,-0.163
1722762000070000000,2.031
1722762000080000000,-1.051
1722762000090000000,-2.031
1722762000100000000,0.030
1722762000110000000,-0.625
1722762000120000000,1.202
1722762000130000000,0.603
1722762000140000000,-0.951
1722762000150000000,-0.169
1722762000160000000,-0.919
1722762000170000000,2.287
1722762000180000000,1.633
1722762000190000000,-0.541
1722762000200000000,-0.376
1722762000210000000,0.138
1722762000220000000,-0.309
1722762000230000000,0.444
1722762000240000000,0.084
1722762000250000000,-1.600
1722762000260000000,-1.245
1722762000270000000,0.015
1722762000280000000,0.444
1722762000290000000,-0.704
1722762000300000000,-0.722
1722762000310000000,-0.868
1722762000320000000,1.182
1722762000330000000,-1.590
1722762000340000000,-0.465
1722762000350000000,-0.480
1722762000360000000,1.057
1722762000370000000,1.178
1722762000380000000,-0.262
1722762000390000000,0.088
1722762000400000000,1.144
1722762000410000000,-1.460
1722762000420000000,0.272
1722762000430000000,-0.400
1722762000440000000,0.684
1722762000450000000,0.483
1722762000460000000,-0.512
1722762000470000000,-0.241
1722762000480000000,1.407
1722762000490000000,-1.330
1722762000500000000,-0.289
1722762000510000000,0.456
1722762000520000000,-0.743
1722762000530000000,0.380
1722762000540000000,0.816
1722762000550000000,1.152
1722762000560000000,0.560
1722762000570000000,-0.696
1722762000580000000,-0.261
1722762000590000000,0.660
1722762000600000000,-0.793
1722762000610000000,-0.802
1722762000620000000,-1.406
1722762000630000000,-0.450
1722762000640000000,-0.171
1722762000650000000,-1.443
1722762000660000000,1.649
1722762000670000000,-0.993
1722762000680000000,-1.072
1722762000690000000,-0.021
1722762000700000000,-0.342
1722762000710000000,1.349
1722762000720000000,-1.469
1722762000730000000,0.494
1722762000740000000,-0.922
1722762000750000000,0.255
1722762000760000000,-0.154
1722762000770000000,1.184
1722762000780000000,0.771
1722762000790000000,-1.247
1722762000800000000,0.831
1722762000810000000,-0.354
1722762000820000000,-0.239
1722762000830000000,-0.400
1722762000840000000,-0.485
1722762000850000000,1.053
1722762000860000000,0.301
1722762000870000000,0.588
1722762000880000000,-0.504
1722762000890000000,-1.374
1722762000900000000,-1.399
1722762000910000000,0.359
1722762000920000000,-0.184
1722762000930000000,0.290
1722762000940000000,1.332
1722762000950000000,-1.498
