timestamp_ns,value_kN
1720688400000000000,0.000
1720688400010000000,0.000
1720688400020000000,0.110
1720688400030000000,0.000
1720688400040000000,0.118
1720688400050000000,0.027
1720688400060000000,0.121
1720688400070000000,0.000
1720688400080000000,0.000
1720688400090000000,0.010
1720688400100000000,0.000
1720688400110000000,0.057
1720688400120000000,0.000
1720688400130000000,0.000
1720688400140000000,0.105
1720688400150000000,0.190
1720688400160000000,0.000
1720688400170000000,0.032
1720688400180000000,0.000
1720688400190000000,0.000
1720688400200000000,0.043
1720688400210000000,0.000
1720688400220000000,0.085
1720688400230000000,0.187
1720688400240000000,0.000
1720688400250000000,0.168
1720688400260000000,0.153
1720688400270000000,0.083
1720688400280000000,0.028
1720688400290000000,0.000
1720688400300000000,0.143
1720688400310000000,0.000
1720688400320000000,0.029
1720688400330000000,0.000
1720688400340000000,0.000
1720688400350000000,0.005
1720688400360000000,0.000
1720688400370000000,0.017
1720688400380000000,0.174
1720688400390000000,0.203
1720688400400000000,0.000
1720688400410000000,0.027
1720688400420000000,0.000
1720688400430000000,0.049
1720688400440000000,0.000
1720688400450000000,0.000
1720688400460000000,0.000
1720688400470000000,0.000
1720688400480000000,0.084
1720688400490000000,0.077
1720688400500000000,0.000
1720688400510000000,0.000
1720688400520000000,0.072
1720688400530000000,0.030
1720688400540000000,0.073
1720688400550000000,0.000
1720688400560000000,0.000
1720688400570000000,0.000
1720688400580000000,0.000
1720688400590000000,0.099
1720688400600000000,0.000
1720688400610000000,0.041
1720688400620000000,0.000
1720688400630000000,0.018
1720688400640000000,0.019
1720688400650000000,0.166
1720688400660000000,0.000
1720688400670000000,0.000
1720688400680000000,0.000
1720688400690000000,0.000
1720688400700000000,0.101
1720688400710000000,0.054
1720688400720000000,0.000
1720688400730000000,0.000
1720688400740000000,0.000
1720688400750000000,0.051
1720688400760000000,0.013
1720688400770000000,0.162
1720688400780000000,0.000
1720688400790000000,0.000
1720688400800000000,0.170
1720688400810000000,0.000
1720688400820000000,0.033
1720688400830000000,0.057
1720688400840000000,0.023
1720688400850000000,0.000
1720688400860000000,0.000
1720688400870000000,0.000
1720688400880000000,0.000
1720688400890000000,0.153
1720688400900000000,0.046
1720688400910000000,0.238
1720688400920000000,0.135
1720688400930000000,0.160
1720688400940000000,0.184
1720688400950000000,0.275
1720688400960000000,0.048
1720688400970000000,0.233
1720688400980000000,0.130
1720688400990000000,0.000
1720688401000000000,0.005
1720688401010000000,0.000
1720688401020000000,0.131
1720688401030000000,0.000
1720688401040000000,0.061
1720688401050000000,0.100
1720688401060000000,0.071
1720688401070000000,0.000
1720688401080000000,0.000
1720688401090000000,0.000
1720688401100000000,0.000
1720688401110000000,0.000
1720688401120000000,0.000
1720688401130000000,0.000
1720688401140000000,0.045
1720688401150000000,0.000
1720688401160000000,0.085
1720688401170000000,0.108
1720688401180000000,0.129
1720688401190000000,0.025
1720688401200000000,0.086
1720688401210000000,0.172
1720688401220000000,0.035
1720688401230000000,0.000
1720688401240000000,0.054
1720688401250000000,0.054
1720688401260000000,0.135
1720688401270000000,0.158
1720688401280000000,0.027
1720688401290000000,0.087
1720688401300000000,0.204
1720688401310000000,0.000
1720688401320000000,0.000
1720688401330000000,0.000
1720688401340000000,0.104
1720688401350000000,0.337
1720688401360000000,0.000
1720688401370000000,0.000
1720688401380000000,0.081
1720688401390000000,0.162
1720688401400000000,0.000
1720688401410000000,0.000
1720688401420000000,0.000
1720688401430000000,0.000
1720688401440000000,0.000
1720688401450000000,0.042
1720688401460000000,0.191
1720688401470000000,0.036
1720688401480000000,0.021
1720688401490000000,0.000
1720688401500000000,0.000
1720688401510000000,0.099
1720688401520000000,0.030
1720688401530000000,0.092
1720688401540000000,0.000
1720688401550000000,0.277
1720688401560000000,0.081
1720688401570000000,0.000
1720688401580000000,0.063
1720688401590000000,0.000
1720688401600000000,0.000
1720688401610000000,0.133
1720688401620000000,0.184
1720688401630000000,0.111
1720688401640000000,0.000
1720688401650000000,0.059
1720688401660000000,0.076
1720688401670000000,0.148
1720688401680000000,0.157
1720688401690000000,0.095
1720688401700000000,0.081
1720688401710000000,0.000
1720688401720000000,0.000
1720688401730000000,0.007
1720688401740000000,0.000
1720688401750000000,0.057
1720688401760000000,0.013
1720688401770000000,0.000
1720688401780000000,0.071
1720688401790000000,0.075
1720688401800000000,0.067
1720688401810000000,0.000
1720688401820000000,0.082
1720688401830000000,0.000
1720688401840000000,0.000
1720688401850000000,0.000
1720688401860000000,0.211
1720688401870000000,0.000
1720688401880000000,0.068
1720688401890000000,0.000
1720688401900000000,0.000
1720688401910000000,0.000
1720688401920000000,0.000
1720688401930000000,0.122
1720688401940000000,0.073
1720688401950000000,0.376
1720688401960000000,0.015
1720688401970000000,0.000
1720688401980000000,0.000
1720688401990000000,0.000
1720688402000000000,0.098
1720688402009999999,0.118
1720688402020000000,0.000
1720688402029999999,0.501
1720688402040000000,0.295
1720688402049999999,0.443
1720688402060000000,0.630
1720688402069999999,0.793
1720688402080000000,1.123
1720688402089999999,0.548
1720688402100000000,0.686
1720688402109999999,1.006
1720688402120000000,1.007
1720688402130000000,1.207
1720688402140000000,0.734
1720688402150000000,1.366
1720688402160000000,1.239
1720688402170000000,1.013
1720688402180000000,1.775
1720688402190000000,1.012
1720688402200000000,1.643
1720688402210000000,1.157
1720688402220000000,1.545
1720688402230000000,1.522
1720688402240000000,1.780
1720688402250000000,2.435
1720688402260000000,1.831
1720688402270000000,2.186
1720688402280000000,1.271
1720688402290000000,2.221
1720688402300000000,2.279
1720688402310000000,1.546
1720688402320000000,2.380
1720688402330000000,2.310
1720688402340000000,2.656
1720688402350000000,2.499
1720688402360000000,3.342
1720688402370000000,2.802
1720688402380000000,2.695
1720688402390000000,2.766
1720688402400000000,2.731
1720688402410000000,3.188
1720688402420000000,2.580
1720688402430000000,3.488
1720688402440000000,3.359
1720688402450000000,3.069
1720688402460000000,3.107
1720688402470000000,3.445
1720688402480000000,3.516
1720688402490000000,3.722
1720688402500000000,3.933
1720688402510000000,3.649
1720688402520000000,3.399
1720688402530000000,3.525
1720688402540000000,3.605
1720688402550000000,3.871
1720688402560000000,4.283
1720688402570000000,4.447
1720688402580000000,4.502
1720688402590000000,4.812
1720688402600000000,4.442
1720688402610000000,4.381
1720688402620000000,4.946
1720688402630000000,4.541
1720688402640000000,4.624
1720688402650000000,4.749
1720688402660000000,4.769
1720688402670000000,5.014
1720688402680000000,5.158
1720688402690000000,4.920
1720688402700000000,4.960
1720688402710000000,5.559
1720688402720000000,5.443
1720688402730000000,5.177
1720688402740000000,5.721
1720688402750000000,5.757
1720688402760000000,5.433
1720688402770000000,6.233
1720688402780000000,5.944
1720688402790000000,5.847
1720688402800000000,5.795
1720688402810000000,5.990
1720688402820000000,6.545
1720688402830000000,5.915
1720688402840000000,5.928
1720688402850000000,5.847
1720688402860000000,6.245
1720688402870000000,6.787
1720688402880000000,6.736
1720688402890000000,6.506
1720688402900000000,6.859
1720688402910000000,6.896
1720688402920000000,6.998
1720688402930000000,7.076
