timestamp_ns,value_ustrain
1723539600000000000,-2.499
1723539600010000000,1.151
1723539600020000000,-4.596
1723539600030000000,-3.294
1723539600040000000,5.829
1723539600050000000,0.929
1723539600060000000,2.773
1723539600070000000,-2.327
1723539600080000000,-1.908
1723539600090000000,4.392
1723539600100000000,0.304
1723539600110000000,-3.528
1723539600120000000,0.425
1723539600130000000,-3.385
1723539600140000000,-3.357
1723539600150000000,0.645
1723539600160000000,-4.029
1723539600170000000,-2.369
1723539600180000000,2.415
1723539600190000000,1.289
1723539600200000000,2.692
1723539600210000000,1.769
1723539600220000000,-1.979
1723539600230000000,0.868
1723539600240000000,-1.398
1723539600250000000,-0.847
1723539600260000000,1.149
1723539600270000000,1.471
1723539600280000000,-0.792
1723539600290000000,5.096
1723539600300000000,-0.522
1723539600310000000,-0.147
1723539600320000000,-0.619
1723539600330000000,0.824
1723539600340000000,-3.835
1723539600350000000,1.345
1723539600360000000,-4.234
1723539600370000000,-0.428
1723539600380000000,4.871
1723539600390000000,0.481
1723539600400000000,0.586
1723539600410000000,-1.370
1723539600420000000,-1.135
1723539600430000000,-3.301
1723539600440000000,-2.077
1723539600450000000,-1.031
1723539600460000000,0.131
1723539600470000000,-3.320
1723539600480000000,0.059
1723539600490000000,4.353
1723539600500000000,1.010
1723539600510000000,1.004
1723539600520000000,-2.677
1723539600530000000,-5.571
1723539600540000000,2.848
1723539600550000000,5.566
1723539600560000000,-1.096
1723539600570000000,-0.088
1723539600580000000,-1.471
1723539600590000000,-3.278
1723539600600000000,-3.268
1723539600610000000,-2.225
1723539600620000000,-3.451
1723539600630000000,3.396
1723539600640000000,2.459
1723539600650000000,0.589
1723539600660000000,4.116
1723539600670000000,-1.811
1723539600680000000,3.701
1723539600690000000,0.796
1723539600700000000,-1.631
1723539600710000000,-3.853
1723539600720000000,-3.227
1723539600730000000,1.865
1723539600740000000,1.381
1723539600750000000,-3.467
1723539600760000000,0.024
1723539600770000000,-2.464
1723539600780000000,-1.162
1723539600790000000,2.136
1723539600800000000,2.360
1723539600810000000,-0.622
1723539600820000000,-3.092
1723539600830000000,-4.185
1723539600840000000,-0.485
1723539600850000000,2.977
1723539600860000000,-0.211
1723539600870000000,3.390
1723539600880000000,-4.588
1723539600890000000,-1.570
1723539600900000000,2.510
1723539600910000000,0.278
1723539600920000000,1.888
1723539600930000000,3.641
1723539600940000000,-0.257
1723539600950000000,2.234
1723539600960000000,1.348
1723539600970000000,3.796
1723539600980000000,-3.390
1723539600990000000,-3.184
1723539601000000000,2.124
1723539601010000000,4.137
1723539601020000000,-2.830
1723539601030000000,1.007
1723539601040000000,-4.104
1723539601050000000,-1.915
1723539601060000000,5.247
1723539601070000000,-3.357
1723539601080000000,-1.088
1723539601090000000,1.195
1723539601100000000,-1.288
1723539601110000000,0.260
1723539601120000000,0.002
1723539601130000000,-3.193
1723539601140000000,1.667
1723539601150000000,3.365
1723539601160000000,-3.429
1723539601170000000,-3.283
1723539601180000000,3.575
1723539601190000000,6.676
1723539601200000000,-6.265
1723539601210000000,-2.039
1723539601220000000,3.990
1723539601230000000,-1.141
1723539601240000000,-0.799
1723539601250000000,2.958
1723539601260000000,-3.368
1723539601270000000,-0.849
1723539601280000000,-3.118
1723539601290000000,3.534
1723539601300000000,2.645
1723539601310000000,-0.892
1723539601320000000,2.854
1723539601330000000,-1.194
1723539601340000000,-0.113
