timestamp_ns,value_kg/s
1723539600000000000,0.000
1723539600010000000,0.011
1723539600020000000,0.000
1723539600030000000,0.008
1723539600040000000,0.000
1723539600050000000,0.000
1723539600060000000,0.026
1723539600070000000,0.000
1723539600080000000,0.000
1723539600090000000,0.000
1723539600100000000,0.009
1723539600110000000,0.000
1723539600120000000,0.002
1723539600130000000,0.003
1723539600140000000,0.029
1723539600150000000,0.041
1723539600160000000,0.001
1723539600170000000,0.000
1723539600180000000,0.000
1723539600190000000,0.000
1723539600200000000,0.000
1723539600210000000,0.019
1723539600220000000,0.000
1723539600230000000,0.000
1723539600240000000,0.003
1723539600250000000,0.000
1723539600260000000,0.000
1723539600270000000,0.006
1723539600280000000,0.000
1723539600290000000,0.036
1723539600300000000,0.001
1723539600310000000,0.027
1723539600320000000,0.006
1723539600330000000,0.035
1723539600340000000,0.000
1723539600350000000,0.003
1723539600360000000,0.000
1723539600370000000,0.000
1723539600380000000,0.000
1723539600390000000,0.002
1723539600400000000,0.014
1723539600410000000,0.000
1723539600420000000,0.021
1723539600430000000,0.000
1723539600440000000,0.000
1723539600450000000,0.000
1723539600460000000,0.000
1723539600470000000,0.009
1723539600480000000,0.000
1723539600490000000,0.000
1723539600500000000,0.000
1723539600510000000,0.000
1723539600520000000,0.025
1723539600530000000,0.005
1723539600540000000,0.028
1723539600550000000,0.009
1723539600560000000,0.010
1723539600570000000,0.011
1723539600580000000,0.000
1723539600590000000,0.009
1723539600600000000,0.000
1723539600610000000,0.004
1723539600620000000,0.000
1723539600630000000,0.004
1723539600640000000,0.000
1723539600650000000,0.018
1723539600660000000,0.017
1723539600670000000,0.008
1723539600680000000,0.010
1723539600690000000,0.001
1723539600700000000,0.028
1723539600710000000,0.000
1723539600720000000,0.000
1723539600730000000,0.000
1723539600740000000,0.017
1723539600750000000,0.000
1723539600760000000,0.000
1723539600770000000,0.037
1723539600780000000,0.000
1723539600790000000,0.017
1723539600800000000,0.028
1723539600810000000,0.000
1723539600820000000,0.011
1723539600830000000,0.014
1723539600840000000,0.050
1723539600850000000,0.028
1723539600860000000,0.007
1723539600870000000,0.009
1723539600880000000,0.000
1723539600890000000,0.000
1723539600900000000,0.012
1723539600910000000,0.040
1723539600920000000,0.005
1723539600930000000,0.003
1723539600940000000,0.000
1723539600950000000,0.000
1723539600960000000,0.031
1723539600970000000,0.010
1723539600980000000,0.000
1723539600990000000,0.000
1723539601000000000,0.000
1723539601010000000,0.026
1723539601020000000,0.007
1723539601030000000,0.045
1723539601040000000,0.022
1723539601050000000,0.000
1723539601060000000,0.004
1723539601070000000,0.000
1723539601080000000,0.019
1723539601090000000,0.007
1723539601100000000,0.013
1723539601110000000,0.004
1723539601120000000,0.034
1723539601130000000,0.000
1723539601140000000,0.000
1723539601150000000,0.000
