timestamp_ns,value_bar
1722762000000000000,0.182
1722762000010000000,0.000
1722762000020000000,0.000
1722762000030000000,0.125
1722762000040000000,0.097
1722762000050000000,0.069
1722762000060000000,0.000
1722762000070000000,0.020
1722762000080000000,0.000
1722762000090000000,0.000
1722762000100000000,0.013
1722762000110000000,0.459
1722762000120000000,0.033
1722762000130000000,0.003
1722762000140000000,0.000
1722762000150000000,0.000
1722762000160000000,0.541
1722762000170000000,0.475
1722762000180000000,0.591
1722762000190000000,0.000
1722762000200000000,0.254
1722762000210000000,0.407
1722762000220000000,0.000
1722762000230000000,0.210
1722762000240000000,0.000
1722762000250000000,0.000
1722762000260000000,0.000
1722762000270000000,0.000
1722762000280000000,0.058
1722762000290000000,0.000
1722762000300000000,0.000
1722762000310000000,0.000
1722762000320000000,0.000
1722762000330000000,0.000
1722762000340000000,0.291
1722762000350000000,0.211
1722762000360000000,0.000
1722762000370000000,0.000
1722762000380000000,0.000
1722762000390000000,0.189
1722762000400000000,0.243
1722762000410000000,0.423
1722762000420000000,0.078
1722762000430000000,0.160
1722762000440000000,0.455
1722762000450000000,0.220
1722762000460000000,0.089
1722762000470000000,0.119
1722762000480000000,0.000
1722762000490000000,0.000
1722762000500000000,0.000
1722762000510000000,0.445
1722762000520000000,0.052
1722762000530000000,0.000
1722762000540000000,0.639
1722762000550000000,0.000
1722762000560000000,0.439
1722762000570000000,0.000
1722762000580000000,0.416
1722762000590000000,0.000
1722762000600000000,0.000
1722762000610000000,0.526
1722762000620000000,0.000
1722762000630000000,0.045
1722762000640000000,0.226
1722762000650000000,0.379
1722762000660000000,0.026
1722762000670000000,0.000
1722762000680000000,0.790
1722762000690000000,0.764
1722762000700000000,0.081
1722762000710000000,0.497
1722762000720000000,0.564
1722762000730000000,0.600
1722762000740000000,0.000
1722762000750000000,0.266
1722762000760000000,0.000
1722762000770000000,0.000
1722762000780000000,0.000
1722762000790000000,0.131
1722762000800000000,0.674
1722762000810000000,0.438
1722762000820000000,0.573
1722762000830000000,0.094
1722762000840000000,0.000
1722762000850000000,0.181
1722762000860000000,0.304
1722762000870000000,0.231
1722762000880000000,0.768
1722762000890000000,0.000
1722762000900000000,0.520
1722762000910000000,0.000
1722762000920000000,0.266
1722762000930000000,0.215
1722762000940000000,0.792
1722762000950000000,0.190
1722762000960000000,0.443
1722762000970000000,0.073
1722762000980000000,0.245
1722762000990000000,0.726
1722762001000000000,0.000
1722762001010000000,0.020
1722762001020000000,0.233
1722762001030000000,0.000
1722762001040000000,0.418
1722762001050000000,0.203
1722762001060000000,0.694
1722762001070000000,0.000
1722762001080000000,0.336
1722762001090000000,0.337
1722762001100000000,0.044
1722762001110000000,0.063
1722762001120000000,0.650
1722762001130000000,0.000
1722762001140000000,0.179
1722762001150000000,0.290
1722762001160000000,0.000
1722762001170000000,0.468
1722762001180000000,0.000
