timestamp_ns,value_degC
1723798800000000000,-0.444
1723798800010000000,0.043
1723798800020000000,0.199
1723798800030000000,-1.598
1723798800040000000,0.915
1723798800050000000,1.202
1723798800060000000,0.431
1723798800070000000,-0.721
1723798800080000000,-1.385
1723798800090000000,1.399
1723798800100000000,0.107
1723798800110000000,-0.622
1723798800120000000,-1.491
1723798800130000000,2.437
1723798800140000000,1.142
1723798800150000000,-0.788
1723798800160000000,0.470
1723798800170000000,-0.453
1723798800180000000,-0.610
1723798800190000000,-0.120
1723798800200000000,0.966
1723798800210000000,-0.825
1723798800220000000,0.508
1723798800230000000,0.232
1723798800240000000,0.463
1723798800250000000,0.639
1723798800260000000,-1.561
1723798800270000000,0.751
1723798800280000000,-1.341
1723798800290000000,-1.007
1723798800300000000,-0.769
1723798800310000000,0.778
1723798800320000000,0.563
1723798800330000000,-1.346
1723798800340000000,-1.366
1723798800350000000,1.439
1723798800360000000,1.501
1723798800370000000,0.927
1723798800380000000,0.152
1723798800390000000,0.000
1723798800400000000,0.943
1723798800410000000,0.488
1723798800420000000,0.540
1723798800430000000,0.185
1723798800440000000,1.628
1723798800450000000,0.168
1723798800460000000,-0.679
1723798800470000000,2.425
1723798800480000000,0.451
1723798800490000000,-1.233
1723798800500000000,-0.879
1723798800510000000,-0.443
1723798800520000000,-0.281
1723798800530000000,1.139
1723798800540000000,0.047
1723798800550000000,-0.542
1723798800560000000,-0.679
1723798800570000000,-0.855
1723798800580000000,0.089
1723798800590000000,-0.213
1723798800600000000,1.217
1723798800610000000,0.951
1723798800620000000,0.531
1723798800630000000,2.028
1723798800640000000,-0.533
1723798800650000000,0.976
1723798800660000000,-0.084
1723798800670000000,0.511
1723798800680000000,-1.132
1723798800690000000,1.652
1723798800700000000,1.026
1723798800710000000,0.825
1723798800720000000,2.544
1723798800730000000,-0.065
1723798800740000000,-0.272
1723798800750000000,0.631
1723798800760000000,0.922
1723798800770000000,0.707
1723798800780000000,-0.456
1723798800790000000,0.550
1723798800800000000,0.194
1723798800810000000,-1.922
1723798800820000000,0.751
1723798800830000000,-0.641
1723798800840000000,0.023
1723798800850000000,-0.119
1723798800860000000,0.360
1723798800870000000,0.467
1723798800880000000,-1.241
1723798800890000000,-0.143
1723798800900000000,-0.768
1723798800910000000,-0.939
1723798800920000000,0.101
1723798800930000000,0.981
1723798800940000000,-0.049
1723798800950000000,-1.419
1723798800960000000,-1.191
1723798800970000000,0.156
1723798800980000000,1.628
1723798800990000000,-0.803
1723798801000000000,-0.045
1723798801010000000,1.705
1723798801020000000,-0.505
1723798801030000000,0.676
1723798801040000000,1.057
1723798801050000000,-1.125
1723798801060000000,0.280
1723798801070000000,-0.409
1723798801080000000,-0.573
1723798801090000000,0.331
1723798801100000000,-0.113
1723798801110000000,0.351
1723798801120000000,0.815
1723798801130000000,-0.093
1723798801140000000,1.026
1723798801150000000,-0.683
1723798801160000000,2.185
1723798801170000000,-0.171
1723798801180000000,-0.104
1723798801190000000,-0.151
1723798801200000000,-0.081
1723798801210000000,-0.736
1723798801220000000,-1.559
1723798801230000000,-0.990
1723798801240000000,0.767
1723798801250000000,-0.849
1723798801260000000,0.740
1723798801270000000,0.732
1723798801280000000,-0.539
1723798801290000000,0.198
1723798801300000000,0.632
1723798801310000000,1.419
1723798801320000000,0.550
1723798801330000000,-0.530
1723798801340000000,-1.772
1723798801350000000,-0.931
1723798801360000000,0.280
1723798801370000000,-1.928
1723798801380000000,-0.981
1723798801390000000,-1.398
1723798801400000000,0.788
1723798801410000000,-1.747
1723798801420000000,1.210
1723798801430000000,-0.037
1723798801440000000,0.670
1723798801450000000,-0.904
1723798801460000000,0.915
1723798801470000000,1.159
1723798801480000000,-1.106
1723798801490000000,0.867
1723798801500000000,-0.223
1723798801510000000,-0.651
1723798801520000000,-0.625
1723798801530000000,-1.622
1723798801540000000,-0.540
1723798801550000000,0.698
1723798801560000000,-0.967
1723798801570000000,-2.443
1723798801580000000,-1.317
1723798801590000000,0.824
1723798801600000000,0.260
1723798801610000000,1.528
1723798801620000000,0.906
1723798801630000000,-0.294
1723798801640000000,-0.237
1723798801650000000,0.433
1723798801660000000,-1.287
1723798801670000000,1.008
1723798801680000000,-0.625
1723798801690000000,1.844
1723798801700000000,-0.233
1723798801710000000,-0.082
1723798801720000000,0.093
1723798801730000000,-0.135
1723798801740000000,2.116
1723798801750000000,1.111
1723798801760000000,-0.934
1723798801770000000,-0.921
1723798801780000000,0.750
1723798801790000000,-0.035
1723798801800000000,-0.217
1723798801810000000,0.528
1723798801820000000,0.862
1723798801830000000,-0.749
1723798801840000000,-0.117
1723798801850000000,-0.276
1723798801860000000,-0.583
1723798801870000000,-0.394
1723798801880000000,1.168
1723798801890000000,-1.777
1723798801900000000,-0.660
1723798801910000000,-1.785
1723798801920000000,0.739
1723798801930000000,0.222
1723798801940000000,0.615
1723798801950000000,0.908
1723798801960000000,0.166
1723798801970000000,-3.134
1723798801980000000,0.073
1723798801990000000,-0.966
1723798802000000000,3.204
1723798802009999999,-2.586
1723798802020000000,-0.676
1723798802029999999,2.094
1723798802040000000,5.727
1723798802049999999,2.326
1723798802060000000,3.603
1723798802069999999,3.571
1723798802080000000,7.334
1723798802089999999,3.816
1723798802100000000,6.067
1723798802109999999,4.141
1723798802120000000,8.464
1723798802130000000,6.853
1723798802140000000,13.344
1723798802150000000,10.354
1723798802160000000,6.435
1723798802170000000,12.303
1723798802180000000,10.611
1723798802190000000,15.086
1723798802200000000,12.268
1723798802210000000,11.637
1723798802220000000,13.833
1723798802230000000,13.519
1723798802240000000,16.047
1723798802250000000,14.246
1723798802260000000,15.799
