timestamp_ns,value_ustrain
1722502800000000000,2.368
1722502800010000000,2.111
1722502800020000000,0.566
1722502800030000000,0.289
1722502800040000000,3.523
1722502800050000000,1.958
1722502800060000000,2.193
1722502800070000000,-4.791
1722502800080000000,-5.010
1722502800090000000,-0.413
1722502800100000000,-2.093
1722502800110000000,4.138
1722502800120000000,-0.370
1722502800130000000,-1.279
1722502800140000000,3.333
1722502800150000000,-1.688
1722502800160000000,-3.919
1722502800170000000,-0.580
1722502800180000000,-2.242
1722502800190000000,-4.756
1722502800200000000,6.481
1722502800210000000,-2.185
1722502800220000000,-1.828
1722502800230000000,-1.138
1722502800240000000,-0.544
1722502800250000000,4.232
1722502800260000000,-3.597
1722502800270000000,-0.547
1722502800280000000,-2.077
1722502800290000000,1.882
1722502800300000000,-1.391
1722502800310000000,4.259
1722502800320000000,2.249
1722502800330000000,0.372
1722502800340000000,2.591
1722502800350000000,2.512
1722502800360000000,-2.772
1722502800370000000,-2.097
1722502800380000000,-0.430
1722502800390000000,-1.354
1722502800400000000,5.221
1722502800410000000,-0.667
1722502800420000000,-1.233
1722502800430000000,-1.969
1722502800440000000,-2.418
1722502800450000000,-7.222
1722502800460000000,0.832
1722502800470000000,5.377
1722502800480000000,2.950
1722502800490000000,-0.580
1722502800500000000,4.948
1722502800510000000,1.861
1722502800520000000,1.089
1722502800530000000,-4.597
1722502800540000000,3.203
1722502800550000000,4.118
1722502800560000000,-2.423
1722502800570000000,2.440
1722502800580000000,-2.390
1722502800590000000,6.480
1722502800600000000,-1.562
1722502800610000000,-0.663
1722502800620000000,-0.635
1722502800630000000,3.917
1722502800640000000,2.254
1722502800650000000,-0.454
1722502800660000000,-0.047
1722502800670000000,0.843
1722502800680000000,-2.060
1722502800690000000,-0.458
1722502800700000000,-1.611
1722502800710000000,0.579
1722502800720000000,4.693
1722502800730000000,0.705
1722502800740000000,0.476
1722502800750000000,-2.335
1722502800760000000,2.196
1722502800770000000,-0.548
1722502800780000000,-2.642
1722502800790000000,-0.373
1722502800800000000,-4.908
1722502800810000000,-1.320
1722502800820000000,3.031
1722502800830000000,0.141
1722502800840000000,-1.870
1722502800850000000,-4.736
