timestamp_ns,value_rpm
1721725200000000000,48
1721725200010000000,0
1721725200020000000,77
1721725200030000000,0
1721725200040000000,0
1721725200050000000,0
1721725200060000000,0
1721725200070000000,0
1721725200080000000,0
1721725200090000000,128
1721725200100000000,0
1721725200110000000,80
1721725200120000000,0
1721725200130000000,0
1721725200140000000,0
1721725200150000000,0
1721725200160000000,136
1721725200170000000,91
1721725200180000000,0
1721725200190000000,12
1721725200200000000,82
1721725200210000000,0
1721725200220000000,67
1721725200230000000,40
1721725200240000000,119
1721725200250000000,154
1721725200260000000,0
1721725200270000000,33
1721725200280000000,0
1721725200290000000,0
1721725200300000000,0
1721725200310000000,20
1721725200320000000,0
1721725200330000000,20
1721725200340000000,2
1721725200350000000,0
1721725200360000000,0
1721725200370000000,25
1721725200380000000,85
1721725200390000000,0
1721725200400000000,0
1721725200410000000,0
1721725200420000000,4
1721725200430000000,0
1721725200440000000,0
1721725200450000000,0
1721725200460000000,0
1721725200470000000,51
1721725200480000000,20
1721725200490000000,15
1721725200500000000,0
1721725200510000000,0
1721725200520000000,51
1721725200530000000,0
1721725200540000000,127
1721725200550000000,54
1721725200560000000,16
1721725200570000000,0
1721725200580000000,6
1721725200590000000,0
1721725200600000000,0
1721725200610000000,0
1721725200620000000,0
1721725200630000000,0
1721725200640000000,0
1721725200650000000,65
1721725200660000000,116
1721725200670000000,0
1721725200680000000,0
1721725200690000000,0
1721725200700000000,4
1721725200710000000,0
1721725200720000000,56
1721725200730000000,0
1721725200740000000,16
1721725200750000000,0
1721725200760000000,0
1721725200770000000,0
1721725200780000000,85
1721725200790000000,0
1721725200800000000,0
1721725200810000000,0
1721725200820000000,0
1721725200830000000,63
1721725200840000000,0
1721725200850000000,57
1721725200860000000,49
1721725200870000000,0
1721725200880000000,0
1721725200890000000,0
1721725200900000000,0
1721725200910000000,0
1721725200920000000,16
1721725200930000000,41
1721725200940000000,0
1721725200950000000,49
1721725200960000000,0
1721725200970000000,0
1721725200980000000,53
1721725200990000000,0
1721725201000000000,22
1721725201010000000,151
1721725201020000000,0
1721725201030000000,24
1721725201040000000,67
1721725201050000000,116
1721725201060000000,0
1721725201070000000,13
1721725201080000000,15
1721725201090000000,0
1721725201100000000,0
1721725201110000000,62
1721725201120000000,0
1721725201130000000,0
1721725201140000000,0
1721725201150000000,38
1721725201160000000,0
1721725201170000000,46
1721725201180000000,58
1721725201190000000,64
1721725201200000000,37
1721725201210000000,0
