timestamp_ns,value_ustrain
1723021200000000000,-3.890
1723021200010000000,-4.033
1723021200020000000,0.751
1723021200030000000,2.299
1723021200040000000,-0.673
1723021200050000000,1.405
1723021200060000000,3.090
1723021200070000000,0.166
1723021200080000000,-2.367
1723021200090000000,2.748
1723021200100000000,0.785
1723021200110000000,4.464
1723021200120000000,0.612
1723021200130000000,2.431
1723021200140000000,-2.855
1723021200150000000,6.295
1723021200160000000,0.199
1723021200170000000,0.024
1723021200180000000,-2.688
1723021200190000000,0.353
1723021200200000000,-2.745
1723021200210000000,0.027
1723021200220000000,-4.088
1723021200230000000,3.950
1723021200240000000,-2.059
1723021200250000000,3.798
1723021200260000000,-3.895
1723021200270000000,1.018
1723021200280000000,2.292
1723021200290000000,-4.940
1723021200300000000,-1.466
1723021200310000000,0.809
1723021200320000000,4.230
1723021200330000000,0.011
1723021200340000000,0.951
1723021200350000000,0.494
1723021200360000000,-0.606
1723021200370000000,1.472
1723021200380000000,-5.589
1723021200390000000,0.879
1723021200400000000,2.423
1723021200410000000,0.732
1723021200420000000,-0.469
1723021200430000000,-1.658
1723021200440000000,-3.006
1723021200450000000,-2.920
1723021200460000000,3.409
1723021200470000000,6.716
1723021200480000000,-5.816
1723021200490000000,-2.447
1723021200500000000,0.819
1723021200510000000,-1.597
1723021200520000000,-2.024
1723021200530000000,-0.313
1723021200540000000,1.705
1723021200550000000,5.640
1723021200560000000,0.352
1723021200570000000,-3.332
1723021200580000000,-2.652
1723021200590000000,-4.732
1723021200600000000,-5.976
1723021200610000000,-0.140
1723021200620000000,1.083
1723021200630000000,-6.574
1723021200640000000,2.318
1723021200650000000,2.616
1723021200660000000,-1.834
1723021200670000000,1.221
1723021200680000000,-2.361
1723021200690000000,-3.947
1723021200700000000,5.958
1723021200710000000,-2.916
1723021200720000000,2.850
1723021200730000000,-0.211
1723021200740000000,-2.819
1723021200750000000,0.606
1723021200760000000,-1.522
1723021200770000000,4.330
1723021200780000000,-2.035
1723021200790000000,4.045
1723021200800000000,-3.387
1723021200810000000,-2.119
1723021200820000000,4.267
1723021200830000000,-4.801
1723021200840000000,-0.490
1723021200850000000,1.301
1723021200860000000,-0.466
1723021200870000000,3.243
1723021200880000000,1.987
1723021200890000000,3.013
1723021200900000000,5.136
1723021200910000000,3.313
1723021200920000000,-0.009
1723021200930000000,-0.647
1723021200940000000,-4.884
1723021200950000000,-2.313
1723021200960000000,0.301
1723021200970000000,0.978
1723021200980000000,-0.064
1723021200990000000,-3.087
1723021201000000000,0.943
1723021201010000000,-1.511
1723021201020000000,-1.953
1723021201030000000,-0.146
1723021201040000000,0.461
1723021201050000000,-2.746
1723021201060000000,-2.273
1723021201070000000,1.034
1723021201080000000,-1.922
1723021201090000000,1.836
1723021201100000000,-2.942
1723021201110000000,-2.114
1723021201120000000,-1.242
1723021201130000000,-0.939
1723021201140000000,4.008
1723021201150000000,2.423
1723021201160000000,0.721
1723021201170000000,1.885
1723021201180000000,-5.457
1723021201190000000,-2.032
1723021201200000000,3.131
1723021201210000000,5.836
1723021201220000000,-0.485
1723021201230000000,-7.847
1723021201240000000,-1.226
1723021201250000000,-1.513
1723021201260000000,2.391
1723021201270000000,5.413
1723021201280000000,-0.849
1723021201290000000,-5.231
1723021201300000000,0.375
