timestamp_ns,value_kN
1720947600000000000,0.000
1720947600010000000,0.106
1720947600020000000,0.000
1720947600030000000,0.000
1720947600040000000,0.140
1720947600050000000,0.000
1720947600060000000,0.000
1720947600070000000,0.000
1720947600080000000,0.193
1720947600090000000,0.108
1720947600100000000,0.208
1720947600110000000,0.158
1720947600120000000,0.000
1720947600130000000,0.000
1720947600140000000,0.004
1720947600150000000,0.000
1720947600160000000,0.000
1720947600170000000,0.264
1720947600180000000,0.000
1720947600190000000,0.035
1720947600200000000,0.212
1720947600210000000,0.049
1720947600220000000,0.000
1720947600230000000,0.000
1720947600240000000,0.000
1720947600250000000,0.000
1720947600260000000,0.163
1720947600270000000,0.000
1720947600280000000,0.016
1720947600290000000,0.000
1720947600300000000,0.000
1720947600310000000,0.001
1720947600320000000,0.033
1720947600330000000,0.000
1720947600340000000,0.069
1720947600350000000,0.000
1720947600360000000,0.000
1720947600370000000,0.087
1720947600380000000,0.000
1720947600390000000,0.003
1720947600400000000,0.000
1720947600410000000,0.000
1720947600420000000,0.000
1720947600430000000,0.086
1720947600440000000,0.000
1720947600450000000,0.000
1720947600460000000,0.047
1720947600470000000,0.135
1720947600480000000,0.052
1720947600490000000,0.000
1720947600500000000,0.053
1720947600510000000,0.000
1720947600520000000,0.000
1720947600530000000,0.216
1720947600540000000,0.196
1720947600550000000,0.000
1720947600560000000,0.065
1720947600570000000,0.000
1720947600580000000,0.000
1720947600590000000,0.000
1720947600600000000,0.000
1720947600610000000,0.000
1720947600620000000,0.037
1720947600630000000,0.092
1720947600640000000,0.000
1720947600650000000,0.110
1720947600660000000,0.005
1720947600670000000,0.261
1720947600680000000,0.000
1720947600690000000,0.300
1720947600700000000,0.121
1720947600710000000,0.000
1720947600720000000,0.000
1720947600730000000,0.000
1720947600740000000,0.000
1720947600750000000,0.000
1720947600760000000,0.000
1720947600770000000,0.017
1720947600780000000,0.000
1720947600790000000,0.000
1720947600800000000,0.000
1720947600810000000,0.013
1720947600820000000,0.000
1720947600830000000,0.029
1720947600840000000,0.125
1720947600850000000,0.047
1720947600860000000,0.165
1720947600870000000,0.000
1720947600880000000,0.031
1720947600890000000,0.084
1720947600900000000,0.129
1720947600910000000,0.000
1720947600920000000,0.249
1720947600930000000,0.036
1720947600940000000,0.113
1720947600950000000,0.000
1720947600960000000,0.000
1720947600970000000,0.222
1720947600980000000,0.000
1720947600990000000,0.084
1720947601000000000,0.060
1720947601010000000,0.000
1720947601020000000,0.002
1720947601030000000,0.081
1720947601040000000,0.171
1720947601050000000,0.131
1720947601060000000,0.000
1720947601070000000,0.000
1720947601080000000,0.000
1720947601090000000,0.076
1720947601100000000,0.022
1720947601110000000,0.292
1720947601120000000,0.000
1720947601130000000,0.175
1720947601140000000,0.050
1720947601150000000,0.000
1720947601160000000,0.143
1720947601170000000,0.000
1720947601180000000,0.000
1720947601190000000,0.056
1720947601200000000,0.226
1720947601210000000,0.000
1720947601220000000,0.000
1720947601230000000,0.000
1720947601240000000,0.035
1720947601250000000,0.144
1720947601260000000,0.000
1720947601270000000,0.000
1720947601280000000,0.000
1720947601290000000,0.064
1720947601300000000,0.000
1720947601310000000,0.142
1720947601320000000,0.019
1720947601330000000,0.000
1720947601340000000,0.008
1720947601350000000,0.055
1720947601360000000,0.043
1720947601370000000,0.000
1720947601380000000,0.000
1720947601390000000,0.000
1720947601400000000,0.016
1720947601410000000,0.000
1720947601420000000,0.000
1720947601430000000,0.080
1720947601440000000,0.129
1720947601450000000,0.000
1720947601460000000,0.096
1720947601470000000,0.028
1720947601480000000,0.160
1720947601490000000,0.028
1720947601500000000,0.000
1720947601510000000,0.093
1720947601520000000,0.000
1720947601530000000,0.154
1720947601540000000,0.000
1720947601550000000,0.000
1720947601560000000,0.000
1720947601570000000,0.000
1720947601580000000,0.000
1720947601590000000,0.000
1720947601600000000,0.025
1720947601610000000,0.000
1720947601620000000,0.000
1720947601630000000,0.088
1720947601640000000,0.000
1720947601650000000,0.000
1720947601660000000,0.061
1720947601670000000,0.027
1720947601680000000,0.049
1720947601690000000,0.000
1720947601700000000,0.000
1720947601710000000,0.150
1720947601720000000,0.106
1720947601730000000,0.022
1720947601740000000,0.086
1720947601750000000,0.000
1720947601760000000,0.088
1720947601770000000,0.000
1720947601780000000,0.000
1720947601790000000,0.000
1720947601800000000,0.000
1720947601810000000,0.018
1720947601820000000,0.164
1720947601830000000,0.000
1720947601840000000,0.148
1720947601850000000,0.000
1720947601860000000,0.000
1720947601870000000,0.261
1720947601880000000,0.000
1720947601890000000,0.000
1720947601900000000,0.037
1720947601910000000,0.023
1720947601920000000,0.089
1720947601930000000,0.000
1720947601940000000,0.000
1720947601950000000,0.000
1720947601960000000,0.031
1720947601970000000,0.000
1720947601980000000,0.030
1720947601990000000,0.032
1720947602000000000,0.000
1720947602009999999,0.320
1720947602020000000,0.060
1720947602029999999,0.267
1720947602040000000,0.236
1720947602049999999,0.270
1720947602060000000,0.391
1720947602069999999,0.911
1720947602080000000,0.703
1720947602089999999,0.601
1720947602100000000,0.386
1720947602109999999,1.648
1720947602120000000,1.418
1720947602130000000,0.778
1720947602140000000,0.392
1720947602150000000,0.320
1720947602160000000,1.236
1720947602170000000,1.249
1720947602180000000,1.178
1720947602190000000,1.378
1720947602200000000,1.930
1720947602210000000,1.706
1720947602220000000,1.067
1720947602230000000,1.518
1720947602240000000,1.557
1720947602250000000,1.635
1720947602260000000,2.022
1720947602270000000,1.938
1720947602280000000,2.071
1720947602290000000,1.759
1720947602300000000,2.242
1720947602310000000,2.150
1720947602320000000,2.547
1720947602330000000,3.063
1720947602340000000,2.652
1720947602350000000,2.470
1720947602360000000,2.391
1720947602370000000,2.544
1720947602380000000,2.773
1720947602390000000,2.931
1720947602400000000,2.774
1720947602410000000,2.810
1720947602420000000,3.021
1720947602430000000,3.940
1720947602440000000,3.427
1720947602450000000,3.764
1720947602460000000,3.386
1720947602470000000,3.674
1720947602480000000,3.856
1720947602490000000,3.955
1720947602500000000,3.774
1720947602510000000,4.288
1720947602520000000,4.132
1720947602530000000,3.690
1720947602540000000,4.633
1720947602550000000,4.039
1720947602560000000,4.526
1720947602570000000,4.103
1720947602580000000,3.903
1720947602590000000,4.437
1720947602600000000,4.620
1720947602610000000,4.445
1720947602620000000,4.588
1720947602630000000,4.495
1720947602640000000,4.940
1720947602650000000,4.771
1720947602660000000,5.449
1720947602670000000,4.874
1720947602680000000,4.876
1720947602690000000,5.177
1720947602700000000,5.520
1720947602710000000,5.035
1720947602720000000,5.360
1720947602730000000,5.743
1720947602740000000,5.272
1720947602750000000,5.153
1720947602760000000,5.741
1720947602770000000,5.192
1720947602780000000,6.199
1720947602790000000,5.961
1720947602800000000,6.273
1720947602810000000,6.443
1720947602820000000,6.191
1720947602830000000,6.079
1720947602840000000,5.751
1720947602850000000,6.260
1720947602860000000,6.834
1720947602870000000,6.295
1720947602880000000,6.943
1720947602890000000,6.594
1720947602900000000,6.686
1720947602910000000,7.144
1720947602920000000,6.639
1720947602930000000,6.897
1720947602940000000,6.690
1720947602950000000,6.870
1720947602960000000,7.226
1720947602970000000,8.009
1720947602980000000,7.426
1720947602990000000,8.041
1720947603000000000,8.174
1720947603010000000,8.041
1720947603020000000,8.682
1720947603030000000,8.900
1720947603040000000,8.611
1720947603050000000,7.918
1720947603060000000,8.496
1720947603070000000,8.226
1720947603080000000,8.190
1720947603090000000,8.095
1720947603100000000,8.494
1720947603110000000,8.373
1720947603120000000,8.190
1720947603130000000,8.231
1720947603140000000,8.082
1720947603150000000,8.314
1720947603160000000,8.473
1720947603170000000,7.818
1720947603180000000,8.190
1720947603190000000,8.201
1720947603200000000,8.868
1720947603210000000,8.314
1720947603220000000,8.323
1720947603230000000,8.143
1720947603240000000,8.688
1720947603250000000,8.652
1720947603260000000,8.410
1720947603270000000,8.773
1720947603280000000,8.617
1720947603290000000,8.207
1720947603300000000,8.393
1720947603310000000,9.067
1720947603320000000,8.685
1720947603330000000,8.593
1720947603340000000,8.419
1720947603350000000,8.259
1720947603360000000,8.863
1720947603370000000,8.450
1720947603380000000,8.741
1720947603390000000,8.281
1720947603400000000,8.419
1720947603410000000,8.869
1720947603420000000,8.453
1720947603430000000,8.870
1720947603440000000,8.254
1720947603450000000,8.866
1720947603460000000,9.183
1720947603470000000,8.748
1720947603480000000,9.056
1720947603490000000,9.260
1720947603500000000,8.408
1720947603510000000,8.623
1720947603520000000,9.018
1720947603530000000,9.335
1720947603540000000,8.545
1720947603550000000,8.298
1720947603560000000,9.660
1720947603570000000,8.942
1720947603580000000,9.092
1720947603590000000,8.277
1720947603600000000,8.853
1720947603610000000,8.523
1720947603620000000,9.149
1720947603630000000,8.794
1720947603640000000,8.655
1720947603650000000,8.961
1720947603660000000,8.819
