timestamp_ns,value_ustrain
1722243600000000000,0.663
1722243600010000000,-3.314
1722243600020000000,0.135
1722243600030000000,1.766
1722243600040000000,0.372
1722243600050000000,-3.860
1722243600060000000,1.269
1722243600070000000,1.898
1722243600080000000,2.845
1722243600090000000,0.375
1722243600100000000,4.413
1722243600110000000,5.055
1722243600120000000,-3.973
1722243600130000000,-0.413
1722243600140000000,4.495
1722243600150000000,0.798
1722243600160000000,-2.618
1722243600170000000,-0.034
1722243600180000000,-3.939
1722243600190000000,-2.001
1722243600200000000,-1.745
1722243600210000000,-0.826
1722243600220000000,4.382
1722243600230000000,1.817
1722243600240000000,0.182
1722243600250000000,-4.008
1722243600260000000,-0.212
1722243600270000000,-3.648
1722243600280000000,0.046
1722243600290000000,-1.275
1722243600300000000,1.689
1722243600310000000,1.444
1722243600320000000,4.199
1722243600330000000,-0.847
1722243600340000000,1.570
1722243600350000000,5.141
1722243600360000000,3.053
1722243600370000000,-2.997
1722243600380000000,2.204
1722243600390000000,3.876
1722243600400000000,-0.099
1722243600410000000,6.202
1722243600420000000,0.956
1722243600430000000,-0.123
1722243600440000000,-2.381
1722243600450000000,2.449
1722243600460000000,-2.452
1722243600470000000,-1.853
1722243600480000000,-2.279
1722243600490000000,-5.085
1722243600500000000,4.991
1722243600510000000,-1.511
1722243600520000000,-0.999
1722243600530000000,-2.537
1722243600540000000,-3.526
1722243600550000000,-6.174
1722243600560000000,-3.805
1722243600570000000,3.589
1722243600580000000,0.104
1722243600590000000,0.710
1722243600600000000,4.579
1722243600610000000,0.899
1722243600620000000,0.993
1722243600630000000,0.287
1722243600640000000,2.262
1722243600650000000,3.900
1722243600660000000,-0.858
1722243600670000000,-0.078
1722243600680000000,3.674
1722243600690000000,0.477
1722243600700000000,1.675
1722243600710000000,-0.533
1722243600720000000,0.764
1722243600730000000,-1.779
1722243600740000000,-0.449
1722243600750000000,-0.624
1722243600760000000,1.456
1722243600770000000,-0.177
1722243600780000000,1.586
1722243600790000000,-3.226
1722243600800000000,5.020
1722243600810000000,3.393
1722243600820000000,-1.259
1722243600830000000,3.518
1722243600840000000,-1.689
1722243600850000000,2.826
1722243600860000000,2.835
1722243600870000000,6.378
1722243600880000000,1.643
1722243600890000000,2.074
1722243600900000000,1.421
1722243600910000000,-0.572
1722243600920000000,2.082
1722243600930000000,-3.389
1722243600940000000,-2.478
1722243600950000000,-1.662
1722243600960000000,1.684
1722243600970000000,4.882
1722243600980000000,-0.142
1722243600990000000,-0.823
1722243601000000000,-1.486
1722243601010000000,-0.211
1722243601020000000,0.491
1722243601030000000,-0.513
1722243601040000000,1.922
1722243601050000000,-0.273
1722243601060000000,-1.598
1722243601070000000,-1.527
1722243601080000000,-3.533
1722243601090000000,-3.540
1722243601100000000,-2.118
1722243601110000000,-3.262
1722243601120000000,-4.793
1722243601130000000,-1.776
1722243601140000000,-1.119
1722243601150000000,-2.329
1722243601160000000,0.535
1722243601170000000,1.065
1722243601180000000,1.972
1722243601190000000,2.195
1722243601200000000,1.304
1722243601210000000,5.888
1722243601220000000,1.468
1722243601230000000,-0.024
1722243601240000000,-1.923
1722243601250000000,0.121
1722243601260000000,-4.614
1722243601270000000,7.768
1722243601280000000,1.482
1722243601290000000,-2.265
1722243601300000000,-3.339
1722243601310000000,-4.552
1722243601320000000,-0.997
1722243601330000000,1.552
1722243601340000000,5.468
1722243601350000000,5.489
1722243601360000000,4.229
1722243601370000000,1.227
1722243601380000000,-2.200
1722243601390000000,2.303
1722243601400000000,-2.158
1722243601410000000,1.516
1722243601420000000,2.922
1722243601430000000,2.830
1722243601440000000,2.331
1722243601450000000,-4.246
1722243601460000000,-2.717
1722243601470000000,1.794
1722243601480000000,2.808
1722243601490000000,-5.372
1722243601500000000,-2.072
1722243601510000000,0.130
1722243601520000000,-3.493
1722243601530000000,-2.263
1722243601540000000,-1.071
1722243601550000000,-4.908
1722243601560000000,-0.855
1722243601570000000,-0.732
1722243601580000000,-1.994
1722243601590000000,-0.589
1722243601600000000,-1.907
1722243601610000000,2.712
1722243601620000000,3.776
1722243601630000000,4.381
1722243601640000000,0.780
1722243601650000000,-3.819
1722243601660000000,0.350
