timestamp_ns,value_kN
1721206800000000000,0.158
1721206800010000000,0.200
1721206800020000000,0.119
1721206800030000000,0.180
1721206800040000000,0.000
1721206800050000000,0.162
1721206800060000000,0.191
1721206800070000000,0.000
1721206800080000000,0.072
1721206800090000000,0.017
1721206800100000000,0.000
1721206800110000000,0.003
1721206800120000000,0.000
1721206800130000000,0.052
1721206800140000000,0.000
1721206800150000000,0.064
1721206800160000000,0.169
1721206800170000000,0.000
1721206800180000000,0.134
1721206800190000000,0.000
1721206800200000000,0.000
1721206800210000000,0.000
1721206800220000000,0.000
1721206800230000000,0.000
1721206800240000000,0.119
1721206800250000000,0.000
1721206800260000000,0.000
1721206800270000000,0.000
1721206800280000000,0.089
1721206800290000000,0.000
1721206800300000000,0.000
1721206800310000000,0.000
1721206800320000000,0.014
1721206800330000000,0.000
1721206800340000000,0.000
1721206800350000000,0.093
1721206800360000000,0.000
1721206800370000000,0.000
1721206800380000000,0.000
1721206800390000000,0.180
1721206800400000000,0.000
1721206800410000000,0.024
1721206800420000000,0.367
1721206800430000000,0.056
1721206800440000000,0.000
1721206800450000000,0.207
1721206800460000000,0.099
1721206800470000000,0.197
1721206800480000000,0.000
1721206800490000000,0.000
1721206800500000000,0.004
1721206800510000000,0.134
1721206800520000000,0.000
1721206800530000000,0.000
1721206800540000000,0.000
1721206800550000000,0.000
1721206800560000000,0.067
1721206800570000000,0.029
1721206800580000000,0.039
1721206800590000000,0.000
1721206800600000000,0.045
1721206800610000000,0.048
1721206800620000000,0.000
1721206800630000000,0.200
1721206800640000000,0.000
1721206800650000000,0.099
1721206800660000000,0.000
1721206800670000000,0.081
1721206800680000000,0.021
1721206800690000000,0.000
1721206800700000000,0.000
1721206800710000000,0.000
1721206800720000000,0.078
1721206800730000000,0.000
1721206800740000000,0.036
1721206800750000000,0.000
1721206800760000000,0.045
1721206800770000000,0.000
1721206800780000000,0.000
1721206800790000000,0.012
1721206800800000000,0.121
1721206800810000000,0.091
1721206800820000000,0.015
1721206800830000000,0.003
1721206800840000000,0.000
1721206800850000000,0.075
1721206800860000000,0.000
1721206800870000000,0.024
1721206800880000000,0.000
1721206800890000000,0.207
1721206800900000000,0.132
1721206800910000000,0.000
1721206800920000000,0.000
1721206800930000000,0.000
1721206800940000000,0.014
1721206800950000000,0.240
1721206800960000000,0.000
1721206800970000000,0.122
1721206800980000000,0.000
1721206800990000000,0.034
1721206801000000000,0.000
1721206801010000000,0.000
1721206801020000000,0.050
1721206801030000000,0.281
1721206801040000000,0.000
1721206801050000000,0.000
1721206801060000000,0.029
1721206801070000000,0.000
1721206801080000000,0.015
1721206801090000000,0.017
1721206801100000000,0.000
1721206801110000000,0.000
1721206801120000000,0.000
1721206801130000000,0.258
1721206801140000000,0.000
1721206801150000000,0.046
1721206801160000000,0.000
1721206801170000000,0.024
1721206801180000000,0.029
1721206801190000000,0.041
1721206801200000000,0.080
1721206801210000000,0.000
1721206801220000000,0.189
1721206801230000000,0.099
1721206801240000000,0.000
1721206801250000000,0.000
1721206801260000000,0.200
1721206801270000000,0.137
1721206801280000000,0.198
1721206801290000000,0.000
1721206801300000000,0.414
1721206801310000000,0.000
1721206801320000000,0.202
1721206801330000000,0.125
1721206801340000000,0.000
1721206801350000000,0.141
1721206801360000000,0.000
1721206801370000000,0.077
1721206801380000000,0.000
1721206801390000000,0.000
1721206801400000000,0.000
1721206801410000000,0.000
1721206801420000000,0.030
1721206801430000000,0.000
1721206801440000000,0.000
1721206801450000000,0.045
1721206801460000000,0.000
1721206801470000000,0.039
1721206801480000000,0.018
1721206801490000000,0.203
1721206801500000000,0.000
1721206801510000000,0.000
1721206801520000000,0.000
1721206801530000000,0.118
1721206801540000000,0.000
1721206801550000000,0.106
1721206801560000000,0.088
1721206801570000000,0.062
1721206801580000000,0.051
1721206801590000000,0.000
1721206801600000000,0.020
1721206801610000000,0.000
1721206801620000000,0.045
1721206801630000000,0.021
1721206801640000000,0.094
1721206801650000000,0.000
1721206801660000000,0.000
1721206801670000000,0.211
1721206801680000000,0.000
1721206801690000000,0.000
1721206801700000000,0.000
1721206801710000000,0.050
1721206801720000000,0.140
1721206801730000000,0.225
1721206801740000000,0.000
1721206801750000000,0.000
1721206801760000000,0.014
1721206801770000000,0.039
1721206801780000000,0.277
1721206801790000000,0.000
1721206801800000000,0.013
1721206801810000000,0.000
1721206801820000000,0.015
1721206801830000000,0.000
1721206801840000000,0.119
1721206801850000000,0.000
1721206801860000000,0.054
1721206801870000000,0.000
1721206801880000000,0.138
1721206801890000000,0.108
1721206801900000000,0.095
1721206801910000000,0.000
1721206801920000000,0.051
1721206801930000000,0.000
1721206801940000000,0.161
1721206801950000000,0.000
1721206801960000000,0.000
1721206801970000000,0.096
1721206801980000000,0.075
1721206801990000000,0.031
1721206802000000000,0.000
1721206802009999999,0.162
1721206802020000000,0.063
1721206802029999999,0.216
1721206802040000000,0.012
1721206802049999999,0.494
1721206802060000000,0.602
1721206802069999999,0.757
1721206802080000000,0.579
1721206802089999999,0.043
1721206802100000000,0.524
1721206802109999999,0.794
1721206802120000000,1.006
1721206802130000000,1.126
1721206802140000000,0.630
1721206802150000000,1.414
1721206802160000000,1.255
1721206802170000000,0.892
1721206802180000000,1.923
1721206802190000000,1.288
1721206802200000000,1.769
1721206802210000000,1.290
1721206802220000000,1.546
1721206802230000000,1.130
1721206802240000000,1.801
1721206802250000000,2.109
1721206802260000000,2.163
1721206802270000000,1.985
1721206802280000000,1.858
1721206802290000000,2.303
1721206802300000000,2.011
1721206802310000000,2.643
1721206802320000000,2.620
1721206802330000000,2.787
1721206802340000000,2.066
1721206802350000000,2.199
1721206802360000000,2.631
1721206802370000000,3.360
1721206802380000000,3.267
1721206802390000000,3.146
1721206802400000000,2.526
1721206802410000000,3.136
1721206802420000000,2.775
1721206802430000000,2.968
1721206802440000000,3.305
1721206802450000000,2.888
1721206802460000000,3.364
1721206802470000000,3.358
1721206802480000000,3.948
1721206802490000000,3.904
1721206802500000000,4.060
1721206802510000000,3.820
1721206802520000000,3.996
1721206802530000000,3.419
1721206802540000000,4.039
1721206802550000000,4.121
1721206802560000000,4.269
1721206802570000000,4.075
1721206802580000000,4.588
1721206802590000000,4.659
1721206802600000000,4.479
1721206802610000000,4.368
1721206802620000000,5.335
1721206802630000000,4.616
1721206802640000000,4.668
1721206802650000000,4.987
1721206802660000000,4.838
1721206802670000000,4.615
1721206802680000000,4.981
1721206802690000000,5.606
1721206802700000000,4.990
1721206802710000000,5.425
1721206802720000000,5.553
1721206802730000000,5.199
1721206802740000000,5.889
1721206802750000000,6.165
1721206802760000000,5.661
1721206802770000000,5.726
1721206802780000000,5.569
1721206802790000000,6.059
1721206802800000000,5.847
1721206802810000000,6.445
1721206802820000000,6.186
1721206802830000000,6.545
1721206802840000000,6.083
1721206802850000000,6.230
1721206802860000000,6.554
1721206802870000000,6.782
1721206802880000000,6.567
1721206802890000000,6.595
1721206802900000000,7.135
1721206802910000000,6.768
1721206802920000000,6.864
1721206802930000000,6.336
1721206802940000000,6.706
1721206802950000000,7.037
1721206802960000000,6.929
1721206802970000000,7.227
1721206802980000000,7.339
1721206802990000000,7.192
1721206803000000000,8.564
1721206803010000000,8.190
1721206803020000000,8.655
1721206803030000000,8.361
1721206803040000000,8.008
1721206803050000000,8.106
1721206803060000000,8.967
1721206803070000000,8.364
1721206803080000000,8.444
1721206803090000000,8.584
1721206803100000000,8.133
1721206803110000000,8.370
1721206803120000000,7.992
1721206803130000000,8.737
1721206803140000000,8.276
1721206803150000000,8.313
1721206803160000000,8.658
1721206803170000000,8.637
1721206803180000000,7.960
1721206803190000000,8.102
1721206803200000000,8.650
1721206803210000000,8.662
1721206803220000000,8.360
1721206803230000000,8.148
1721206803240000000,8.845
1721206803250000000,8.862
1721206803260000000,8.826
1721206803270000000,8.348
1721206803280000000,8.402
1721206803290000000,7.970
1721206803300000000,8.644
1721206803310000000,8.552
1721206803320000000,8.351
1721206803330000000,7.945
1721206803340000000,9.147
1721206803350000000,8.470
1721206803360000000,8.576
1721206803370000000,8.206
1721206803380000000,8.644
1721206803390000000,8.282
1721206803400000000,8.904
1721206803410000000,9.011
1721206803420000000,8.873
1721206803430000000,8.352
1721206803440000000,8.358
1721206803450000000,9.039
1721206803460000000,8.432
1721206803470000000,8.833
1721206803480000000,8.407
1721206803490000000,8.584
1721206803500000000,8.644
1721206803510000000,8.559
1721206803520000000,8.773
1721206803530000000,8.437
1721206803540000000,8.898
1721206803550000000,8.621
1721206803560000000,9.160
1721206803570000000,9.010
1721206803580000000,8.530
1721206803590000000,8.877
1721206803600000000,9.198
1721206803610000000,8.746
1721206803620000000,9.277
1721206803630000000,9.298
1721206803640000000,9.443
1721206803650000000,8.952
1721206803660000000,8.826
1721206803670000000,8.823
1721206803680000000,9.165
1721206803690000000,8.866
1721206803700000000,9.395
1721206803710000000,9.004
1721206803720000000,9.360
1721206803730000000,9.002
1721206803740000000,9.714
1721206803750000000,9.114
1721206803760000000,9.159
1721206803770000000,9.097
1721206803780000000,9.093
1721206803790000000,9.299
1721206803800000000,9.045
1721206803810000000,9.110
1721206803820000000,9.446
1721206803830000000,9.553
1721206803840000000,9.414
1721206803850000000,8.910
1721206803860000000,9.991
1721206803870000000,9.558
1721206803880000000,9.046
1721206803890000000,9.692
1721206803900000000,9.402
1721206803910000000,9.203
1721206803920000000,10.165
1721206803930000000,9.692
1721206803940000000,8.995
1721206803950000000,10.142
1721206803960000000,9.693
1721206803970000000,9.882
1721206803980000000,9.617
1721206803990000000,10.130
1721206804000000000,10.126
1721206804010000000,9.811
1721206804019999999,9.840
1721206804030000000,10.101
1721206804040000000,9.941
1721206804050000000,9.845
1721206804059999999,9.760
1721206804070000000,9.563
1721206804080000000,10.264
1721206804090000000,10.057
1721206804099999999,10.276
1721206804110000000,10.222
1721206804120000000,9.690
1721206804130000000,10.576
1721206804139999999,10.180
1721206804150000000,9.816
1721206804160000000,10.549
1721206804170000000,10.662
1721206804179999999,10.853
1721206804190000000,10.340
1721206804200000000,10.872
1721206804210000000,10.681
1721206804219999999,10.519
1721206804230000000,10.325
1721206804240000000,10.315
1721206804250000000,10.271
1721206804260000000,10.419
1721206804269999999,10.473
1721206804280000000,11.083
1721206804290000000,10.840
1721206804300000000,11.045
1721206804310000000,10.991
1721206804320000000,11.134
1721206804330000000,11.074
1721206804340000000,11.137
1721206804350000000,11.142
1721206804360000000,10.928
1721206804370000000,11.170
1721206804380000000,10.875
1721206804390000000,10.658
1721206804400000000,10.779
1721206804410000000,11.119
1721206804420000000,11.202
1721206804430000000,11.340
1721206804440000000,11.558
1721206804450000000,11.127
1721206804460000000,11.688
1721206804470000000,11.814
1721206804480000000,11.502
1721206804490000000,11.480
1721206804500000000,11.428
1721206804510000000,11.648
1721206804520000000,11.032
1721206804530000000,11.652
1721206804540000000,12.053
1721206804550000000,12.117
1721206804560000000,11.517
1721206804570000000,11.862
1721206804580000000,11.760
1721206804590000000,11.639
1721206804600000000,11.926
1721206804610000000,12.219
1721206804620000000,12.754
1721206804630000000,11.904
1721206804640000000,11.741
1721206804650000000,11.645
1721206804660000000,12.286
1721206804670000000,12.347
1721206804680000000,12.098
1721206804690000000,11.862
1721206804700000000,12.655
1721206804710000000,12.576
1721206804720000000,12.621
1721206804730000000,12.986
1721206804740000000,12.553
1721206804750000000,12.360
1721206804760000000,12.416
1721206804770000000,12.929
1721206804780000000,13.444
1721206804790000000,12.615
1721206804800000000,13.454
1721206804810000000,12.622
1721206804820000000,13.261
1721206804830000000,13.294
1721206804840000000,12.751
1721206804850000000,13.994
1721206804860000000,13.612
1721206804870000000,13.116
1721206804880000000,12.927
1721206804890000000,13.876
1721206804900000000,13.655
1721206804910000000,14.021
1721206804920000000,13.027
1721206804930000000,13.170
1721206804940000000,13.441
1721206804950000000,14.228
1721206804960000000,13.788
1721206804970000000,13.645
1721206804980000000,14.605
1721206804990000000,13.831
1721206805000000000,14.601
1721206805010000000,13.619
1721206805020000000,14.301
1721206805030000000,14.328
1721206805040000000,14.272
1721206805050000000,14.556
1721206805060000000,13.887
1721206805070000000,14.295
1721206805080000000,14.406
1721206805090000000,14.629
1721206805100000000,13.842
1721206805110000000,14.680
1721206805120000000,14.928
1721206805130000000,15.200
1721206805140000000,14.793
1721206805150000000,14.468
1721206805160000000,14.845
1721206805170000000,14.501
1721206805180000000,15.404
1721206805190000000,15.068
1721206805200000000,15.236
1721206805210000000,14.923
1721206805220000000,15.525
1721206805230000000,16.140
1721206805240000000,15.162
1721206805250000000,15.881
1721206805260000000,15.691
1721206805270000000,15.941
1721206805280000000,14.909
1721206805290000000,15.676
1721206805300000000,15.758
1721206805310000000,16.259
1721206805320000000,15.871
1721206805330000000,15.851
1721206805340000000,15.915
1721206805350000000,15.744
1721206805360000000,16.591
1721206805370000000,16.565
1721206805380000000,16.105
1721206805390000000,16.424
1721206805400000000,16.232
1721206805410000000,16.569
1721206805420000000,16.773
1721206805430000000,16.389
1721206805440000000,16.732
1721206805450000000,16.608
1721206805460000000,16.722
1721206805470000000,16.450
1721206805480000000,16.931
1721206805490000000,17.152
1721206805500000000,16.849
1721206805510000000,17.192
1721206805520000000,16.555
1721206805530000000,17.024
1721206805540000000,16.484
1721206805550000000,17.071
1721206805560000000,17.355
1721206805570000000,16.972
1721206805580000000,17.553
1721206805590000000,17.471
1721206805600000000,17.458
1721206805610000000,17.074
1721206805620000000,17.454
1721206805630000000,17.457
1721206805640000000,17.823
1721206805650000000,17.777
1721206805660000000,17.570
1721206805670000000,17.662
1721206805680000000,17.870
1721206805690000000,18.471
1721206805700000000,18.590
1721206805710000000,17.967
1721206805720000000,18.349
1721206805730000000,17.939
1721206805740000000,18.046
1721206805750000000,18.593
1721206805760000000,17.492
1721206805770000000,18.289
1721206805780000000,18.291
1721206805790000000,18.595
1721206805800000000,18.781
1721206805810000000,18.518
1721206805820000000,18.553
1721206805830000000,18.652
1721206805840000000,18.834
1721206805850000000,18.779
1721206805860000000,18.930
1721206805870000000,19.353
1721206805880000000,19.095
1721206805890000000,19.120
1721206805900000000,18.519
1721206805910000000,19.474
1721206805920000000,19.112
1721206805930000000,18.607
1721206805940000000,19.158
1721206805950000000,19.608
1721206805960000000,19.622
1721206805970000000,19.538
1721206805980000000,19.442
1721206805990000000,19.981
1721206806000000000,19.233
1721206806010000000,19.392
1721206806020000000,20.227
1721206806030000000,19.877
1721206806040000000,19.630
1721206806050000000,20.027
1721206806060000000,19.741
1721206806070000000,19.946
1721206806080000000,19.836
1721206806090000000,20.948
1721206806100000000,19.314
1721206806110000000,19.949
1721206806120000000,20.016
1721206806130000000,20.086
1721206806140000000,20.465
1721206806150000000,20.287
1721206806160000000,20.362
1721206806170000000,20.115
1721206806180000000,20.411
1721206806190000000,20.856
1721206806200000000,20.696
1721206806210000000,20.219
1721206806220000000,21.029
1721206806230000000,20.267
1721206806240000000,20.905
1721206806250000000,21.016
1721206806260000000,20.703
1721206806270000000,20.896
1721206806280000000,20.835
1721206806290000000,20.520
1721206806300000000,21.229
1721206806310000000,20.696
1721206806320000000,21.104
1721206806330000000,20.838
1721206806340000000,20.746
1721206806350000000,20.875
1721206806360000000,21.333
1721206806370000000,20.977
1721206806380000000,20.310
1721206806390000000,21.556
1721206806400000000,21.716
1721206806410000000,21.289
1721206806420000000,22.037
1721206806430000000,20.791
1721206806440000000,21.683
1721206806450000000,21.253
1721206806460000000,21.563
1721206806470000000,21.068
1721206806480000000,21.715
1721206806490000000,21.570
1721206806500000000,21.838
1721206806510000000,21.834
1721206806520000000,21.544
1721206806530000000,21.853
1721206806540000000,21.397
1721206806550000000,21.894
1721206806560000000,21.543
1721206806570000000,22.102
1721206806580000000,22.030
1721206806590000000,22.059
1721206806600000000,22.037
1721206806610000000,22.555
1721206806620000000,22.224
1721206806630000000,21.712
1721206806640000000,22.241
1721206806650000000,21.975
1721206806660000000,22.212
1721206806670000000,22.207
1721206806680000000,22.498
1721206806690000000,21.935
1721206806700000000,22.502
1721206806710000000,21.954
1721206806720000000,22.881
1721206806730000000,22.276
1721206806740000000,22.581
1721206806750000000,22.557
1721206806760000000,22.460
1721206806770000000,22.251
1721206806780000000,22.494
1721206806790000000,22.940
1721206806800000000,22.397
1721206806810000000,23.404
1721206806820000000,22.558
1721206806830000000,22.937
1721206806840000000,22.855
1721206806850000000,22.573
1721206806860000000,22.644
1721206806870000000,22.582
1721206806880000000,23.245
1721206806890000000,22.750
1721206806900000000,22.673
1721206806910000000,23.001
1721206806920000000,23.181
1721206806930000000,22.965
1721206806940000000,22.880
1721206806950000000,22.803
1721206806960000000,23.245
1721206806970000000,23.014
1721206806980000000,23.531
1721206806990000000,22.299
1721206807000000000,22.539
1721206807010000000,23.237
1721206807020000000,23.024
1721206807030000000,23.312
1721206807040000000,22.925
1721206807050000000,23.161
1721206807060000000,22.997
1721206807070000000,23.337
1721206807080000000,23.527
1721206807090000000,23.558
1721206807100000000,22.789
1721206807110000000,23.347
1721206807120000000,23.264
1721206807130000000,23.506
1721206807140000000,23.314
1721206807150000000,23.730
1721206807160000000,23.616
1721206807170000000,22.922
1721206807180000000,23.306
1721206807190000000,23.411
1721206807200000000,23.630
1721206807210000000,23.544
1721206807220000000,23.252
1721206807230000000,23.599
1721206807240000000,23.728
1721206807250000000,23.065
1721206807260000000,23.329
1721206807270000000,23.748
1721206807280000000,23.914
1721206807290000000,23.348
1721206807300000000,23.086
1721206807310000000,23.175
1721206807320000000,23.813
1721206807330000000,24.372
1721206807340000000,23.556
1721206807350000000,23.484
1721206807360000000,23.943
1721206807370000000,23.586
1721206807380000000,24.257
1721206807390000000,23.697
1721206807400000000,23.607
1721206807410000000,24.249
1721206807420000000,23.651
1721206807430000000,23.946
1721206807440000000,24.213
1721206807450000000,23.847
1721206807460000000,24.047
1721206807470000000,23.888
1721206807480000000,24.150
1721206807490000000,24.317
1721206807500000000,24.280
1721206807510000000,24.215
1721206807520000000,23.609
1721206807530000000,23.314
1721206807540000000,23.889
1721206807550000000,24.023
1721206807560000000,23.966
1721206807570000000,24.046
1721206807580000000,23.835
1721206807590000000,24.624
1721206807600000000,24.126
1721206807610000000,24.753
1721206807620000000,23.785
1721206807630000000,23.869
1721206807640000000,24.062
1721206807650000000,24.237
1721206807660000000,23.763
1721206807670000000,24.272
1721206807680000000,24.393
1721206807690000000,24.640
1721206807700000000,24.647
1721206807710000000,24.193
1721206807720000000,24.111
1721206807730000000,23.736
1721206807740000000,24.324
1721206807750000000,23.998
1721206807760000000,24.653
1721206807770000000,23.919
1721206807780000000,23.970
1721206807790000000,24.076
1721206807800000000,24.319
1721206807810000000,24.613
1721206807820000000,24.066
1721206807830000000,23.879
1721206807840000000,24.042
1721206807850000000,24.312
1721206807860000000,24.458
1721206807870000000,24.244
1721206807880000000,24.037
1721206807890000000,24.420
1721206807900000000,24.829
1721206807910000000,24.384
1721206807920000000,23.887
1721206807930000000,24.357
1721206807940000000,24.552
1721206807950000000,24.595
1721206807960000000,23.977
1721206807970000000,23.960
1721206807980000000,24.784
1721206807990000000,24.741
1721206808000000000,24.564
1721206808010000000,24.391
1721206808020000000,25.014
1721206808029999999,24.603
1721206808039999999,24.879
1721206808050000000,24.581
1721206808060000000,24.333
1721206808070000000,24.924
1721206808080000000,24.482
1721206808090000000,24.204
1721206808100000000,24.722
1721206808109999999,24.112
1721206808119999999,24.486
1721206808130000000,23.857
1721206808140000000,24.067
1721206808150000000,24.038
1721206808160000000,24.581
1721206808170000000,25.322
1721206808180000000,24.359
1721206808189999999,24.393
1721206808199999999,24.210
1721206808210000000,24.514
1721206808220000000,24.243
1721206808230000000,24.521
1721206808240000000,24.297
1721206808250000000,25.211
1721206808260000000,23.899
1721206808270000000,24.911
1721206808279999999,24.719
1721206808289999999,24.618
1721206808300000000,24.655
1721206808310000000,25.255
1721206808320000000,24.308
1721206808330000000,25.008
1721206808340000000,24.669
1721206808350000000,24.431
1721206808359999999,24.660
1721206808369999999,24.795
1721206808380000000,24.979
1721206808390000000,25.130
1721206808400000000,24.994
1721206808410000000,24.797
1721206808420000000,24.622
1721206808430000000,24.870
1721206808439999999,24.834
1721206808449999999,24.753
1721206808460000000,24.997
1721206808470000000,25.292
1721206808480000000,24.406
1721206808490000000,24.682
1721206808500000000,24.740
1721206808510000000,24.409
1721206808520000000,24.198
1721206808529999999,24.203
1721206808539999999,24.428
1721206808550000000,24.540
1721206808560000000,24.833
1721206808570000000,25.283
1721206808580000000,24.490
1721206808590000000,24.599
1721206808600000000,24.282
1721206808610000000,25.349
