timestamp_ns,value_g_rms
1721984400000000000,0.230
1721984400010000000,0.014
1721984400020000000,0.002
1721984400030000000,0.000
1721984400040000000,0.162
1721984400050000000,0.285
1721984400060000000,0.000
1721984400070000000,0.169
1721984400080000000,0.000
1721984400090000000,0.000
1721984400100000000,0.000
1721984400110000000,0.000
1721984400120000000,0.006
1721984400130000000,0.032
1721984400140000000,0.054
1721984400150000000,0.353
1721984400160000000,0.376
1721984400170000000,0.041
1721984400180000000,0.342
1721984400190000000,0.021
1721984400200000000,0.000
1721984400210000000,0.140
1721984400220000000,0.000
1721984400230000000,0.000
1721984400240000000,0.045
1721984400250000000,0.000
1721984400260000000,0.076
1721984400270000000,0.000
1721984400280000000,0.227
1721984400290000000,0.106
1721984400300000000,0.166
1721984400310000000,0.102
1721984400320000000,0.000
1721984400330000000,0.000
1721984400340000000,0.135
1721984400350000000,0.000
1721984400360000000,0.000
1721984400370000000,0.000
1721984400380000000,0.000
1721984400390000000,0.000
1721984400400000000,0.267
1721984400410000000,0.000
1721984400420000000,0.071
1721984400430000000,0.045
1721984400440000000,0.000
1721984400450000000,0.000
1721984400460000000,0.330
1721984400470000000,0.165
1721984400480000000,0.000
1721984400490000000,0.000
1721984400500000000,0.000
1721984400510000000,0.000
1721984400520000000,0.260
1721984400530000000,0.000
1721984400540000000,0.000
1721984400550000000,0.029
1721984400560000000,0.000
1721984400570000000,0.028
1721984400580000000,0.000
1721984400590000000,0.010
1721984400600000000,0.000
1721984400610000000,0.194
1721984400620000000,0.212
1721984400630000000,0.056
1721984400640000000,0.000
1721984400650000000,0.000
1721984400660000000,0.129
1721984400670000000,0.000
1721984400680000000,0.066
1721984400690000000,0.000
1721984400700000000,0.000
1721984400710000000,0.077
1721984400720000000,0.000
1721984400730000000,0.000
1721984400740000000,0.000
1721984400750000000,0.000
1721984400760000000,0.105
1721984400770000000,0.222
1721984400780000000,0.260
1721984400790000000,0.126
1721984400800000000,0.000
1721984400810000000,0.000
1721984400820000000,0.000
1721984400830000000,0.000
1721984400840000000,0.322
1721984400850000000,0.112
1721984400860000000,0.179
1721984400870000000,0.038
1721984400880000000,0.000
1721984400890000000,0.019
1721984400900000000,0.000
1721984400910000000,0.000
1721984400920000000,0.000
1721984400930000000,0.113
1721984400940000000,0.009
1721984400950000000,0.074
1721984400960000000,0.291
1721984400970000000,0.000
1721984400980000000,0.092
1721984400990000000,0.000
1721984401000000000,0.189
1721984401010000000,0.106
1721984401020000000,0.045
1721984401030000000,0.196
1721984401040000000,0.000
1721984401050000000,0.124
1721984401060000000,0.179
1721984401070000000,0.039
1721984401080000000,0.000
1721984401090000000,0.000
1721984401100000000,0.000
1721984401110000000,0.000
1721984401120000000,0.000
1721984401130000000,0.240
1721984401140000000,0.304
1721984401150000000,0.000
1721984401160000000,0.000
1721984401170000000,0.000
1721984401180000000,0.255
1721984401190000000,0.140
1721984401200000000,0.000
1721984401210000000,0.000
1721984401220000000,0.000
1721984401230000000,0.000
1721984401240000000,0.020
1721984401250000000,0.000
1721984401260000000,0.035
1721984401270000000,0.000
1721984401280000000,0.150
1721984401290000000,0.000
1721984401300000000,0.412
1721984401310000000,0.000
1721984401320000000,0.000
1721984401330000000,0.142
1721984401340000000,0.000
1721984401350000000,0.077
1721984401360000000,0.089
1721984401370000000,0.000
1721984401380000000,0.041
1721984401390000000,0.103
1721984401400000000,0.200
1721984401410000000,0.145
1721984401420000000,0.025
1721984401430000000,0.050
1721984401440000000,0.000
1721984401450000000,0.005
1721984401460000000,0.000
1721984401470000000,0.000
1721984401480000000,0.105
1721984401490000000,0.000
1721984401500000000,0.322
1721984401510000000,0.048
1721984401520000000,0.000
1721984401530000000,0.120
1721984401540000000,0.000
1721984401550000000,0.000
1721984401560000000,0.001
1721984401570000000,0.111
1721984401580000000,0.000
1721984401590000000,0.000
1721984401600000000,0.000
1721984401610000000,0.067
1721984401620000000,0.000
1721984401630000000,0.000
1721984401640000000,0.000
1721984401650000000,0.000
1721984401660000000,0.039
1721984401670000000,0.099
1721984401680000000,0.071
1721984401690000000,0.002
1721984401700000000,0.000
1721984401710000000,0.193
1721984401720000000,0.000
1721984401730000000,0.000
1721984401740000000,0.198
1721984401750000000,0.000
1721984401760000000,0.000
1721984401770000000,0.228
1721984401780000000,0.000
1721984401790000000,0.000
1721984401800000000,0.070
1721984401810000000,0.262
1721984401820000000,0.021
1721984401830000000,0.359
1721984401840000000,0.000
1721984401850000000,0.200
1721984401860000000,0.105
1721984401870000000,0.032
1721984401880000000,0.440
1721984401890000000,0.000
1721984401900000000,0.000
1721984401910000000,0.000
1721984401920000000,0.212
1721984401930000000,0.000
1721984401940000000,0.102
1721984401950000000,0.080
1721984401960000000,0.000
1721984401970000000,0.132
1721984401980000000,0.000
1721984401990000000,0.000
1721984402000000000,0.405
1721984402009999999,0.626
1721984402020000000,0.000
1721984402029999999,0.000
1721984402040000000,0.000
1721984402049999999,0.000
1721984402060000000,0.424
1721984402069999999,0.486
1721984402080000000,0.081
1721984402089999999,0.141
1721984402100000000,0.762
1721984402109999999,0.877
1721984402120000000,0.039
1721984402130000000,0.460
1721984402140000000,0.000
1721984402150000000,0.669
1721984402160000000,0.485
1721984402170000000,0.450
1721984402180000000,0.000
1721984402190000000,0.087
1721984402200000000,0.081
1721984402210000000,0.120
1721984402220000000,0.210
1721984402230000000,0.254
1721984402240000000,0.635
1721984402250000000,0.492
1721984402260000000,0.114
1721984402270000000,0.172
1721984402280000000,0.130
1721984402290000000,0.387
1721984402300000000,0.416
1721984402310000000,0.899
1721984402320000000,1.244
1721984402330000000,0.000
1721984402340000000,0.437
1721984402350000000,0.385
1721984402360000000,1.103
1721984402370000000,0.195
1721984402380000000,0.250
1721984402390000000,0.199
1721984402400000000,0.545
1721984402410000000,0.974
1721984402420000000,0.065
1721984402430000000,0.235
1721984402440000000,0.000
1721984402450000000,0.000
1721984402460000000,1.267
1721984402470000000,0.000
1721984402480000000,0.440
1721984402490000000,0.418
1721984402500000000,0.815
1721984402510000000,0.000
1721984402520000000,0.721
1721984402530000000,0.111
1721984402540000000,0.627
1721984402550000000,0.967
1721984402560000000,0.775
1721984402570000000,0.622
1721984402580000000,1.081
1721984402590000000,1.227
1721984402600000000,0.624
1721984402610000000,0.135
1721984402620000000,0.690
1721984402630000000,0.537
1721984402640000000,0.704
1721984402650000000,0.590
1721984402660000000,0.820
1721984402670000000,0.591
1721984402680000000,0.540
1721984402690000000,0.063
1721984402700000000,0.167
1721984402710000000,0.734
1721984402720000000,0.674
1721984402730000000,0.176
1721984402740000000,0.943
1721984402750000000,1.310
1721984402760000000,1.175
1721984402770000000,1.211
1721984402780000000,1.270
1721984402790000000,1.255
1721984402800000000,0.721
1721984402810000000,0.498
1721984402820000000,1.095
1721984402830000000,0.735
1721984402840000000,1.171
1721984402850000000,0.704
1721984402860000000,0.775
1721984402870000000,1.478
1721984402880000000,0.829
1721984402890000000,1.618
1721984402900000000,1.175
1721984402910000000,0.366
1721984402920000000,1.779
1721984402930000000,1.071
1721984402940000000,1.348
1721984402950000000,0.151
1721984402960000000,1.291
1721984402970000000,0.791
1721984402980000000,0.297
1721984402990000000,1.203
1721984403000000000,1.057
1721984403010000000,1.803
1721984403020000000,1.340
1721984403030000000,1.396
1721984403040000000,1.259
1721984403050000000,1.462
1721984403060000000,1.002
1721984403070000000,0.857
1721984403080000000,1.435
1721984403090000000,1.236
1721984403100000000,1.093
1721984403110000000,1.384
1721984403120000000,1.574
1721984403130000000,1.472
1721984403140000000,0.899
1721984403150000000,1.128
1721984403160000000,1.020
1721984403170000000,1.337
1721984403180000000,0.953
1721984403190000000,1.461
1721984403200000000,1.231
1721984403210000000,0.745
1721984403220000000,1.407
1721984403230000000,1.424
1721984403240000000,1.241
1721984403250000000,1.401
1721984403260000000,1.356
1721984403270000000,1.066
1721984403280000000,1.399
1721984403290000000,1.766
1721984403300000000,1.177
1721984403310000000,2.074
1721984403320000000,1.224
1721984403330000000,1.591
1721984403340000000,0.849
1721984403350000000,0.847
1721984403360000000,1.296
1721984403370000000,0.893
1721984403380000000,1.145
1721984403390000000,0.606
1721984403400000000,1.268
1721984403410000000,1.196
1721984403420000000,0.887
1721984403430000000,1.274
1721984403440000000,1.485
1721984403450000000,1.226
1721984403460000000,0.925
1721984403470000000,1.583
1721984403480000000,1.298
1721984403490000000,1.155
1721984403500000000,1.159
