timestamp_ns,value_degC
1720947600000000000,0.349
1720947600010000000,-0.295
1720947600020000000,-1.210
1720947600030000000,0.735
1720947600040000000,-0.417
1720947600050000000,-0.783
1720947600060000000,0.492
1720947600070000000,-0.934
1720947600080000000,-0.749
1720947600090000000,-0.198
1720947600100000000,0.402
1720947600110000000,0.254
1720947600120000000,0.283
1720947600130000000,1.891
1720947600140000000,0.944
1720947600150000000,0.645
1720947600160000000,0.455
1720947600170000000,0.932
1720947600180000000,0.968
1720947600190000000,-0.080
1720947600200000000,1.099
1720947600210000000,0.496
1720947600220000000,-0.423
1720947600230000000,-0.253
1720947600240000000,-0.524
1720947600250000000,-1.127
1720947600260000000,-0.505
1720947600270000000,0.314
1720947600280000000,0.285
1720947600290000000,0.221
1720947600300000000,-0.703
1720947600310000000,-0.430
1720947600320000000,0.196
1720947600330000000,0.796
1720947600340000000,-1.370
1720947600350000000,0.380
1720947600360000000,0.386
1720947600370000000,-0.464
1720947600380000000,-1.987
1720947600390000000,0.899
1720947600400000000,-0.571
1720947600410000000,0.391
1720947600420000000,-1.574
1720947600430000000,1.405
1720947600440000000,-0.369
1720947600450000000,-0.320
1720947600460000000,0.542
1720947600470000000,0.489
1720947600480000000,1.094
1720947600490000000,-0.151
1720947600500000000,3.273
1720947600510000000,-0.926
1720947600520000000,1.294
1720947600530000000,0.924
1720947600540000000,0.486
1720947600550000000,0.718
1720947600560000000,-0.606
1720947600570000000,-0.219
1720947600580000000,-0.148
1720947600590000000,-0.108
1720947600600000000,-1.346
1720947600610000000,-1.197
1720947600620000000,0.783
1720947600630000000,-0.206
1720947600640000000,-0.059
1720947600650000000,-0.095
1720947600660000000,0.204
1720947600670000000,0.548
1720947600680000000,-0.331
1720947600690000000,0.052
1720947600700000000,-1.148
1720947600710000000,0.766
1720947600720000000,-0.644
1720947600730000000,-1.127
1720947600740000000,1.054
1720947600750000000,0.752
1720947600760000000,1.628
1720947600770000000,-0.888
1720947600780000000,-1.680
1720947600790000000,-0.423
1720947600800000000,-1.343
1720947600810000000,1.328
1720947600820000000,-0.602
1720947600830000000,-0.275
1720947600840000000,-0.597
1720947600850000000,-0.683
1720947600860000000,-0.773
1720947600870000000,-0.566
1720947600880000000,-0.124
1720947600890000000,-0.824
1720947600900000000,1.422
1720947600910000000,-0.577
1720947600920000000,-0.777
