timestamp_ns,value_rpm
1723539600000000000,99
1723539600010000000,30
1723539600020000000,99
1723539600030000000,94
1723539600040000000,0
1723539600050000000,57
1723539600060000000,72
1723539600070000000,15
1723539600080000000,0
1723539600090000000,34
1723539600100000000,0
1723539600110000000,0
1723539600120000000,0
1723539600130000000,0
1723539600140000000,24
1723539600150000000,115
1723539600160000000,0
1723539600170000000,0
1723539600180000000,0
1723539600190000000,13
1723539600200000000,89
1723539600210000000,0
1723539600220000000,164
1723539600230000000,125
1723539600240000000,0
1723539600250000000,20
1723539600260000000,62
1723539600270000000,33
1723539600280000000,255
1723539600290000000,0
1723539600300000000,0
1723539600310000000,82
1723539600320000000,0
1723539600330000000,0
1723539600340000000,9
1723539600350000000,0
1723539600360000000,18
1723539600370000000,0
1723539600380000000,0
1723539600390000000,0
1723539600400000000,0
1723539600410000000,16
1723539600420000000,62
1723539600430000000,0
1723539600440000000,72
1723539600450000000,0
1723539600460000000,0
1723539600470000000,161
1723539600480000000,0
1723539600490000000,0
1723539600500000000,0
1723539600510000000,0
1723539600520000000,0
1723539600530000000,0
1723539600540000000,0
1723539600550000000,0
1723539600560000000,0
1723539600570000000,58
1723539600580000000,0
1723539600590000000,190
1723539600600000000,0
1723539600610000000,69
1723539600620000000,82
1723539600630000000,0
1723539600640000000,0
1723539600650000000,0
1723539600660000000,0
1723539600670000000,0
1723539600680000000,0
1723539600690000000,0
1723539600700000000,193
1723539600710000000,27
1723539600720000000,0
1723539600730000000,0
1723539600740000000,55
1723539600750000000,37
1723539600760000000,0
1723539600770000000,0
1723539600780000000,0
1723539600790000000,0
1723539600800000000,7
1723539600810000000,0
1723539600820000000,0
1723539600830000000,69
1723539600840000000,0
1723539600850000000,112
1723539600860000000,0
1723539600870000000,60
1723539600880000000,0
1723539600890000000,51
1723539600900000000,0
1723539600910000000,13
1723539600920000000,0
1723539600930000000,122
1723539600940000000,0
1723539600950000000,0
1723539600960000000,0
1723539600970000000,49
1723539600980000000,35
1723539600990000000,18
1723539601000000000,0
1723539601010000000,0
1723539601020000000,0
1723539601030000000,0
1723539601040000000,0
1723539601050000000,0
1723539601060000000,0
1723539601070000000,0
1723539601080000000,0
1723539601090000000,0
1723539601100000000,0
1723539601110000000,125
1723539601120000000,0
1723539601130000000,0
1723539601140000000,0
1723539601150000000,89
1723539601160000000,42
1723539601170000000,0
1723539601180000000,86
1723539601190000000,0
1723539601200000000,0
1723539601210000000,0
1723539601220000000,36
1723539601230000000,4
1723539601240000000,0
1723539601250000000,33
1723539601260000000,0
1723539601270000000,0
1723539601280000000,0
1723539601290000000,136
1723539601300000000,0
1723539601310000000,17
1723539601320000000,73
1723539601330000000,0
1723539601340000000,0
1723539601350000000,0
1723539601360000000,195
1723539601370000000,0
1723539601380000000,81
1723539601390000000,0
1723539601400000000,0
1723539601410000000,0
1723539601420000000,0
1723539601430000000,10
1723539601440000000,70
1723539601450000000,0
1723539601460000000,0
1723539601470000000,45
1723539601480000000,0
1723539601490000000,17
1723539601500000000,0
1723539601510000000,0
1723539601520000000,202
1723539601530000000,184
1723539601540000000,0
1723539601550000000,0
1723539601560000000,0
1723539601570000000,0
1723539601580000000,0
1723539601590000000,0
1723539601600000000,0
1723539601610000000,39
1723539601620000000,0
1723539601630000000,0
1723539601640000000,51
1723539601650000000,0
1723539601660000000,0
1723539601670000000,0
1723539601680000000,59
1723539601690000000,114
1723539601700000000,0
1723539601710000000,0
1723539601720000000,9
1723539601730000000,0
1723539601740000000,0
1723539601750000000,4
1723539601760000000,0
1723539601770000000,102
1723539601780000000,1
1723539601790000000,89
1723539601800000000,0
1723539601810000000,0
1723539601820000000,0
1723539601830000000,2
1723539601840000000,0
1723539601850000000,18
1723539601860000000,144
1723539601870000000,3
1723539601880000000,0
1723539601890000000,18
1723539601900000000,0
1723539601910000000,9
1723539601920000000,0
1723539601930000000,0
1723539601940000000,4
1723539601950000000,0
1723539601960000000,0
1723539601970000000,0
1723539601980000000,0
1723539601990000000,60
1723539602000000000,0
1723539602009999999,329
1723539602020000000,457
1723539602029999999,649
1723539602040000000,1014
1723539602049999999,1328
1723539602060000000,1490
1723539602069999999,1518
1723539602080000000,2214
1723539602089999999,2042
1723539602100000000,2485
1723539602109999999,2850
1723539602120000000,2754
1723539602130000000,3323
1723539602140000000,3930
1723539602150000000,3896
1723539602160000000,4262
1723539602170000000,4325
1723539602180000000,4667
1723539602190000000,5000
1723539602200000000,5452
1723539602210000000,5298
1723539602220000000,5599
1723539602230000000,5649
1723539602240000000,6416
1723539602250000000,6501
1723539602260000000,6265
1723539602270000000,6981
1723539602280000000,7112
1723539602290000000,7675
1723539602300000000,7917
1723539602310000000,7758
1723539602320000000,8356
1723539602330000000,8238
1723539602340000000,8461
1723539602350000000,9064
1723539602360000000,8915
1723539602370000000,9260
1723539602380000000,9490
1723539602390000000,9814
1723539602400000000,10245
1723539602410000000,10428
1723539602420000000,10827
1723539602430000000,11019
1723539602440000000,11142
1723539602450000000,11545
1723539602460000000,12077
1723539602470000000,12246
