timestamp_ns,value_degC
1724058000000000000,-0.383
1724058000010000000,-0.456
1724058000020000000,-0.259
1724058000030000000,-1.141
1724058000040000000,-0.756
1724058000050000000,-0.023
1724058000060000000,0.846
1724058000070000000,0.416
1724058000080000000,1.527
1724058000090000000,-2.249
1724058000100000000,-2.039
1724058000110000000,0.084
1724058000120000000,-0.069
1724058000130000000,0.554
1724058000140000000,-0.088
1724058000150000000,-1.938
1724058000160000000,-2.310
1724058000170000000,-0.162
1724058000180000000,0.137
1724058000190000000,-0.041
1724058000200000000,2.180
1724058000210000000,-1.241
1724058000220000000,-1.300
1724058000230000000,-0.413
1724058000240000000,1.227
1724058000250000000,-0.861
1724058000260000000,0.116
1724058000270000000,0.944
1724058000280000000,1.456
1724058000290000000,0.044
1724058000300000000,-0.983
1724058000310000000,0.425
1724058000320000000,2.051
1724058000330000000,0.859
1724058000340000000,0.961
1724058000350000000,-0.181
1724058000360000000,0.766
1724058000370000000,0.307
1724058000380000000,-1.194
1724058000390000000,0.016
1724058000400000000,0.454
1724058000410000000,-0.113
1724058000420000000,1.561
1724058000430000000,0.350
1724058000440000000,0.681
1724058000450000000,-0.837
1724058000460000000,0.520
1724058000470000000,-0.891
1724058000480000000,-0.730
1724058000490000000,2.602
1724058000500000000,0.964
1724058000510000000,-1.190
1724058000520000000,-0.718
1724058000530000000,0.113
1724058000540000000,1.028
1724058000550000000,-0.047
1724058000560000000,-1.375
1724058000570000000,-1.778
1724058000580000000,-0.566
1724058000590000000,1.507
1724058000600000000,0.388
1724058000610000000,0.469
1724058000620000000,-0.022
1724058000630000000,-0.799
1724058000640000000,0.042
1724058000650000000,0.011
1724058000660000000,-0.257
1724058000670000000,-1.320
1724058000680000000,0.978
1724058000690000000,-0.144
1724058000700000000,-1.627
1724058000710000000,1.855
1724058000720000000,-1.993
1724058000730000000,0.340
1724058000740000000,0.703
1724058000750000000,-0.251
1724058000760000000,-0.205
1724058000770000000,1.199
1724058000780000000,0.933
1724058000790000000,-1.786
1724058000800000000,0.037
1724058000810000000,-0.225
1724058000820000000,-0.641
1724058000830000000,1.837
1724058000840000000,0.909
1724058000850000000,-0.301
1724058000860000000,-1.139
1724058000870000000,-0.253
1724058000880000000,0.436
1724058000890000000,0.929
1724058000900000000,1.424
1724058000910000000,1.152
1724058000920000000,-0.887
1724058000930000000,0.109
1724058000940000000,-0.434
1724058000950000000,-0.765
1724058000960000000,-0.199
1724058000970000000,2.345
1724058000980000000,0.978
1724058000990000000,-0.627
1724058001000000000,0.300
1724058001010000000,0.390
1724058001020000000,0.643
1724058001030000000,-0.580
1724058001040000000,1.110
1724058001050000000,-1.766
1724058001060000000,-0.657
1724058001070000000,1.475
1724058001080000000,0.595
1724058001090000000,-0.701
1724058001100000000,0.325
1724058001110000000,-0.780
1724058001120000000,0.060
1724058001130000000,-1.845
1724058001140000000,-1.793
1724058001150000000,1.278
1724058001160000000,0.062
1724058001170000000,-0.253
1724058001180000000,0.421
1724058001190000000,0.905
1724058001200000000,0.574
1724058001210000000,-0.121
1724058001220000000,0.896
1724058001230000000,-1.167
1724058001240000000,-0.613
1724058001250000000,0.565
1724058001260000000,0.938
1724058001270000000,0.384
1724058001280000000,0.637
1724058001290000000,-0.473
1724058001300000000,-0.501
1724058001310000000,0.215
1724058001320000000,-2.141
1724058001330000000,0.197
1724058001340000000,0.812
1724058001350000000,0.904
1724058001360000000,0.714
1724058001370000000,-0.626
1724058001380000000,-1.573
1724058001390000000,-1.350
1724058001400000000,-0.650
1724058001410000000,2.374
1724058001420000000,-0.142
1724058001430000000,1.709
1724058001440000000,2.085
1724058001450000000,0.216
1724058001460000000,0.023
1724058001470000000,0.116
1724058001480000000,0.131
1724058001490000000,-0.342
1724058001500000000,-2.023
1724058001510000000,0.534
1724058001520000000,-0.810
1724058001530000000,-0.430
1724058001540000000,1.472
1724058001550000000,1.501
1724058001560000000,0.875
1724058001570000000,0.832
1724058001580000000,-0.933
1724058001590000000,-0.114
1724058001600000000,0.408
1724058001610000000,-0.949
1724058001620000000,-0.131
1724058001630000000,-0.315
1724058001640000000,-0.515
1724058001650000000,-1.185
1724058001660000000,0.699
1724058001670000000,0.380
1724058001680000000,0.098
1724058001690000000,-0.884
1724058001700000000,0.566
1724058001710000000,1.088
1724058001720000000,1.932
1724058001730000000,-1.536
1724058001740000000,0.518
1724058001750000000,0.601
1724058001760000000,-0.673
1724058001770000000,-0.046
1724058001780000000,0.107
1724058001790000000,-0.239
1724058001800000000,-0.315
1724058001810000000,-0.921
1724058001820000000,0.535
1724058001830000000,0.039
1724058001840000000,-0.110
1724058001850000000,-0.246
1724058001860000000,-1.508
1724058001870000000,-1.030
1724058001880000000,-0.873
1724058001890000000,0.261
1724058001900000000,0.015
1724058001910000000,0.661
1724058001920000000,-1.381
1724058001930000000,-1.271
1724058001940000000,1.359
1724058001950000000,1.484
1724058001960000000,1.766
1724058001970000000,-0.530
1724058001980000000,-1.249
1724058001990000000,0.213
1724058002000000000,-1.711
1724058002009999999,2.207
1724058002020000000,2.091
1724058002029999999,1.731
1724058002040000000,1.735
1724058002049999999,-2.266
1724058002060000000,8.665
1724058002069999999,12.975
1724058002080000000,9.652
1724058002089999999,9.584
1724058002100000000,6.427
1724058002109999999,9.401
1724058002120000000,7.405
1724058002130000000,12.129
1724058002140000000,9.923
1724058002150000000,9.181
1724058002160000000,7.004
1724058002170000000,12.081
1724058002180000000,9.588
1724058002190000000,9.457
1724058002200000000,12.682
1724058002210000000,18.843
1724058002220000000,10.335
1724058002230000000,17.831
1724058002240000000,13.668
1724058002250000000,17.601
1724058002260000000,16.973
1724058002270000000,17.202
1724058002280000000,21.605
1724058002290000000,18.971
1724058002300000000,16.170
1724058002310000000,21.710
1724058002320000000,16.969
1724058002330000000,15.738
1724058002340000000,23.509
1724058002350000000,27.396
1724058002360000000,25.159
1724058002370000000,21.838
1724058002380000000,26.449
1724058002390000000,25.429
1724058002400000000,24.908
1724058002410000000,27.642
1724058002420000000,28.461
1724058002430000000,28.490
1724058002440000000,25.594
1724058002450000000,23.192
1724058002460000000,27.651
1724058002470000000,26.879
1724058002480000000,29.923
1724058002490000000,35.450
1724058002500000000,30.192
1724058002510000000,35.281
1724058002520000000,34.149
1724058002530000000,29.622
1724058002540000000,29.486
1724058002550000000,34.836
1724058002560000000,35.900
1724058002570000000,41.247
1724058002580000000,36.128
1724058002590000000,37.733
1724058002600000000,35.683
1724058002610000000,37.285
1724058002620000000,33.366
1724058002630000000,40.453
1724058002640000000,37.037
1724058002650000000,40.444
1724058002660000000,40.635
1724058002670000000,46.734
1724058002680000000,41.966
1724058002690000000,45.985
1724058002700000000,51.220
1724058002710000000,42.759
1724058002720000000,42.760
1724058002730000000,44.561
1724058002740000000,40.039
1724058002750000000,47.426
1724058002760000000,47.365
1724058002770000000,49.193
1724058002780000000,50.975
1724058002790000000,48.468
1724058002800000000,50.241
1724058002810000000,49.875
1724058002820000000,52.833
1724058002830000000,56.838
1724058002840000000,51.724
1724058002850000000,57.375
1724058002860000000,53.851
1724058002870000000,56.760
1724058002880000000,59.027
1724058002890000000,53.840
1724058002900000000,54.114
1724058002910000000,61.524
1724058002920000000,57.236
1724058002930000000,56.655
1724058002940000000,55.079
1724058002950000000,58.637
1724058002960000000,60.233
1724058002970000000,64.380
1724058002980000000,64.680
1724058002990000000,63.254
1724058003000000000,67.834
1724058003010000000,65.315
1724058003020000000,70.579
1724058003030000000,68.679
1724058003040000000,67.383
1724058003050000000,67.491
1724058003060000000,66.784
1724058003070000000,68.866
1724058003080000000,69.884
1724058003090000000,73.025
1724058003100000000,71.719
1724058003110000000,64.323
1724058003120000000,66.310
1724058003130000000,68.099
1724058003140000000,69.894
1724058003150000000,73.142
1724058003160000000,70.353
1724058003170000000,67.167
1724058003180000000,66.684
1724058003190000000,70.618
1724058003200000000,73.327
1724058003210000000,72.038
1724058003220000000,70.575
1724058003230000000,70.261
1724058003240000000,74.496
1724058003250000000,68.933
1724058003260000000,73.170
1724058003270000000,68.888
1724058003280000000,70.048
1724058003290000000,67.834
1724058003300000000,72.303
1724058003310000000,73.719
1724058003320000000,68.245
1724058003330000000,74.999
1724058003340000000,71.458
1724058003350000000,73.384
1724058003360000000,72.732
1724058003370000000,71.602
1724058003380000000,71.580
1724058003390000000,71.196
1724058003400000000,75.134
1724058003410000000,67.392
1724058003420000000,69.281
1724058003430000000,72.345
1724058003440000000,69.361
1724058003450000000,71.671
1724058003460000000,67.722
1724058003470000000,71.483
1724058003480000000,72.153
1724058003490000000,71.536
1724058003500000000,72.068
1724058003510000000,74.769
1724058003520000000,71.548
1724058003530000000,74.001
1724058003540000000,72.356
1724058003550000000,72.249
1724058003560000000,74.828
1724058003570000000,70.635
1724058003580000000,76.613
1724058003590000000,73.175
1724058003600000000,74.894
1724058003610000000,79.853
1724058003620000000,82.009
1724058003630000000,77.617
1724058003640000000,72.461
1724058003650000000,74.489
1724058003660000000,79.203
1724058003670000000,76.645
1724058003680000000,76.119
1724058003690000000,78.315
1724058003700000000,78.448
1724058003710000000,77.978
1724058003720000000,76.687
1724058003730000000,77.576
1724058003740000000,76.719
1724058003750000000,74.181
1724058003760000000,76.349
