timestamp_ns,value_g_rms
1720688400000000000,0.000
1720688400010000000,0.000
1720688400020000000,0.146
1720688400030000000,0.000
1720688400040000000,0.158
1720688400050000000,0.036
1720688400060000000,0.162
1720688400070000000,0.000
1720688400080000000,0.000
1720688400090000000,0.013
1720688400100000000,0.000
1720688400110000000,0.076
1720688400120000000,0.000
1720688400130000000,0.000
1720688400140000000,0.141
1720688400150000000,0.254
1720688400160000000,0.000
1720688400170000000,0.042
1720688400180000000,0.000
1720688400190000000,0.000
1720688400200000000,0.057
1720688400210000000,0.000
1720688400220000000,0.114
1720688400230000000,0.249
1720688400240000000,0.000
1720688400250000000,0.224
1720688400260000000,0.204
1720688400270000000,0.111
1720688400280000000,0.038
1720688400290000000,0.000
1720688400300000000,0.190
1720688400310000000,0.000
1720688400320000000,0.039
1720688400330000000,0.000
1720688400340000000,0.000
1720688400350000000,0.007
1720688400360000000,0.000
1720688400370000000,0.022
1720688400380000000,0.232
1720688400390000000,0.271
1720688400400000000,0.000
1720688400410000000,0.036
1720688400420000000,0.000
1720688400430000000,0.066
1720688400440000000,0.000
1720688400450000000,0.000
1720688400460000000,0.000
1720688400470000000,0.000
1720688400480000000,0.111
1720688400490000000,0.102
1720688400500000000,0.000
1720688400510000000,0.000
1720688400520000000,0.096
1720688400530000000,0.040
1720688400540000000,0.098
1720688400550000000,0.000
1720688400560000000,0.000
1720688400570000000,0.000
1720688400580000000,0.000
1720688400590000000,0.132
1720688400600000000,0.000
1720688400610000000,0.054
1720688400620000000,0.000
1720688400630000000,0.025
1720688400640000000,0.026
1720688400650000000,0.221
1720688400660000000,0.000
1720688400670000000,0.000
1720688400680000000,0.000
1720688400690000000,0.000
1720688400700000000,0.135
1720688400710000000,0.072
1720688400720000000,0.000
1720688400730000000,0.000
1720688400740000000,0.000
1720688400750000000,0.068
1720688400760000000,0.017
1720688400770000000,0.216
1720688400780000000,0.000
1720688400790000000,0.000
1720688400800000000,0.226
1720688400810000000,0.000
1720688400820000000,0.043
1720688400830000000,0.077
1720688400840000000,0.030
1720688400850000000,0.000
1720688400860000000,0.000
1720688400870000000,0.000
1720688400880000000,0.000
1720688400890000000,0.204
1720688400900000000,0.061
1720688400910000000,0.317
1720688400920000000,0.180
1720688400930000000,0.213
1720688400940000000,0.246
1720688400950000000,0.367
1720688400960000000,0.065
1720688400970000000,0.311
1720688400980000000,0.174
1720688400990000000,0.000
1720688401000000000,0.007
1720688401010000000,0.000
1720688401020000000,0.175
1720688401030000000,0.000
1720688401040000000,0.081
1720688401050000000,0.133
1720688401060000000,0.095
1720688401070000000,0.000
1720688401080000000,0.000
1720688401090000000,0.000
1720688401100000000,0.000
1720688401110000000,0.000
1720688401120000000,0.000
1720688401130000000,0.000
1720688401140000000,0.060
1720688401150000000,0.000
1720688401160000000,0.114
1720688401170000000,0.144
1720688401180000000,0.172
1720688401190000000,0.033
1720688401200000000,0.114
1720688401210000000,0.229
1720688401220000000,0.047
1720688401230000000,0.000
1720688401240000000,0.073
1720688401250000000,0.072
1720688401260000000,0.180
1720688401270000000,0.211
1720688401280000000,0.036
1720688401290000000,0.117
1720688401300000000,0.272
1720688401310000000,0.000
1720688401320000000,0.000
1720688401330000000,0.000
1720688401340000000,0.139
1720688401350000000,0.450
1720688401360000000,0.000
1720688401370000000,0.000
1720688401380000000,0.109
1720688401390000000,0.216
1720688401400000000,0.000
1720688401410000000,0.000
1720688401420000000,0.000
1720688401430000000,0.000
1720688401440000000,0.000
1720688401450000000,0.057
1720688401460000000,0.255
1720688401470000000,0.047
1720688401480000000,0.027
1720688401490000000,0.000
1720688401500000000,0.000
1720688401510000000,0.131
1720688401520000000,0.040
1720688401530000000,0.123
1720688401540000000,0.000
1720688401550000000,0.369
1720688401560000000,0.107
1720688401570000000,0.000
1720688401580000000,0.084
1720688401590000000,0.000
1720688401600000000,0.000
1720688401610000000,0.177
1720688401620000000,0.246
1720688401630000000,0.148
1720688401640000000,0.000
1720688401650000000,0.078
1720688401660000000,0.102
1720688401670000000,0.197
1720688401680000000,0.209
1720688401690000000,0.126
1720688401700000000,0.107
1720688401710000000,0.000
1720688401720000000,0.000
1720688401730000000,0.010
1720688401740000000,0.000
1720688401750000000,0.076
1720688401760000000,0.018
1720688401770000000,0.000
1720688401780000000,0.094
1720688401790000000,0.100
1720688401800000000,0.090
1720688401810000000,0.000
1720688401820000000,0.109
1720688401830000000,0.000
1720688401840000000,0.000
1720688401850000000,0.000
1720688401860000000,0.281
1720688401870000000,0.000
1720688401880000000,0.091
1720688401890000000,0.000
1720688401900000000,0.000
1720688401910000000,0.000
1720688401920000000,0.000
1720688401930000000,0.162
1720688401940000000,0.097
1720688401950000000,0.501
1720688401960000000,0.021
1720688401970000000,0.000
1720688401980000000,0.000
1720688401990000000,0.000
1720688402000000000,0.131
1720688402009999999,0.068
1720688402020000000,0.000
1720688402029999999,0.400
1720688402040000000,0.035
1720688402049999999,0.143
1720688402060000000,0.303
1720688402069999999,0.430
1720688402080000000,0.781
1720688402089999999,0.000
1720688402100000000,0.020
1720688402109999999,0.357
1720688402120000000,0.269
1720688402130000000,0.446
1720688402140000000,0.000
1720688402150000000,0.479
1720688402160000000,0.220
1720688402170000000,0.000
1720688402180000000,0.755
1720688402190000000,0.000
1720688402200000000,0.400
1720688402210000000,0.000
1720688402220000000,0.091
1720688402230000000,0.000
1720688402240000000,0.225
1720688402250000000,1.009
1720688402260000000,0.115
1720688402270000000,0.498
1720688402280000000,0.000
1720688402290000000,0.366
1720688402300000000,0.353
1720688402310000000,0.000
1720688402320000000,0.309
1720688402330000000,0.127
1720688402340000000,0.499
1720688402350000000,0.200
1720688402360000000,1.234
1720688402370000000,0.424
1720688402380000000,0.192
1720688402390000000,0.198
1720688402400000000,0.061
1720688402410000000,0.581
1720688402420000000,0.000
1720688402430000000,0.803
1720688402440000000,0.541
1720688402450000000,0.064
1720688402460000000,0.025
1720688402470000000,0.387
1720688402480000000,0.392
1720688402490000000,0.578
1720688402500000000,0.769
1720688402510000000,0.301
1720688402520000000,0.000
1720688402530000000,0.000
1720688402540000000,0.000
1720688402550000000,0.239
1720688402560000000,0.699
1720688402570000000,0.827
1720688402580000000,0.811
1720688402590000000,1.135
1720688402600000000,0.553
1720688402610000000,0.381
1720688402620000000,1.046
1720688402630000000,0.416
1720688402640000000,0.437
1720688402650000000,0.515
1720688402660000000,0.452
1720688402670000000,0.689
1720688402680000000,0.791
1720688402690000000,0.384
1720688402700000000,0.348
1720688402710000000,1.057
1720688402720000000,0.813
1720688402730000000,0.369
1720688402740000000,1.004
1720688402750000000,0.964
1720688402760000000,0.442
1720688402770000000,1.420
1720688402780000000,0.944
1720688402790000000,0.726
1720688402800000000,0.567
1720688402810000000,0.737
1720688402820000000,1.388
1720688402830000000,0.459
1720688402840000000,0.386
1720688402850000000,0.189
1720688402860000000,0.630
1720688402870000000,1.263
1720688402880000000,1.106
1720688402890000000,0.709
1720688402900000000,1.090
1720688402910000000,1.050
1720688402920000000,1.096
1720688402930000000,1.111
