timestamp_ns,value_pct
1720947600000000000,0.000
1720947600010000000,0.055
1720947600020000000,0.027
1720947600030000000,0.000
1720947600040000000,0.163
1720947600050000000,0.000
1720947600060000000,0.176
1720947600070000000,0.038
1720947600080000000,0.157
1720947600090000000,0.194
1720947600100000000,0.000
1720947600110000000,0.281
1720947600120000000,0.122
1720947600130000000,0.010
1720947600140000000,0.000
1720947600150000000,0.000
1720947600160000000,0.037
1720947600170000000,0.000
1720947600180000000,0.000
1720947600190000000,0.000
1720947600200000000,0.116
1720947600210000000,0.000
1720947600220000000,0.154
1720947600230000000,0.000
1720947600240000000,0.000
1720947600250000000,0.119
1720947600260000000,0.112
1720947600270000000,0.205
1720947600280000000,0.000
1720947600290000000,0.000
1720947600300000000,0.000
1720947600310000000,0.000
1720947600320000000,0.186
1720947600330000000,0.037
1720947600340000000,0.119
1720947600350000000,0.039
1720947600360000000,0.086
1720947600370000000,0.094
1720947600380000000,0.027
1720947600390000000,0.000
1720947600400000000,0.000
1720947600410000000,0.000
1720947600420000000,0.000
1720947600430000000,0.094
1720947600440000000,0.000
1720947600450000000,0.000
1720947600460000000,0.000
1720947600470000000,0.081
1720947600480000000,0.000
1720947600490000000,0.125
1720947600500000000,0.011
1720947600510000000,0.000
1720947600520000000,0.000
1720947600530000000,0.089
1720947600540000000,0.026
1720947600550000000,0.000
1720947600560000000,0.011
1720947600570000000,0.000
1720947600580000000,0.000
1720947600590000000,0.063
1720947600600000000,0.000
1720947600610000000,0.000
1720947600620000000,0.041
1720947600630000000,0.012
1720947600640000000,0.011
1720947600650000000,0.139
1720947600660000000,0.081
1720947600670000000,0.086
1720947600680000000,0.158
1720947600690000000,0.171
1720947600700000000,0.024
1720947600710000000,0.033
1720947600720000000,0.109
1720947600730000000,0.000
1720947600740000000,0.000
1720947600750000000,0.000
1720947600760000000,0.000
1720947600770000000,0.088
1720947600780000000,0.054
1720947600790000000,0.000
1720947600800000000,0.000
1720947600810000000,0.000
1720947600820000000,0.127
1720947600830000000,0.007
1720947600840000000,0.000
1720947600850000000,0.049
1720947600860000000,0.155
1720947600870000000,0.000
1720947600880000000,0.000
1720947600890000000,0.132
1720947600900000000,0.018
1720947600910000000,0.081
1720947600920000000,0.000
1720947600930000000,0.021
1720947600940000000,0.127
1720947600950000000,0.000
1720947600960000000,0.000
1720947600970000000,0.024
1720947600980000000,0.024
1720947600990000000,0.000
1720947601000000000,0.191
1720947601010000000,0.060
1720947601020000000,0.171
1720947601030000000,0.000
1720947601040000000,0.000
1720947601050000000,0.061
1720947601060000000,0.021
1720947601070000000,0.000
1720947601080000000,0.098
1720947601090000000,0.082
1720947601100000000,0.101
1720947601110000000,0.000
1720947601120000000,0.028
1720947601130000000,0.000
1720947601140000000,0.055
1720947601150000000,0.000
1720947601160000000,0.000
1720947601170000000,0.157
1720947601180000000,0.084
1720947601190000000,0.000
1720947601200000000,0.132
1720947601210000000,0.083
1720947601220000000,0.000
1720947601230000000,0.039
1720947601240000000,0.000
1720947601250000000,0.000
1720947601260000000,0.026
1720947601270000000,0.045
1720947601280000000,0.000
1720947601290000000,0.000
1720947601300000000,0.032
1720947601310000000,0.000
1720947601320000000,0.000
1720947601330000000,0.116
1720947601340000000,0.000
1720947601350000000,0.185
1720947601360000000,0.243
1720947601370000000,0.000
1720947601380000000,0.062
1720947601390000000,0.184
1720947601400000000,0.136
1720947601410000000,0.145
1720947601420000000,0.000
1720947601430000000,0.000
1720947601440000000,0.000
1720947601450000000,0.000
1720947601460000000,0.000
1720947601470000000,0.012
1720947601480000000,0.174
1720947601490000000,0.159
1720947601500000000,0.005
1720947601510000000,0.000
1720947601520000000,0.000
1720947601530000000,0.109
1720947601540000000,0.102
1720947601550000000,0.024
1720947601560000000,0.039
1720947601570000000,0.167
1720947601580000000,0.000
1720947601590000000,0.096
1720947601600000000,0.000
1720947601610000000,0.180
1720947601620000000,0.245
1720947601630000000,0.000
1720947601640000000,0.079
1720947601650000000,0.083
1720947601660000000,0.000
1720947601670000000,0.299
1720947601680000000,0.000
1720947601690000000,0.031
1720947601700000000,0.097
1720947601710000000,0.000
1720947601720000000,0.007
1720947601730000000,0.000
1720947601740000000,0.000
1720947601750000000,0.203
1720947601760000000,0.000
1720947601770000000,0.000
1720947601780000000,0.206
1720947601790000000,0.056
1720947601800000000,0.062
1720947601810000000,0.000
1720947601820000000,0.000
1720947601830000000,0.000
1720947601840000000,0.032
1720947601850000000,0.000
1720947601860000000,0.000
1720947601870000000,0.000
1720947601880000000,0.000
1720947601890000000,0.071
1720947601900000000,0.162
1720947601910000000,0.000
1720947601920000000,0.162
1720947601930000000,0.000
1720947601940000000,0.000
1720947601950000000,0.106
1720947601960000000,0.000
1720947601970000000,0.000
1720947601980000000,0.146
1720947601990000000,0.141
1720947602000000000,0.000
1720947602009999999,0.164
1720947602020000000,0.064
1720947602029999999,0.485
1720947602040000000,0.308
1720947602049999999,1.091
1720947602060000000,0.992
1720947602069999999,1.328
1720947602080000000,1.696
1720947602089999999,2.402
1720947602100000000,2.289
1720947602109999999,2.738
1720947602120000000,2.429
1720947602130000000,3.148
1720947602140000000,2.952
1720947602150000000,2.969
1720947602160000000,3.215
1720947602170000000,3.070
1720947602180000000,3.436
1720947602190000000,4.083
1720947602200000000,4.010
1720947602210000000,4.849
1720947602220000000,4.503
1720947602230000000,5.046
1720947602240000000,4.195
1720947602250000000,5.014
1720947602260000000,5.564
1720947602270000000,5.622
1720947602280000000,5.869
1720947602290000000,5.475
1720947602300000000,6.272
1720947602310000000,6.066
1720947602320000000,6.482
1720947602330000000,6.368
1720947602340000000,6.480
1720947602350000000,6.613
1720947602360000000,6.740
1720947602370000000,7.111
1720947602380000000,7.822
1720947602390000000,7.757
1720947602400000000,8.072
1720947602410000000,8.076
1720947602420000000,7.743
1720947602430000000,8.928
1720947602440000000,8.100
1720947602450000000,9.247
1720947602460000000,9.124
1720947602470000000,9.780
1720947602480000000,10.128
1720947602490000000,9.583
1720947602500000000,10.015
1720947602510000000,9.746
1720947602520000000,10.221
1720947602530000000,9.988
1720947602540000000,10.988
1720947602550000000,11.110
1720947602560000000,11.007
1720947602570000000,11.736
1720947602580000000,11.352
1720947602590000000,11.719
1720947602600000000,11.985
1720947602610000000,12.473
1720947602620000000,12.253
1720947602630000000,12.600
1720947602640000000,12.130
1720947602650000000,13.003
1720947602660000000,13.582
1720947602670000000,13.570
1720947602680000000,13.474
1720947602690000000,13.525
1720947602700000000,13.287
1720947602710000000,14.419
1720947602720000000,14.151
1720947602730000000,15.270
1720947602740000000,15.037
1720947602750000000,15.221
1720947602760000000,15.249
1720947602770000000,15.234
1720947602780000000,15.644
1720947602790000000,16.211
1720947602800000000,15.818
1720947602810000000,15.887
1720947602820000000,16.241
1720947602830000000,16.543
1720947602840000000,16.822
1720947602850000000,16.891
1720947602860000000,17.292
1720947602870000000,17.180
1720947602880000000,17.268
1720947602890000000,17.800
1720947602900000000,17.968
1720947602910000000,17.714
1720947602920000000,17.924
1720947602930000000,18.751
1720947602940000000,18.684
1720947602950000000,19.140
1720947602960000000,18.925
1720947602970000000,19.082
1720947602980000000,19.504
1720947602990000000,19.540
1720947603000000000,22.595
1720947603010000000,23.160
1720947603020000000,23.433
1720947603030000000,23.520
1720947603040000000,23.152
1720947603050000000,23.444
1720947603060000000,23.302
1720947603070000000,23.821
1720947603080000000,23.629
1720947603090000000,23.497
1720947603100000000,23.324
1720947603110000000,23.542
1720947603120000000,23.718
1720947603130000000,23.724
1720947603140000000,23.841
1720947603150000000,23.527
1720947603160000000,23.810
1720947603170000000,23.630
1720947603180000000,24.187
1720947603190000000,23.756
1720947603200000000,24.243
1720947603210000000,23.812
1720947603220000000,23.723
1720947603230000000,23.979
1720947603240000000,23.502
1720947603250000000,24.327
1720947603260000000,23.941
1720947603270000000,24.832
1720947603280000000,24.439
1720947603290000000,24.181
1720947603300000000,24.232
1720947603310000000,24.787
1720947603320000000,24.466
1720947603330000000,24.867
1720947603340000000,24.637
