timestamp_ns,value_degC
1721206800000000000,-0.689
1721206800010000000,0.915
1721206800020000000,-3.054
1721206800030000000,0.303
1721206800040000000,-0.919
1721206800050000000,-2.424
1721206800060000000,-0.337
1721206800070000000,-0.524
1721206800080000000,0.171
1721206800090000000,0.958
1721206800100000000,1.364
1721206800110000000,-0.675
1721206800120000000,1.299
1721206800130000000,0.592
1721206800140000000,-1.187
1721206800150000000,-0.425
1721206800160000000,1.440
1721206800170000000,0.558
1721206800180000000,0.330
1721206800190000000,1.508
1721206800200000000,-2.097
1721206800210000000,-1.293
1721206800220000000,0.473
1721206800230000000,-1.550
1721206800240000000,1.597
1721206800250000000,1.765
1721206800260000000,2.190
1721206800270000000,-0.371
1721206800280000000,-0.078
1721206800290000000,1.564
1721206800300000000,0.509
1721206800310000000,0.038
1721206800320000000,-0.307
1721206800330000000,-0.309
1721206800340000000,-0.081
1721206800350000000,0.149
1721206800360000000,1.111
1721206800370000000,-0.930
1721206800380000000,2.561
1721206800390000000,1.304
1721206800400000000,-0.855
1721206800410000000,-1.267
1721206800420000000,-1.382
1721206800430000000,0.692
1721206800440000000,-0.451
1721206800450000000,1.283
1721206800460000000,-0.236
1721206800470000000,0.184
1721206800480000000,-1.486
1721206800490000000,1.230
1721206800500000000,0.766
1721206800510000000,-0.966
1721206800520000000,-0.229
1721206800530000000,-0.622
1721206800540000000,0.012
1721206800550000000,-1.549
1721206800560000000,-0.648
1721206800570000000,-0.098
1721206800580000000,1.372
1721206800590000000,1.973
1721206800600000000,-0.354
1721206800610000000,1.002
1721206800620000000,0.003
1721206800630000000,1.097
1721206800640000000,0.909
1721206800650000000,1.212
1721206800660000000,0.787
1721206800670000000,-0.028
1721206800680000000,1.710
1721206800690000000,0.169
1721206800700000000,-0.593
1721206800710000000,1.343
1721206800720000000,-0.222
1721206800730000000,0.753
1721206800740000000,-0.543
1721206800750000000,0.687
1721206800760000000,0.425
1721206800770000000,-0.002
1721206800780000000,0.517
1721206800790000000,-0.212
1721206800800000000,1.463
1721206800810000000,-1.171
1721206800820000000,-0.499
1721206800830000000,1.190
1721206800840000000,-1.067
1721206800850000000,0.129
1721206800860000000,-0.543
1721206800870000000,-1.947
1721206800880000000,0.442
1721206800890000000,-0.297
1721206800900000000,0.851
1721206800910000000,0.568
1721206800920000000,0.812
1721206800930000000,0.226
1721206800940000000,-0.377
1721206800950000000,-1.265
1721206800960000000,-1.193
1721206800970000000,1.151
1721206800980000000,0.102
1721206800990000000,0.893
1721206801000000000,-0.686
1721206801010000000,-1.603
1721206801020000000,1.107
1721206801030000000,-0.398
1721206801040000000,-0.289
1721206801050000000,1.192
1721206801060000000,-0.453
1721206801070000000,1.892
1721206801080000000,-0.514
1721206801090000000,-1.202
1721206801100000000,-1.202
1721206801110000000,-0.369
1721206801120000000,-0.581
1721206801130000000,-0.397
1721206801140000000,-0.599
1721206801150000000,-2.262
1721206801160000000,0.574
1721206801170000000,1.127
1721206801180000000,0.945
1721206801190000000,-0.515
1721206801200000000,-0.663
1721206801210000000,0.921
1721206801220000000,-0.493
1721206801230000000,-1.166
1721206801240000000,0.388
1721206801250000000,0.387
1721206801260000000,0.753
1721206801270000000,-0.857
1721206801280000000,-0.127
1721206801290000000,-0.413
1721206801300000000,-1.208
1721206801310000000,0.031
1721206801320000000,-0.195
1721206801330000000,0.271
1721206801340000000,-1.377
1721206801350000000,-2.366
