timestamp_ns,value_kN
1721725200000000000,0.145
1721725200010000000,0.157
1721725200020000000,0.000
1721725200030000000,0.000
1721725200040000000,0.000
1721725200050000000,0.089
1721725200060000000,0.000
1721725200070000000,0.000
1721725200080000000,0.000
1721725200090000000,0.000
1721725200100000000,0.000
1721725200110000000,0.152
1721725200120000000,0.017
1721725200130000000,0.000
1721725200140000000,0.011
1721725200150000000,0.063
1721725200160000000,0.000
1721725200170000000,0.251
1721725200180000000,0.023
1721725200190000000,0.000
1721725200200000000,0.019
1721725200210000000,0.190
1721725200220000000,0.000
1721725200230000000,0.105
1721725200240000000,0.119
1721725200250000000,0.000
1721725200260000000,0.021
1721725200270000000,0.000
1721725200280000000,0.000
1721725200290000000,0.017
1721725200300000000,0.000
1721725200310000000,0.136
1721725200320000000,0.113
1721725200330000000,0.101
1721725200340000000,0.151
1721725200350000000,0.000
1721725200360000000,0.043
1721725200370000000,0.000
1721725200380000000,0.000
1721725200390000000,0.046
1721725200400000000,0.000
1721725200410000000,0.088
1721725200420000000,0.000
1721725200430000000,0.000
1721725200440000000,0.017
1721725200450000000,0.011
1721725200460000000,0.000
1721725200470000000,0.078
1721725200480000000,0.239
1721725200490000000,0.013
1721725200500000000,0.000
1721725200510000000,0.049
1721725200520000000,0.237
1721725200530000000,0.000
1721725200540000000,0.000
1721725200550000000,0.000
1721725200560000000,0.000
1721725200570000000,0.091
1721725200580000000,0.000
1721725200590000000,0.000
1721725200600000000,0.000
1721725200610000000,0.000
1721725200620000000,0.000
1721725200630000000,0.012
1721725200640000000,0.045
1721725200650000000,0.000
1721725200660000000,0.211
1721725200670000000,0.057
1721725200680000000,0.000
1721725200690000000,0.000
1721725200700000000,0.000
1721725200710000000,0.000
1721725200720000000,0.002
1721725200730000000,0.000
1721725200740000000,0.114
1721725200750000000,0.000
1721725200760000000,0.000
1721725200770000000,0.000
1721725200780000000,0.114
1721725200790000000,0.000
1721725200800000000,0.044
1721725200810000000,0.035
1721725200820000000,0.000
1721725200830000000,0.109
1721725200840000000,0.059
1721725200850000000,0.000
1721725200860000000,0.000
1721725200870000000,0.152
1721725200880000000,0.083
1721725200890000000,0.000
1721725200900000000,0.053
1721725200910000000,0.053
1721725200920000000,0.040
1721725200930000000,0.094
1721725200940000000,0.000
1721725200950000000,0.000
1721725200960000000,0.000
1721725200970000000,0.000
1721725200980000000,0.043
1721725200990000000,0.000
1721725201000000000,0.061
1721725201010000000,0.000
1721725201020000000,0.000
1721725201030000000,0.013
1721725201040000000,0.098
1721725201050000000,0.042
1721725201060000000,0.000
1721725201070000000,0.000
1721725201080000000,0.117
1721725201090000000,0.260
1721725201100000000,0.066
1721725201110000000,0.003
1721725201120000000,0.055
1721725201130000000,0.106
1721725201140000000,0.195
1721725201150000000,0.000
1721725201160000000,0.000
1721725201170000000,0.065
1721725201180000000,0.000
1721725201190000000,0.000
1721725201200000000,0.000
1721725201210000000,0.000
1721725201220000000,0.030
1721725201230000000,0.024
1721725201240000000,0.000
