timestamp_ns,value_kg/s
1722502800000000000,0.000
1722502800010000000,0.000
1722502800020000000,0.033
1722502800030000000,0.016
1722502800040000000,0.012
1722502800050000000,0.000
1722502800060000000,0.000
1722502800070000000,0.000
1722502800080000000,0.000
1722502800090000000,0.000
1722502800100000000,0.000
1722502800110000000,0.012
1722502800120000000,0.000
1722502800130000000,0.030
1722502800140000000,0.012
1722502800150000000,0.017
1722502800160000000,0.000
1722502800170000000,0.030
1722502800180000000,0.040
1722502800190000000,0.049
1722502800200000000,0.015
1722502800210000000,0.008
1722502800220000000,0.041
1722502800230000000,0.000
1722502800240000000,0.026
1722502800250000000,0.000
1722502800260000000,0.021
1722502800270000000,0.000
1722502800280000000,0.015
1722502800290000000,0.023
1722502800300000000,0.011
1722502800310000000,0.000
1722502800320000000,0.000
1722502800330000000,0.000
1722502800340000000,0.010
1722502800350000000,0.000
1722502800360000000,0.000
1722502800370000000,0.000
1722502800380000000,0.000
1722502800390000000,0.000
1722502800400000000,0.000
1722502800410000000,0.000
1722502800420000000,0.000
1722502800430000000,0.000
1722502800440000000,0.013
1722502800450000000,0.000
1722502800460000000,0.005
1722502800470000000,0.034
1722502800480000000,0.000
1722502800490000000,0.003
1722502800500000000,0.000
1722502800510000000,0.000
1722502800520000000,0.000
1722502800530000000,0.001
1722502800540000000,0.016
1722502800550000000,0.000
1722502800560000000,0.000
1722502800570000000,0.011
1722502800580000000,0.000
1722502800590000000,0.000
1722502800600000000,0.000
1722502800610000000,0.021
1722502800620000000,0.011
1722502800630000000,0.031
1722502800640000000,0.000
1722502800650000000,0.005
1722502800660000000,0.000
1722502800670000000,0.018
1722502800680000000,0.000
1722502800690000000,0.000
1722502800700000000,0.000
1722502800710000000,0.000
1722502800720000000,0.000
1722502800730000000,0.016
1722502800740000000,0.007
1722502800750000000,0.003
1722502800760000000,0.000
1722502800770000000,0.000
1722502800780000000,0.004
1722502800790000000,0.010
1722502800800000000,0.060
1722502800810000000,0.013
1722502800820000000,0.000
1722502800830000000,0.000
1722502800840000000,0.017
1722502800850000000,0.000
1722502800860000000,0.000
1722502800870000000,0.000
1722502800880000000,0.000
1722502800890000000,0.016
1722502800900000000,0.000
1722502800910000000,0.000
1722502800920000000,0.000
1722502800930000000,0.000
1722502800940000000,0.006
1722502800950000000,0.006
1722502800960000000,0.008
1722502800970000000,0.013
1722502800980000000,0.050
1722502800990000000,0.000
1722502801000000000,0.000
1722502801010000000,0.010
1722502801020000000,0.003
1722502801030000000,0.000
1722502801040000000,0.000
1722502801050000000,0.001
1722502801060000000,0.000
1722502801070000000,0.000
1722502801080000000,0.000
1722502801090000000,0.000
1722502801100000000,0.000
1722502801110000000,0.012
1722502801120000000,0.007
1722502801130000000,0.000
1722502801140000000,0.000
1722502801150000000,0.000
1722502801160000000,0.010
1722502801170000000,0.000
1722502801180000000,0.003
1722502801190000000,0.000
1722502801200000000,0.001
1722502801210000000,0.000
1722502801220000000,0.000
1722502801230000000,0.007
1722502801240000000,0.000
1722502801250000000,0.017
1722502801260000000,0.000
1722502801270000000,0.000
1722502801280000000,0.012
1722502801290000000,0.000
1722502801300000000,0.000
1722502801310000000,0.000
1722502801320000000,0.000
1722502801330000000,0.000
1722502801340000000,0.000
1722502801350000000,0.024
