timestamp_ns,value_degC
1722243600000000000,-0.524
1722243600010000000,1.431
1722243600020000000,-0.508
1722243600030000000,-0.481
1722243600040000000,-0.782
1722243600050000000,1.170
1722243600060000000,-0.709
1722243600070000000,-0.382
1722243600080000000,-1.503
1722243600090000000,0.580
1722243600100000000,-0.733
1722243600110000000,1.329
1722243600120000000,-0.004
1722243600130000000,-2.246
1722243600140000000,-0.213
1722243600150000000,0.571
1722243600160000000,-0.521
1722243600170000000,0.189
1722243600180000000,0.053
1722243600190000000,1.521
1722243600200000000,-0.831
1722243600210000000,1.531
1722243600220000000,-0.688
1722243600230000000,-0.183
1722243600240000000,-0.084
1722243600250000000,0.603
1722243600260000000,0.919
1722243600270000000,0.438
1722243600280000000,1.897
1722243600290000000,0.597
1722243600300000000,0.101
1722243600310000000,-0.540
1722243600320000000,-0.091
1722243600330000000,-0.123
1722243600340000000,-0.469
1722243600350000000,0.701
1722243600360000000,-0.108
1722243600370000000,-0.232
1722243600380000000,-0.100
1722243600390000000,0.890
1722243600400000000,1.013
1722243600410000000,-0.658
1722243600420000000,0.301
1722243600430000000,-0.479
1722243600440000000,-0.608
1722243600450000000,-1.553
1722243600460000000,0.952
1722243600470000000,0.914
1722243600480000000,1.033
1722243600490000000,0.804
1722243600500000000,-0.613
1722243600510000000,1.885
1722243600520000000,-1.018
1722243600530000000,-1.219
1722243600540000000,0.503
1722243600550000000,-0.006
1722243600560000000,-0.254
1722243600570000000,0.346
1722243600580000000,-0.817
1722243600590000000,0.234
1722243600600000000,0.055
1722243600610000000,1.429
1722243600620000000,0.252
1722243600630000000,0.301
1722243600640000000,0.979
1722243600650000000,1.172
1722243600660000000,0.227
1722243600670000000,-0.636
1722243600680000000,-0.847
1722243600690000000,0.450
1722243600700000000,-1.040
1722243600710000000,0.012
1722243600720000000,0.102
1722243600730000000,1.618
1722243600740000000,0.304
1722243600750000000,0.643
1722243600760000000,-1.657
1722243600770000000,1.336
1722243600780000000,-0.088
1722243600790000000,-0.137
1722243600800000000,-1.106
1722243600810000000,1.847
1722243600820000000,-1.322
1722243600830000000,0.523
1722243600840000000,0.093
1722243600850000000,-0.518
1722243600860000000,-0.566
1722243600870000000,0.128
1722243600880000000,-1.784
1722243600890000000,-0.106
1722243600900000000,-0.427
1722243600910000000,-0.604
1722243600920000000,1.236
1722243600930000000,-0.812
1722243600940000000,0.749
1722243600950000000,-1.322
1722243600960000000,0.791
1722243600970000000,0.821
1722243600980000000,-0.126
1722243600990000000,0.696
1722243601000000000,-0.249
1722243601010000000,-0.602
1722243601020000000,-0.794
1722243601030000000,0.318
1722243601040000000,-0.741
1722243601050000000,-0.443
1722243601060000000,0.173
1722243601070000000,-1.921
1722243601080000000,1.570
1722243601090000000,1.769
1722243601100000000,-1.257
1722243601110000000,-0.479
1722243601120000000,-1.656
1722243601130000000,-0.824
1722243601140000000,-0.629
1722243601150000000,0.650
1722243601160000000,1.168
1722243601170000000,-2.318
1722243601180000000,0.873
1722243601190000000,0.910
1722243601200000000,-0.855
1722243601210000000,-0.135
1722243601220000000,0.515
1722243601230000000,-0.720
1722243601240000000,-1.427
1722243601250000000,0.546
1722243601260000000,-0.456
1722243601270000000,1.300
1722243601280000000,0.072
1722243601290000000,-0.233
1722243601300000000,-0.200
1722243601310000000,-0.541
1722243601320000000,0.070
1722243601330000000,0.008
1722243601340000000,-1.210
1722243601350000000,-1.281
1722243601360000000,1.006
1722243601370000000,-0.682
1722243601380000000,-1.132
1722243601390000000,0.984
1722243601400000000,-0.221
1722243601410000000,0.713
1722243601420000000,-0.357
1722243601430000000,0.031
1722243601440000000,-1.846
1722243601450000000,0.395
1722243601460000000,0.857
1722243601470000000,0.183
1722243601480000000,-1.084
1722243601490000000,0.389
1722243601500000000,0.086
1722243601510000000,1.905
1722243601520000000,1.704
1722243601530000000,2.416
1722243601540000000,0.354
1722243601550000000,0.033
1722243601560000000,0.474
1722243601570000000,-0.097
1722243601580000000,0.328
1722243601590000000,0.611
1722243601600000000,-0.013
1722243601610000000,0.101
1722243601620000000,-0.107
1722243601630000000,-1.888
1722243601640000000,0.981
1722243601650000000,0.027
1722243601660000000,-0.284
1722243601670000000,1.734
1722243601680000000,0.060
1722243601690000000,1.068
1722243601700000000,-1.252
1722243601710000000,-0.577
1722243601720000000,1.399
1722243601730000000,-0.074
1722243601740000000,-1.481
1722243601750000000,3.127
1722243601760000000,1.311
1722243601770000000,-0.857
1722243601780000000,0.074
1722243601790000000,0.844
1722243601800000000,-1.240
1722243601810000000,1.680
1722243601820000000,-0.448
1722243601830000000,0.672
1722243601840000000,0.356
1722243601850000000,-0.956
1722243601860000000,-1.275
1722243601870000000,0.747
1722243601880000000,-0.206
1722243601890000000,-1.958
1722243601900000000,0.653
1722243601910000000,-0.027
1722243601920000000,-0.102
1722243601930000000,2.021
1722243601940000000,-1.156
1722243601950000000,-0.265
1722243601960000000,-1.155
1722243601970000000,0.145
1722243601980000000,-0.946
1722243601990000000,1.095
1722243602000000000,-3.426
1722243602009999999,0.651
1722243602020000000,-1.106
1722243602029999999,0.464
1722243602040000000,4.839
1722243602049999999,1.795
1722243602060000000,2.552
1722243602069999999,4.712
1722243602080000000,7.856
1722243602089999999,9.479
1722243602100000000,2.751
1722243602109999999,7.276
1722243602120000000,9.966
1722243602130000000,4.424
1722243602140000000,4.532
1722243602150000000,7.088
1722243602160000000,7.458
1722243602170000000,15.188
1722243602180000000,13.117
1722243602190000000,11.830
1722243602200000000,10.024
1722243602210000000,12.614
1722243602220000000,14.129
1722243602230000000,14.207
1722243602240000000,14.927
1722243602250000000,14.574
1722243602260000000,14.933
1722243602270000000,15.721
1722243602280000000,18.856
1722243602290000000,21.362
1722243602300000000,17.345
1722243602310000000,17.289
1722243602320000000,20.418
1722243602330000000,22.963
1722243602340000000,18.308
1722243602350000000,20.535
1722243602360000000,23.348
1722243602370000000,28.497
1722243602380000000,25.605
1722243602390000000,27.474
1722243602400000000,21.839
1722243602410000000,26.599
1722243602420000000,24.970
1722243602430000000,28.387
1722243602440000000,29.103
1722243602450000000,27.993
1722243602460000000,28.451
1722243602470000000,32.133
1722243602480000000,30.746
1722243602490000000,32.824
1722243602500000000,31.487
1722243602510000000,31.202
1722243602520000000,33.161
1722243602530000000,34.473
1722243602540000000,32.621
1722243602550000000,30.157
1722243602560000000,37.251
1722243602570000000,34.892
1722243602580000000,32.653
1722243602590000000,40.596
1722243602600000000,39.860
1722243602610000000,44.091
1722243602620000000,40.763
1722243602630000000,41.854
1722243602640000000,37.765
1722243602650000000,43.877
1722243602660000000,36.954
1722243602670000000,46.526
1722243602680000000,43.257
1722243602690000000,42.858
1722243602700000000,40.412
1722243602710000000,48.596
1722243602720000000,41.961
1722243602730000000,45.317
1722243602740000000,48.398
1722243602750000000,45.483
1722243602760000000,48.123
1722243602770000000,46.438
1722243602780000000,48.126
1722243602790000000,51.184
1722243602800000000,55.772
1722243602810000000,52.796
1722243602820000000,52.754
1722243602830000000,50.719
1722243602840000000,55.085
1722243602850000000,60.452
1722243602860000000,50.885
1722243602870000000,55.267
1722243602880000000,54.393
1722243602890000000,54.917
1722243602900000000,57.856
1722243602910000000,60.342
1722243602920000000,53.040
1722243602930000000,62.546
1722243602940000000,58.309
1722243602950000000,60.152
1722243602960000000,58.974
1722243602970000000,62.157
1722243602980000000,62.916
1722243602990000000,64.625
1722243603000000000,72.075
1722243603010000000,68.030
1722243603020000000,69.642
1722243603030000000,67.869
1722243603040000000,72.852
1722243603050000000,69.658
1722243603060000000,66.878
1722243603070000000,69.249
1722243603080000000,68.973
1722243603090000000,69.207
1722243603100000000,70.501
1722243603110000000,66.997
1722243603120000000,71.009
1722243603130000000,74.261
1722243603140000000,69.841
1722243603150000000,68.734
1722243603160000000,69.455
1722243603170000000,70.160
1722243603180000000,70.798
1722243603190000000,71.134
1722243603200000000,66.540
1722243603210000000,72.281
1722243603220000000,71.199
1722243603230000000,63.799
1722243603240000000,65.734
1722243603250000000,74.042
1722243603260000000,74.080
1722243603270000000,71.074
1722243603280000000,68.600
1722243603290000000,70.053
1722243603300000000,73.670
