timestamp_ns,value_pct
1722502800000000000,0.000
1722502800010000000,0.090
1722502800020000000,0.000
1722502800030000000,0.000
1722502800040000000,0.068
1722502800050000000,0.000
1722502800060000000,0.000
1722502800070000000,0.018
1722502800080000000,0.087
1722502800090000000,0.000
1722502800100000000,0.044
1722502800110000000,0.058
1722502800120000000,0.000
1722502800130000000,0.028
1722502800140000000,0.000
1722502800150000000,0.241
1722502800160000000,0.091
1722502800170000000,0.000
1722502800180000000,0.000
1722502800190000000,0.141
1722502800200000000,0.167
1722502800210000000,0.000
1722502800220000000,0.027
1722502800230000000,0.000
1722502800240000000,0.000
1722502800250000000,0.060
1722502800260000000,0.166
1722502800270000000,0.374
1722502800280000000,0.000
1722502800290000000,0.000
1722502800300000000,0.000
1722502800310000000,0.000
1722502800320000000,0.047
1722502800330000000,0.016
1722502800340000000,0.036
1722502800350000000,0.056
1722502800360000000,0.000
1722502800370000000,0.000
1722502800380000000,0.125
1722502800390000000,0.000
1722502800400000000,0.000
1722502800410000000,0.000
1722502800420000000,0.123
1722502800430000000,0.000
1722502800440000000,0.111
1722502800450000000,0.116
1722502800460000000,0.044
1722502800470000000,0.050
1722502800480000000,0.018
1722502800490000000,0.000
1722502800500000000,0.000
1722502800510000000,0.000
1722502800520000000,0.000
1722502800530000000,0.000
1722502800540000000,0.037
1722502800550000000,0.000
1722502800560000000,0.000
1722502800570000000,0.000
1722502800580000000,0.018
1722502800590000000,0.000
1722502800600000000,0.000
1722502800610000000,0.087
1722502800620000000,0.032
1722502800630000000,0.032
1722502800640000000,0.142
1722502800650000000,0.043
1722502800660000000,0.099
1722502800670000000,0.000
1722502800680000000,0.123
1722502800690000000,0.000
1722502800700000000,0.031
1722502800710000000,0.221
1722502800720000000,0.000
1722502800730000000,0.000
1722502800740000000,0.000
1722502800750000000,0.071
1722502800760000000,0.000
1722502800770000000,0.099
1722502800780000000,0.047
1722502800790000000,0.021
1722502800800000000,0.084
1722502800810000000,0.078
1722502800820000000,0.003
1722502800830000000,0.034
1722502800840000000,0.000
1722502800850000000,0.000
1722502800860000000,0.058
1722502800870000000,0.000
1722502800880000000,0.017
1722502800890000000,0.000
1722502800900000000,0.120
1722502800910000000,0.000
1722502800920000000,0.000
1722502800930000000,0.000
1722502800940000000,0.262
1722502800950000000,0.018
1722502800960000000,0.119
1722502800970000000,0.212
1722502800980000000,0.000
1722502800990000000,0.022
1722502801000000000,0.079
1722502801010000000,0.122
1722502801020000000,0.140
1722502801030000000,0.032
1722502801040000000,0.016
1722502801050000000,0.025
1722502801060000000,0.000
1722502801070000000,0.010
1722502801080000000,0.000
1722502801090000000,0.000
1722502801100000000,0.000
1722502801110000000,0.139
1722502801120000000,0.000
1722502801130000000,0.072
1722502801140000000,0.017
1722502801150000000,0.054
1722502801160000000,0.009
1722502801170000000,0.034
1722502801180000000,0.000
1722502801190000000,0.000
1722502801200000000,0.000
1722502801210000000,0.000
1722502801220000000,0.000
1722502801230000000,0.049
1722502801240000000,0.114
1722502801250000000,0.170
1722502801260000000,0.000
1722502801270000000,0.017
1722502801280000000,0.035
1722502801290000000,0.019
1722502801300000000,0.070
1722502801310000000,0.122
1722502801320000000,0.270
1722502801330000000,0.000
1722502801340000000,0.201
1722502801350000000,0.000
1722502801360000000,0.000
1722502801370000000,0.000
1722502801380000000,0.000
1722502801390000000,0.000
1722502801400000000,0.027
1722502801410000000,0.167
1722502801420000000,0.059
1722502801430000000,0.000
1722502801440000000,0.049
1722502801450000000,0.000
1722502801460000000,0.000
1722502801470000000,0.106
1722502801480000000,0.000
1722502801490000000,0.000
1722502801500000000,0.000
1722502801510000000,0.157
1722502801520000000,0.099
1722502801530000000,0.062
1722502801540000000,0.000
1722502801550000000,0.000
1722502801560000000,0.216
1722502801570000000,0.000
1722502801580000000,0.168
1722502801590000000,0.191
1722502801600000000,0.000
1722502801610000000,0.000
1722502801620000000,0.078
1722502801630000000,0.117
1722502801640000000,0.000
1722502801650000000,0.000
1722502801660000000,0.048
1722502801670000000,0.000
1722502801680000000,0.000
1722502801690000000,0.000
1722502801700000000,0.000
1722502801710000000,0.082
1722502801720000000,0.046
1722502801730000000,0.097
1722502801740000000,0.162
1722502801750000000,0.000
1722502801760000000,0.000
1722502801770000000,0.185
1722502801780000000,0.028
1722502801790000000,0.000
1722502801800000000,0.000
1722502801810000000,0.000
1722502801820000000,0.000
1722502801830000000,0.034
1722502801840000000,0.000
1722502801850000000,0.000
1722502801860000000,0.000
1722502801870000000,0.000
1722502801880000000,0.063
1722502801890000000,0.000
1722502801900000000,0.177
1722502801910000000,0.132
1722502801920000000,0.093
1722502801930000000,0.219
1722502801940000000,0.103
1722502801950000000,0.000
1722502801960000000,0.050
1722502801970000000,0.058
1722502801980000000,0.000
1722502801990000000,0.091
1722502802000000000,0.000
1722502802009999999,0.667
1722502802020000000,0.000
1722502802029999999,0.933
1722502802040000000,1.103
1722502802049999999,0.868
1722502802060000000,0.856
1722502802069999999,1.224
1722502802080000000,1.882
1722502802089999999,1.813
1722502802100000000,2.080
1722502802109999999,1.979
1722502802120000000,2.533
1722502802130000000,2.331
1722502802140000000,2.590
1722502802150000000,2.821
1722502802160000000,3.334
1722502802170000000,3.710
1722502802180000000,3.448
1722502802190000000,3.466
1722502802200000000,3.804
1722502802210000000,4.081
1722502802220000000,4.224
1722502802230000000,4.893
1722502802240000000,4.923
1722502802250000000,5.319
1722502802260000000,5.712
1722502802270000000,5.686
1722502802280000000,5.775
1722502802290000000,5.484
1722502802300000000,5.876
1722502802310000000,6.088
1722502802320000000,6.394
1722502802330000000,6.380
1722502802340000000,7.263
1722502802350000000,7.272
1722502802360000000,7.684
1722502802370000000,7.396
1722502802380000000,7.614
1722502802390000000,8.026
1722502802400000000,8.181
1722502802410000000,8.112
1722502802420000000,8.348
1722502802430000000,8.807
1722502802440000000,8.547
1722502802450000000,8.815
1722502802460000000,8.884
1722502802470000000,9.565
1722502802480000000,9.458
1722502802490000000,10.059
1722502802500000000,10.234
1722502802510000000,10.466
1722502802520000000,10.972
1722502802530000000,10.115
1722502802540000000,10.704
1722502802550000000,10.948
1722502802560000000,11.644
1722502802570000000,10.886
1722502802580000000,11.733
1722502802590000000,11.580
1722502802600000000,12.355
1722502802610000000,12.315
1722502802620000000,12.424
1722502802630000000,12.407
1722502802640000000,13.530
1722502802650000000,12.958
1722502802660000000,13.027
1722502802670000000,13.237
1722502802680000000,13.507
1722502802690000000,13.622
1722502802700000000,14.043
1722502802710000000,13.937
1722502802720000000,14.691
1722502802730000000,14.698
1722502802740000000,14.590
1722502802750000000,15.171
1722502802760000000,15.204
1722502802770000000,15.240
1722502802780000000,16.223
1722502802790000000,15.551
1722502802800000000,15.851
1722502802810000000,16.053
1722502802820000000,16.289
1722502802830000000,16.153
1722502802840000000,16.518
1722502802850000000,16.943
1722502802860000000,16.712
1722502802870000000,17.028
1722502802880000000,17.747
1722502802890000000,18.033
1722502802900000000,17.885
1722502802910000000,18.039
1722502802920000000,18.370
1722502802930000000,18.489
1722502802940000000,18.732
1722502802950000000,19.060
1722502802960000000,19.007
1722502802970000000,19.657
1722502802980000000,19.817
1722502802990000000,19.481
1722502803000000000,23.534
1722502803010000000,22.701
1722502803020000000,23.563
1722502803030000000,23.273
1722502803040000000,23.349
1722502803050000000,23.367
1722502803060000000,23.505
1722502803070000000,23.527
1722502803080000000,23.340
1722502803090000000,23.656
1722502803100000000,23.492
1722502803110000000,23.929
1722502803120000000,23.786
1722502803130000000,23.424
1722502803140000000,23.791
1722502803150000000,23.326
1722502803160000000,23.841
1722502803170000000,23.958
1722502803180000000,23.907
1722502803190000000,24.348
1722502803200000000,23.816
1722502803210000000,24.122
1722502803220000000,24.208
1722502803230000000,24.640
1722502803240000000,24.207
1722502803250000000,23.902
1722502803260000000,23.692
1722502803270000000,24.236
1722502803280000000,23.982
1722502803290000000,24.256
1722502803300000000,24.819
1722502803310000000,24.732
1722502803320000000,24.189
1722502803330000000,25.037
1722502803340000000,25.064
1722502803350000000,25.129
1722502803360000000,24.590
1722502803370000000,24.914
1722502803380000000,24.872
1722502803390000000,24.998
1722502803400000000,25.292
1722502803410000000,25.254
1722502803420000000,25.430
1722502803430000000,25.166
1722502803440000000,25.579
1722502803450000000,25.269
1722502803460000000,25.382
1722502803470000000,25.481
1722502803480000000,25.254
1722502803490000000,25.732
1722502803500000000,25.448
1722502803510000000,26.330
1722502803520000000,26.043
1722502803530000000,26.214
1722502803540000000,26.501
1722502803550000000,26.387
1722502803560000000,26.214
1722502803570000000,26.796
1722502803580000000,26.178
1722502803590000000,26.585
1722502803600000000,26.769
1722502803610000000,26.400
1722502803620000000,26.746
1722502803630000000,26.491
1722502803640000000,27.142
1722502803650000000,27.022
1722502803660000000,26.512
1722502803670000000,27.505
1722502803680000000,27.316
1722502803690000000,27.376
1722502803700000000,27.599
1722502803710000000,28.028
1722502803720000000,26.919
1722502803730000000,28.208
1722502803740000000,28.372
1722502803750000000,28.146
1722502803760000000,27.001
1722502803770000000,27.992
1722502803780000000,28.339
1722502803790000000,28.477
1722502803800000000,28.607
1722502803810000000,28.873
1722502803820000000,28.432
1722502803830000000,28.824
1722502803840000000,28.498
1722502803850000000,29.017
1722502803860000000,29.637
1722502803870000000,29.470
1722502803880000000,29.503
1722502803890000000,29.635
1722502803900000000,29.545
1722502803910000000,29.613
1722502803920000000,29.294
1722502803930000000,29.722
1722502803940000000,30.274
1722502803950000000,29.748
1722502803960000000,30.662
1722502803970000000,29.924
1722502803980000000,30.168
1722502803990000000,30.546
1722502804000000000,30.595
1722502804010000000,31.044
1722502804019999999,31.348
1722502804030000000,31.008
1722502804040000000,31.343
1722502804050000000,31.678
1722502804059999999,31.174
1722502804070000000,31.792
1722502804080000000,32.076
1722502804090000000,32.368
1722502804099999999,31.990
1722502804110000000,32.004
1722502804120000000,31.864
1722502804130000000,32.464
1722502804139999999,32.928
1722502804150000000,33.208
1722502804160000000,32.831
1722502804170000000,32.981
1722502804179999999,33.621
1722502804190000000,33.151
1722502804200000000,33.636
1722502804210000000,33.193
1722502804219999999,33.388
1722502804230000000,34.189
1722502804240000000,34.208
1722502804250000000,34.208
1722502804260000000,34.511
1722502804269999999,34.810
1722502804280000000,34.837
1722502804290000000,35.161
1722502804300000000,34.646
1722502804310000000,35.746
1722502804320000000,35.032
1722502804330000000,35.727
1722502804340000000,35.863
1722502804350000000,35.486
1722502804360000000,35.213
1722502804370000000,36.339
1722502804380000000,35.967
1722502804390000000,36.320
1722502804400000000,36.762
1722502804410000000,36.631
1722502804420000000,36.879
1722502804430000000,37.984
1722502804440000000,37.598
1722502804450000000,37.196
1722502804460000000,38.394
1722502804470000000,37.637
1722502804480000000,37.983
1722502804490000000,37.752
1722502804500000000,38.872
1722502804510000000,39.189
1722502804520000000,39.241
1722502804530000000,39.306
1722502804540000000,39.591
1722502804550000000,39.202
1722502804560000000,39.598
1722502804570000000,40.178
1722502804580000000,39.477
1722502804590000000,39.726
1722502804600000000,39.922
1722502804610000000,40.345
1722502804620000000,40.549
1722502804630000000,41.713
1722502804640000000,41.173
1722502804650000000,41.392
1722502804660000000,41.457
1722502804670000000,41.737
1722502804680000000,42.362
1722502804690000000,42.304
1722502804700000000,42.691
1722502804710000000,42.567
1722502804720000000,42.811
1722502804730000000,42.801
1722502804740000000,43.442
1722502804750000000,43.845
1722502804760000000,44.103
1722502804770000000,44.111
1722502804780000000,43.998
1722502804790000000,44.742
1722502804800000000,45.253
1722502804810000000,45.304
