timestamp_ns,value_kg/s
1721984400000000000,0.000
1721984400010000000,0.000
1721984400020000000,0.000
1721984400030000000,0.000
1721984400040000000,0.000
1721984400050000000,0.041
1721984400060000000,0.022
1721984400070000000,0.004
1721984400080000000,0.005
1721984400090000000,0.002
1721984400100000000,0.000
1721984400110000000,0.021
1721984400120000000,0.000
1721984400130000000,0.000
1721984400140000000,0.012
1721984400150000000,0.040
1721984400160000000,0.010
1721984400170000000,0.017
1721984400180000000,0.001
1721984400190000000,0.053
1721984400200000000,0.001
1721984400210000000,0.020
1721984400220000000,0.013
1721984400230000000,0.007
1721984400240000000,0.005
1721984400250000000,0.005
1721984400260000000,0.000
1721984400270000000,0.008
1721984400280000000,0.000
1721984400290000000,0.004
1721984400300000000,0.000
1721984400310000000,0.025
1721984400320000000,0.000
1721984400330000000,0.000
1721984400340000000,0.000
1721984400350000000,0.009
1721984400360000000,0.000
1721984400370000000,0.015
1721984400380000000,0.000
1721984400390000000,0.009
1721984400400000000,0.000
1721984400410000000,0.000
1721984400420000000,0.000
1721984400430000000,0.000
1721984400440000000,0.000
1721984400450000000,0.001
1721984400460000000,0.000
1721984400470000000,0.007
1721984400480000000,0.024
1721984400490000000,0.001
1721984400500000000,0.000
1721984400510000000,0.000
1721984400520000000,0.000
1721984400530000000,0.006
1721984400540000000,0.003
1721984400550000000,0.012
1721984400560000000,0.000
1721984400570000000,0.000
1721984400580000000,0.018
1721984400590000000,0.011
1721984400600000000,0.032
1721984400610000000,0.013
1721984400620000000,0.017
1721984400630000000,0.022
1721984400640000000,0.000
1721984400650000000,0.000
1721984400660000000,0.019
1721984400670000000,0.000
1721984400680000000,0.005
1721984400690000000,0.000
1721984400700000000,0.010
1721984400710000000,0.000
1721984400720000000,0.000
1721984400730000000,0.000
1721984400740000000,0.000
1721984400750000000,0.012
1721984400760000000,0.000
1721984400770000000,0.002
1721984400780000000,0.000
1721984400790000000,0.000
1721984400800000000,0.002
1721984400810000000,0.000
1721984400820000000,0.000
1721984400830000000,0.000
1721984400840000000,0.013
1721984400850000000,0.000
1721984400860000000,0.000
1721984400870000000,0.052
1721984400880000000,0.009
1721984400890000000,0.043
1721984400900000000,0.000
1721984400910000000,0.018
1721984400920000000,0.000
1721984400930000000,0.000
1721984400940000000,0.014
1721984400950000000,0.000
1721984400960000000,0.008
1721984400970000000,0.000
1721984400980000000,0.000
1721984400990000000,0.000
1721984401000000000,0.000
1721984401010000000,0.000
1721984401020000000,0.004
1721984401030000000,0.000
1721984401040000000,0.000
1721984401050000000,0.017
1721984401060000000,0.000
1721984401070000000,0.000
1721984401080000000,0.000
1721984401090000000,0.000
1721984401100000000,0.000
1721984401110000000,0.000
1721984401120000000,0.000
1721984401130000000,0.009
1721984401140000000,0.000
1721984401150000000,0.032
1721984401160000000,0.000
1721984401170000000,0.000
1721984401180000000,0.004
1721984401190000000,0.032
1721984401200000000,0.000
1721984401210000000,0.022
1721984401220000000,0.043
1721984401230000000,0.001
1721984401240000000,0.000
1721984401250000000,0.014
1721984401260000000,0.012
1721984401270000000,0.008
1721984401280000000,0.000
1721984401290000000,0.000
1721984401300000000,0.001
1721984401310000000,0.010
1721984401320000000,0.000
1721984401330000000,0.023
1721984401340000000,0.006
1721984401350000000,0.004
1721984401360000000,0.021
1721984401370000000,0.000
1721984401380000000,0.008
1721984401390000000,0.000
1721984401400000000,0.031
1721984401410000000,0.000
1721984401420000000,0.006
1721984401430000000,0.000
1721984401440000000,0.028
1721984401450000000,0.018
1721984401460000000,0.000
1721984401470000000,0.000
1721984401480000000,0.000
1721984401490000000,0.010
1721984401500000000,0.000
1721984401510000000,0.023
1721984401520000000,0.000
1721984401530000000,0.000
1721984401540000000,0.000
1721984401550000000,0.000
1721984401560000000,0.000
1721984401570000000,0.027
1721984401580000000,0.000
1721984401590000000,0.000
1721984401600000000,0.000
1721984401610000000,0.000
1721984401620000000,0.000
1721984401630000000,0.000
1721984401640000000,0.000
1721984401650000000,0.004
1721984401660000000,0.016
1721984401670000000,0.000
1721984401680000000,0.019
1721984401690000000,0.005
1721984401700000000,0.035
1721984401710000000,0.000
1721984401720000000,0.017
1721984401730000000,0.000
1721984401740000000,0.000
1721984401750000000,0.008
1721984401760000000,0.027
1721984401770000000,0.000
1721984401780000000,0.000
1721984401790000000,0.000
1721984401800000000,0.022
1721984401810000000,0.000
1721984401820000000,0.001
1721984401830000000,0.000
1721984401840000000,0.000
1721984401850000000,0.014
1721984401860000000,0.022
1721984401870000000,0.025
1721984401880000000,0.000
1721984401890000000,0.000
1721984401900000000,0.000
1721984401910000000,0.000
1721984401920000000,0.000
1721984401930000000,0.000
1721984401940000000,0.028
1721984401950000000,0.000
1721984401960000000,0.002
1721984401970000000,0.047
1721984401980000000,0.003
1721984401990000000,0.003
1721984402000000000,0.074
1721984402009999999,0.073
1721984402020000000,0.038
1721984402029999999,0.058
1721984402040000000,0.095
1721984402049999999,0.046
1721984402060000000,0.018
1721984402069999999,0.239
1721984402080000000,0.170
1721984402089999999,0.192
1721984402100000000,0.235
1721984402109999999,0.206
1721984402120000000,0.213
1721984402130000000,0.174
1721984402140000000,0.337
1721984402150000000,0.364
1721984402160000000,0.305
1721984402170000000,0.398
1721984402180000000,0.333
1721984402190000000,0.418
1721984402200000000,0.386
1721984402210000000,0.415
1721984402220000000,0.550
1721984402230000000,0.427
1721984402240000000,0.522
1721984402250000000,0.447
1721984402260000000,0.599
1721984402270000000,0.581
1721984402280000000,0.585
1721984402290000000,0.461
1721984402300000000,0.614
1721984402310000000,0.572
1721984402320000000,0.532
1721984402330000000,0.590
1721984402340000000,0.699
1721984402350000000,0.669
1721984402360000000,0.696
1721984402370000000,0.689
1721984402380000000,0.843
1721984402390000000,0.782
1721984402400000000,0.773
1721984402410000000,0.874
1721984402420000000,0.746
1721984402430000000,0.950
1721984402440000000,0.885
1721984402450000000,0.982
1721984402460000000,1.037
1721984402470000000,0.975
1721984402480000000,0.995
1721984402490000000,0.966
1721984402500000000,1.015
1721984402510000000,0.980
1721984402520000000,1.112
1721984402530000000,1.113
1721984402540000000,1.103
1721984402550000000,1.050
1721984402560000000,1.150
1721984402570000000,1.121
1721984402580000000,1.154
1721984402590000000,1.258
1721984402600000000,1.186
1721984402610000000,1.262
1721984402620000000,1.239
1721984402630000000,1.222
1721984402640000000,1.333
1721984402650000000,1.326
1721984402660000000,1.352
1721984402670000000,1.227
1721984402680000000,1.331
1721984402690000000,1.523
1721984402700000000,1.492
1721984402710000000,1.474
1721984402720000000,1.498
1721984402730000000,1.467
1721984402740000000,1.431
1721984402750000000,1.554
1721984402760000000,1.558
