timestamp_ns,value_ustrain
1724058000000000000,1.178
1724058000010000000,0.362
1724058000020000000,5.908
1724058000030000000,-0.448
1724058000040000000,-3.045
1724058000050000000,6.057
1724058000060000000,0.488
1724058000070000000,-0.675
1724058000080000000,1.966
1724058000090000000,-3.726
1724058000100000000,0.712
1724058000110000000,2.902
1724058000120000000,0.769
1724058000130000000,4.654
1724058000140000000,-0.384
1724058000150000000,0.240
1724058000160000000,-2.325
1724058000170000000,-1.992
1724058000180000000,-4.277
1724058000190000000,1.298
1724058000200000000,0.058
1724058000210000000,-0.408
1724058000220000000,4.330
1724058000230000000,4.600
1724058000240000000,3.084
1724058000250000000,1.857
1724058000260000000,-1.866
1724058000270000000,-1.984
1724058000280000000,1.755
1724058000290000000,2.982
1724058000300000000,1.374
1724058000310000000,-4.719
1724058000320000000,-0.634
1724058000330000000,-1.971
1724058000340000000,-1.777
1724058000350000000,1.332
1724058000360000000,-0.999
1724058000370000000,-3.040
1724058000380000000,-0.234
1724058000390000000,0.813
1724058000400000000,1.049
1724058000410000000,-0.904
1724058000420000000,-1.006
1724058000430000000,-4.511
1724058000440000000,1.174
1724058000450000000,-0.130
1724058000460000000,1.290
1724058000470000000,1.144
1724058000480000000,-0.908
1724058000490000000,0.470
1724058000500000000,2.626
1724058000510000000,1.307
1724058000520000000,-4.505
1724058000530000000,1.354
1724058000540000000,-0.082
1724058000550000000,0.562
1724058000560000000,-0.530
1724058000570000000,1.111
1724058000580000000,-2.942
1724058000590000000,-0.793
1724058000600000000,-1.816
1724058000610000000,-1.406
1724058000620000000,-2.263
1724058000630000000,-3.118
1724058000640000000,-2.584
1724058000650000000,5.316
1724058000660000000,2.287
1724058000670000000,1.559
1724058000680000000,-3.868
1724058000690000000,-0.881
1724058000700000000,0.699
1724058000710000000,1.265
1724058000720000000,-3.680
1724058000730000000,-5.342
1724058000740000000,7.634
1724058000750000000,-1.752
1724058000760000000,-1.313
1724058000770000000,-3.504
1724058000780000000,3.390
1724058000790000000,1.722
1724058000800000000,-2.096
