timestamp_ns,value_kN
1723798800000000000,0.020
1723798800010000000,0.214
1723798800020000000,0.022
1723798800030000000,0.000
1723798800040000000,0.000
1723798800050000000,0.198
1723798800060000000,0.000
1723798800070000000,0.000
1723798800080000000,0.096
1723798800090000000,0.036
1723798800100000000,0.066
1723798800110000000,0.037
1723798800120000000,0.078
1723798800130000000,0.102
1723798800140000000,0.000
1723798800150000000,0.000
1723798800160000000,0.000
1723798800170000000,0.026
1723798800180000000,0.109
1723798800190000000,0.000
1723798800200000000,0.043
1723798800210000000,0.055
1723798800220000000,0.162
1723798800230000000,0.017
1723798800240000000,0.000
1723798800250000000,0.110
1723798800260000000,0.046
1723798800270000000,0.000
1723798800280000000,0.000
1723798800290000000,0.000
1723798800300000000,0.000
1723798800310000000,0.000
1723798800320000000,0.106
1723798800330000000,0.032
1723798800340000000,0.044
1723798800350000000,0.000
1723798800360000000,0.000
1723798800370000000,0.017
1723798800380000000,0.111
1723798800390000000,0.000
1723798800400000000,0.254
1723798800410000000,0.000
1723798800420000000,0.164
1723798800430000000,0.000
1723798800440000000,0.000
1723798800450000000,0.043
1723798800460000000,0.000
1723798800470000000,0.000
1723798800480000000,0.139
1723798800490000000,0.000
1723798800500000000,0.000
1723798800510000000,0.090
1723798800520000000,0.094
1723798800530000000,0.248
1723798800540000000,0.003
1723798800550000000,0.000
1723798800560000000,0.000
1723798800570000000,0.010
1723798800580000000,0.012
1723798800590000000,0.000
1723798800600000000,0.000
1723798800610000000,0.040
1723798800620000000,0.242
1723798800630000000,0.092
1723798800640000000,0.060
1723798800650000000,0.000
1723798800660000000,0.000
1723798800670000000,0.000
1723798800680000000,0.000
1723798800690000000,0.000
1723798800700000000,0.042
1723798800710000000,0.000
1723798800720000000,0.017
1723798800730000000,0.000
1723798800740000000,0.187
1723798800750000000,0.172
1723798800760000000,0.096
1723798800770000000,0.030
1723798800780000000,0.000
1723798800790000000,0.000
1723798800800000000,0.000
1723798800810000000,0.000
1723798800820000000,0.000
1723798800830000000,0.000
1723798800840000000,0.000
1723798800850000000,0.032
1723798800860000000,0.000
1723798800870000000,0.000
1723798800880000000,0.148
1723798800890000000,0.000
1723798800900000000,0.104
1723798800910000000,0.000
1723798800920000000,0.000
1723798800930000000,0.070
1723798800940000000,0.000
1723798800950000000,0.000
1723798800960000000,0.000
1723798800970000000,0.000
1723798800980000000,0.064
1723798800990000000,0.000
1723798801000000000,0.000
1723798801010000000,0.000
1723798801020000000,0.000
1723798801030000000,0.188
1723798801040000000,0.130
1723798801050000000,0.000
1723798801060000000,0.000
1723798801070000000,0.000
1723798801080000000,0.000
1723798801090000000,0.041
1723798801100000000,0.000
1723798801110000000,0.000
1723798801120000000,0.000
1723798801130000000,0.043
1723798801140000000,0.168
1723798801150000000,0.012
1723798801160000000,0.088
1723798801170000000,0.000
1723798801180000000,0.000
1723798801190000000,0.068
1723798801200000000,0.000
1723798801210000000,0.000
1723798801220000000,0.018
1723798801230000000,0.000
1723798801240000000,0.000
1723798801250000000,0.000
1723798801260000000,0.104
1723798801270000000,0.000
1723798801280000000,0.067
1723798801290000000,0.070
1723798801300000000,0.178
1723798801310000000,0.030
1723798801320000000,0.192
1723798801330000000,0.100
1723798801340000000,0.000
1723798801350000000,0.298
1723798801360000000,0.000
1723798801370000000,0.000
1723798801380000000,0.055
1723798801390000000,0.000
1723798801400000000,0.000
1723798801410000000,0.078
1723798801420000000,0.000
1723798801430000000,0.000
1723798801440000000,0.035
1723798801450000000,0.049
1723798801460000000,0.153
1723798801470000000,0.137
1723798801480000000,0.083
1723798801490000000,0.000
1723798801500000000,0.058
1723798801510000000,0.000
1723798801520000000,0.000
1723798801530000000,0.018
1723798801540000000,0.000
1723798801550000000,0.000
1723798801560000000,0.000
1723798801570000000,0.108
1723798801580000000,0.000
1723798801590000000,0.000
1723798801600000000,0.010
1723798801610000000,0.079
1723798801620000000,0.000
1723798801630000000,0.000
1723798801640000000,0.034
1723798801650000000,0.057
1723798801660000000,0.000
1723798801670000000,0.000
1723798801680000000,0.000
1723798801690000000,0.000
1723798801700000000,0.051
1723798801710000000,0.000
1723798801720000000,0.000
1723798801730000000,0.028
1723798801740000000,0.000
1723798801750000000,0.000
1723798801760000000,0.132
1723798801770000000,0.151
1723798801780000000,0.000
1723798801790000000,0.090
1723798801800000000,0.000
1723798801810000000,0.000
1723798801820000000,0.065
1723798801830000000,0.242
1723798801840000000,0.000
1723798801850000000,0.000
1723798801860000000,0.000
1723798801870000000,0.265
1723798801880000000,0.029
1723798801890000000,0.000
1723798801900000000,0.128
1723798801910000000,0.000
1723798801920000000,0.000
1723798801930000000,0.000
1723798801940000000,0.156
1723798801950000000,0.138
1723798801960000000,0.029
1723798801970000000,0.000
1723798801980000000,0.000
1723798801990000000,0.029
1723798802000000000,0.000
1723798802009999999,0.083
1723798802020000000,0.000
1723798802029999999,0.020
1723798802040000000,0.050
1723798802049999999,0.742
1723798802060000000,1.108
1723798802069999999,0.598
1723798802080000000,0.760
1723798802089999999,0.131
1723798802100000000,1.305
1723798802109999999,1.117
1723798802120000000,0.852
1723798802130000000,0.542
1723798802140000000,1.070
1723798802150000000,0.822
1723798802160000000,0.839
1723798802170000000,1.160
1723798802180000000,1.346
1723798802190000000,1.598
1723798802200000000,1.038
1723798802210000000,2.001
1723798802220000000,1.336
1723798802230000000,2.315
1723798802240000000,1.942
1723798802250000000,1.735
1723798802260000000,1.322
1723798802270000000,2.568
1723798802280000000,2.501
1723798802290000000,2.220
1723798802300000000,2.295
1723798802310000000,2.011
1723798802320000000,2.173
1723798802330000000,1.920
1723798802340000000,2.816
1723798802350000000,2.595
1723798802360000000,3.513
1723798802370000000,2.907
1723798802380000000,2.233
1723798802390000000,2.701
1723798802400000000,3.048
1723798802410000000,3.060
1723798802420000000,3.567
1723798802430000000,3.385
1723798802440000000,3.707
1723798802450000000,3.877
1723798802460000000,3.340
1723798802470000000,3.639
1723798802480000000,3.917
1723798802490000000,3.360
1723798802500000000,4.619
1723798802510000000,3.447
1723798802520000000,3.785
1723798802530000000,3.926
1723798802540000000,4.328
1723798802550000000,4.597
1723798802560000000,4.303
1723798802570000000,4.294
1723798802580000000,4.379
1723798802590000000,4.955
1723798802600000000,4.669
1723798802610000000,4.594
1723798802620000000,5.278
1723798802630000000,4.689
1723798802640000000,4.285
1723798802650000000,4.928
1723798802660000000,4.814
1723798802670000000,4.866
1723798802680000000,5.535
1723798802690000000,5.423
1723798802700000000,5.575
1723798802710000000,5.461
1723798802720000000,4.864
1723798802730000000,4.980
1723798802740000000,5.117
1723798802750000000,5.890
1723798802760000000,5.735
1723798802770000000,5.354
1723798802780000000,5.516
1723798802790000000,5.600
1723798802800000000,6.021
1723798802810000000,6.546
1723798802820000000,5.949
1723798802830000000,5.994
1723798802840000000,6.123
1723798802850000000,6.232
1723798802860000000,6.388
1723798802870000000,6.570
1723798802880000000,6.297
1723798802890000000,6.440
1723798802900000000,6.855
1723798802910000000,6.987
1723798802920000000,6.494
1723798802930000000,6.586
1723798802940000000,6.937
1723798802950000000,7.585
1723798802960000000,7.652
1723798802970000000,7.268
1723798802980000000,7.251
1723798802990000000,7.979
1723798803000000000,8.182
1723798803010000000,8.402
1723798803020000000,8.007
1723798803030000000,8.021
1723798803040000000,7.885
1723798803050000000,8.489
1723798803060000000,8.315
1723798803070000000,8.133
1723798803080000000,8.126
1723798803090000000,7.877
1723798803100000000,8.110
1723798803110000000,7.866
1723798803120000000,8.881
1723798803130000000,8.928
1723798803140000000,8.478
1723798803150000000,7.930
1723798803160000000,9.026
1723798803170000000,8.281
1723798803180000000,8.138
1723798803190000000,8.469
1723798803200000000,8.488
1723798803210000000,8.184
1723798803220000000,8.389
1723798803230000000,7.878
1723798803240000000,8.048
1723798803250000000,8.393
1723798803260000000,8.454
1723798803270000000,8.533
1723798803280000000,8.166
1723798803290000000,8.799
1723798803300000000,8.451
1723798803310000000,8.290
1723798803320000000,8.776
1723798803330000000,8.451
1723798803340000000,8.880
1723798803350000000,8.507
1723798803360000000,8.726
1723798803370000000,8.359
1723798803380000000,8.199
1723798803390000000,8.761
1723798803400000000,8.726
1723798803410000000,8.157
1723798803420000000,8.266
1723798803430000000,8.425
1723798803440000000,8.732
1723798803450000000,9.165
1723798803460000000,9.424
1723798803470000000,8.911
1723798803480000000,9.102
1723798803490000000,8.515
1723798803500000000,8.663
1723798803510000000,8.736
1723798803520000000,8.962
1723798803530000000,8.816
1723798803540000000,8.683
1723798803550000000,8.754
1723798803560000000,9.138
1723798803570000000,8.923
1723798803580000000,8.876
1723798803590000000,8.635
1723798803600000000,8.919
1723798803610000000,9.404
1723798803620000000,9.203
1723798803630000000,9.492
1723798803640000000,8.947
1723798803650000000,8.826
1723798803660000000,8.638
1723798803670000000,9.181
1723798803680000000,9.302
1723798803690000000,9.176
1723798803700000000,9.646
1723798803710000000,8.540
1723798803720000000,9.437
1723798803730000000,9.635
1723798803740000000,9.277
1723798803750000000,9.825
1723798803760000000,9.104
1723798803770000000,9.567
1723798803780000000,9.664
1723798803790000000,8.814
1723798803800000000,9.432
1723798803810000000,9.805
1723798803820000000,9.155
1723798803830000000,9.557
1723798803840000000,8.895
1723798803850000000,9.596
1723798803860000000,9.403
1723798803870000000,8.960
1723798803880000000,9.033
1723798803890000000,9.774
1723798803900000000,9.666
1723798803910000000,9.377
1723798803920000000,9.539
1723798803930000000,9.403
1723798803940000000,9.549
1723798803950000000,9.831
1723798803960000000,9.650
1723798803970000000,9.417
1723798803980000000,9.701
1723798803990000000,10.176
1723798804000000000,9.656
1723798804010000000,9.683
1723798804019999999,10.089
1723798804030000000,10.070
1723798804040000000,9.593
1723798804050000000,9.678
1723798804059999999,9.910
1723798804070000000,9.632
1723798804080000000,9.702
1723798804090000000,9.600
1723798804099999999,10.132
1723798804110000000,10.748
1723798804120000000,10.835
1723798804130000000,10.361
1723798804139999999,10.569
1723798804150000000,9.719
1723798804160000000,10.458
1723798804170000000,10.541
1723798804179999999,10.325
