timestamp_ns,value_kg/s
1720429200000000000,0.000
1720429200010000000,0.010
1720429200020000000,0.000
1720429200030000000,0.024
1720429200040000000,0.011
1720429200050000000,0.013
1720429200060000000,0.013
1720429200070000000,0.000
1720429200080000000,0.000
1720429200090000000,0.005
1720429200100000000,0.000
1720429200110000000,0.000
1720429200120000000,0.028
1720429200130000000,0.000
1720429200140000000,0.015
1720429200150000000,0.015
1720429200160000000,0.001
1720429200170000000,0.013
1720429200180000000,0.027
1720429200190000000,0.000
1720429200200000000,0.020
1720429200210000000,0.001
1720429200220000000,0.022
1720429200230000000,0.015
1720429200240000000,0.020
1720429200250000000,0.013
1720429200260000000,0.000
1720429200270000000,0.020
1720429200280000000,0.010
1720429200290000000,0.006
1720429200300000000,0.000
1720429200310000000,0.000
1720429200320000000,0.003
1720429200330000000,0.000
1720429200340000000,0.000
1720429200350000000,0.005
1720429200360000000,0.000
1720429200370000000,0.004
1720429200380000000,0.000
1720429200390000000,0.031
1720429200400000000,0.000
1720429200410000000,0.007
1720429200420000000,0.000
1720429200430000000,0.000
1720429200440000000,0.000
1720429200450000000,0.007
1720429200460000000,0.000
1720429200470000000,0.000
1720429200480000000,0.011
1720429200490000000,0.006
1720429200500000000,0.004
1720429200510000000,0.011
1720429200520000000,0.034
1720429200530000000,0.003
1720429200540000000,0.000
1720429200550000000,0.000
1720429200560000000,0.000
1720429200570000000,0.006
1720429200580000000,0.009
1720429200590000000,0.000
1720429200600000000,0.016
1720429200610000000,0.000
1720429200620000000,0.004
1720429200630000000,0.012
1720429200640000000,0.000
1720429200650000000,0.000
1720429200660000000,0.000
1720429200670000000,0.000
1720429200680000000,0.013
1720429200690000000,0.009
1720429200700000000,0.019
1720429200710000000,0.000
1720429200720000000,0.037
1720429200730000000,0.003
1720429200740000000,0.000
1720429200750000000,0.024
1720429200760000000,0.000
1720429200770000000,0.000
1720429200780000000,0.005
1720429200790000000,0.007
1720429200800000000,0.015
1720429200810000000,0.000
1720429200820000000,0.020
1720429200830000000,0.000
1720429200840000000,0.000
1720429200850000000,0.000
1720429200860000000,0.000
1720429200870000000,0.000
1720429200880000000,0.000
1720429200890000000,0.000
1720429200900000000,0.000
1720429200910000000,0.000
1720429200920000000,0.000
1720429200930000000,0.000
1720429200940000000,0.018
1720429200950000000,0.010
1720429200960000000,0.000
1720429200970000000,0.000
1720429200980000000,0.000
1720429200990000000,0.000
1720429201000000000,0.000
1720429201010000000,0.009
1720429201020000000,0.014
1720429201030000000,0.056
1720429201040000000,0.000
1720429201050000000,0.027
1720429201060000000,0.000
1720429201070000000,0.030
1720429201080000000,0.006
1720429201090000000,0.030
1720429201100000000,0.011
1720429201110000000,0.001
1720429201120000000,0.000
1720429201130000000,0.003
1720429201140000000,0.000
1720429201150000000,0.024
1720429201160000000,0.010
1720429201170000000,0.011
1720429201180000000,0.000
1720429201190000000,0.000
1720429201200000000,0.000
1720429201210000000,0.000
1720429201220000000,0.000
1720429201230000000,0.009
1720429201240000000,0.021
1720429201250000000,0.007
1720429201260000000,0.013
1720429201270000000,0.020
1720429201280000000,0.000
1720429201290000000,0.000
1720429201300000000,0.000
1720429201310000000,0.007
1720429201320000000,0.013
1720429201330000000,0.071
1720429201340000000,0.013
1720429201350000000,0.000
1720429201360000000,0.000
1720429201370000000,0.000
1720429201380000000,0.012
1720429201390000000,0.000
1720429201400000000,0.000
1720429201410000000,0.016
1720429201420000000,0.002
1720429201430000000,0.007
1720429201440000000,0.000
1720429201450000000,0.000
1720429201460000000,0.011
1720429201470000000,0.016
1720429201480000000,0.000
1720429201490000000,0.031
1720429201500000000,0.000
1720429201510000000,0.000
1720429201520000000,0.000
1720429201530000000,0.000
1720429201540000000,0.006
1720429201550000000,0.018
1720429201560000000,0.042
1720429201570000000,0.006
1720429201580000000,0.000
1720429201590000000,0.000
1720429201600000000,0.018
1720429201610000000,0.000
1720429201620000000,0.016
1720429201630000000,0.046
1720429201640000000,0.000
1720429201650000000,0.006
1720429201660000000,0.000
1720429201670000000,0.017
1720429201680000000,0.014
1720429201690000000,0.001
1720429201700000000,0.000
1720429201710000000,0.000
1720429201720000000,0.000
1720429201730000000,0.000
1720429201740000000,0.022
1720429201750000000,0.029
1720429201760000000,0.011
1720429201770000000,0.000
1720429201780000000,0.000
1720429201790000000,0.000
1720429201800000000,0.007
1720429201810000000,0.000
1720429201820000000,0.000
1720429201830000000,0.006
1720429201840000000,0.000
1720429201850000000,0.000
1720429201860000000,0.000
1720429201870000000,0.024
1720429201880000000,0.000
1720429201890000000,0.030
1720429201900000000,0.000
1720429201910000000,0.000
1720429201920000000,0.015
1720429201930000000,0.000
1720429201940000000,0.009
1720429201950000000,0.000
1720429201960000000,0.000
1720429201970000000,0.000
1720429201980000000,0.000
1720429201990000000,0.000
1720429202000000000,0.049
1720429202009999999,0.134
1720429202020000000,0.079
1720429202029999999,0.080
1720429202040000000,0.053
1720429202049999999,0.121
1720429202060000000,0.068
1720429202069999999,0.066
1720429202080000000,0.201
1720429202089999999,0.129
1720429202100000000,0.146
1720429202109999999,0.206
1720429202120000000,0.235
1720429202130000000,0.273
1720429202140000000,0.264
1720429202150000000,0.224
1720429202160000000,0.280
1720429202170000000,0.325
1720429202180000000,0.338
1720429202190000000,0.339
1720429202200000000,0.479
1720429202210000000,0.442
1720429202220000000,0.420
1720429202230000000,0.413
1720429202240000000,0.470
1720429202250000000,0.529
1720429202260000000,0.543
1720429202270000000,0.507
1720429202280000000,0.492
1720429202290000000,0.498
1720429202300000000,0.630
1720429202310000000,0.685
1720429202320000000,0.585
1720429202330000000,0.713
1720429202340000000,0.602
1720429202350000000,0.671
1720429202360000000,0.725
1720429202370000000,0.763
1720429202380000000,0.818
1720429202390000000,0.820
1720429202400000000,0.874
1720429202410000000,0.878
1720429202420000000,0.836
1720429202430000000,0.795
1720429202440000000,0.934
1720429202450000000,0.902
1720429202460000000,0.963
1720429202470000000,0.933
1720429202480000000,1.093
1720429202490000000,0.958
1720429202500000000,1.068
1720429202510000000,1.074
1720429202520000000,1.042
1720429202530000000,1.072
1720429202540000000,1.069
1720429202550000000,1.121
1720429202560000000,1.087
1720429202570000000,1.242
1720429202580000000,1.324
1720429202590000000,1.238
1720429202600000000,1.227
1720429202610000000,1.212
1720429202620000000,1.230
1720429202630000000,1.284
1720429202640000000,1.310
1720429202650000000,1.306
1720429202660000000,1.395
1720429202670000000,1.437
1720429202680000000,1.427
1720429202690000000,1.393
1720429202700000000,1.465
1720429202710000000,1.403
1720429202720000000,1.571
1720429202730000000,1.507
1720429202740000000,1.595
1720429202750000000,1.618
1720429202760000000,1.645
1720429202770000000,1.622
1720429202780000000,1.607
1720429202790000000,1.576
1720429202800000000,1.611
1720429202810000000,1.713
1720429202820000000,1.653
1720429202830000000,1.575
1720429202840000000,1.675
1720429202850000000,1.699
1720429202860000000,1.790
1720429202870000000,1.721
1720429202880000000,1.762
1720429202890000000,1.841
1720429202900000000,1.844
1720429202910000000,1.908
1720429202920000000,1.904
1720429202930000000,1.903
1720429202940000000,1.943
1720429202950000000,1.911
1720429202960000000,2.004
1720429202970000000,1.976
1720429202980000000,1.998
1720429202990000000,1.926
1720429203000000000,2.214
1720429203010000000,2.208
1720429203020000000,2.229
1720429203030000000,2.205
1720429203040000000,2.244
1720429203050000000,2.261
1720429203060000000,2.307
1720429203070000000,2.276
1720429203080000000,2.211
1720429203090000000,2.301
1720429203100000000,2.156
1720429203110000000,2.241
1720429203120000000,2.353
1720429203130000000,2.299
1720429203140000000,2.264
1720429203150000000,2.248
1720429203160000000,2.261
1720429203170000000,2.271
1720429203180000000,2.261
1720429203190000000,2.242
1720429203200000000,2.233
1720429203210000000,2.299
1720429203220000000,2.239
1720429203230000000,2.349
1720429203240000000,2.264
1720429203250000000,2.265
1720429203260000000,2.293
1720429203270000000,2.321
1720429203280000000,2.273
1720429203290000000,2.213
1720429203300000000,2.369
1720429203310000000,2.262
1720429203320000000,2.277
1720429203330000000,2.238
1720429203340000000,2.347
1720429203350000000,2.292
1720429203360000000,2.339
1720429203370000000,2.278
1720429203380000000,2.407
1720429203390000000,2.344
1720429203400000000,2.338
1720429203410000000,2.281
1720429203420000000,2.306
1720429203430000000,2.430
1720429203440000000,2.370
1720429203450000000,2.350
1720429203460000000,2.411
1720429203470000000,2.347
1720429203480000000,2.386
1720429203490000000,2.336
1720429203500000000,2.280
1720429203510000000,2.437
1720429203520000000,2.429
1720429203530000000,2.361
1720429203540000000,2.483
1720429203550000000,2.401
1720429203560000000,2.485
1720429203570000000,2.399
1720429203580000000,2.420
1720429203590000000,2.569
1720429203600000000,2.453
1720429203610000000,2.511
1720429203620000000,2.412
1720429203630000000,2.465
1720429203640000000,2.447
1720429203650000000,2.499
1720429203660000000,2.452
1720429203670000000,2.480
1720429203680000000,2.546
1720429203690000000,2.416
1720429203700000000,2.439
1720429203710000000,2.615
1720429203720000000,2.502
1720429203730000000,2.551
1720429203740000000,2.514
1720429203750000000,2.503
1720429203760000000,2.421
1720429203770000000,2.625
1720429203780000000,2.412
1720429203790000000,2.543
1720429203800000000,2.475
1720429203810000000,2.557
1720429203820000000,2.556
1720429203830000000,2.580
1720429203840000000,2.555
1720429203850000000,2.592
1720429203860000000,2.583
1720429203870000000,2.558
1720429203880000000,2.515
1720429203890000000,2.606
1720429203900000000,2.494
1720429203910000000,2.575
1720429203920000000,2.609
1720429203930000000,2.615
1720429203940000000,2.659
1720429203950000000,2.715
1720429203960000000,2.629
1720429203970000000,2.656
1720429203980000000,2.602
1720429203990000000,2.592
1720429204000000000,2.726
1720429204010000000,2.722
1720429204019999999,2.669
1720429204030000000,2.752
1720429204040000000,2.665
1720429204050000000,2.693
1720429204059999999,2.808
1720429204070000000,2.766
1720429204080000000,2.731
1720429204090000000,2.752
1720429204099999999,2.693
1720429204110000000,2.785
1720429204120000000,2.707
1720429204130000000,2.775
1720429204139999999,2.715
1720429204150000000,2.762
1720429204160000000,2.790
1720429204170000000,2.839
1720429204179999999,2.752
1720429204190000000,2.889
1720429204200000000,2.823
1720429204210000000,2.794
1720429204219999999,2.845
1720429204230000000,2.819
1720429204240000000,2.950
1720429204250000000,2.867
1720429204260000000,2.916
1720429204269999999,2.925
1720429204280000000,2.931
1720429204290000000,2.887
1720429204300000000,2.948
1720429204310000000,2.974
1720429204320000000,2.882
1720429204330000000,2.961
1720429204340000000,2.955
1720429204350000000,3.028
1720429204360000000,3.032
1720429204370000000,2.969
1720429204380000000,3.010
1720429204390000000,2.992
1720429204400000000,3.034
1720429204410000000,2.933
1720429204420000000,3.057
1720429204430000000,3.143
1720429204440000000,3.109
1720429204450000000,3.062
1720429204460000000,3.150
1720429204470000000,3.059
1720429204480000000,3.091
1720429204490000000,3.083
1720429204500000000,3.084
1720429204510000000,3.177
1720429204520000000,3.109
1720429204530000000,3.276
1720429204540000000,3.242
1720429204550000000,3.169
1720429204560000000,3.190
1720429204570000000,3.234
1720429204580000000,3.233
1720429204590000000,3.195
1720429204600000000,3.187
1720429204610000000,3.175
1720429204620000000,3.338
1720429204630000000,3.291
1720429204640000000,3.400
1720429204650000000,3.381
1720429204660000000,3.301
1720429204670000000,3.271
1720429204680000000,3.333
1720429204690000000,3.401
1720429204700000000,3.370
1720429204710000000,3.406
1720429204720000000,3.399
1720429204730000000,3.285
1720429204740000000,3.454
1720429204750000000,3.509
1720429204760000000,3.500
1720429204770000000,3.400
1720429204780000000,3.625
1720429204790000000,3.468
1720429204800000000,3.491
1720429204810000000,3.511
1720429204820000000,3.496
1720429204830000000,3.566
1720429204840000000,3.693
1720429204850000000,3.538
1720429204860000000,3.581
1720429204870000000,3.653
1720429204880000000,3.625
1720429204890000000,3.601
1720429204900000000,3.617
1720429204910000000,3.626
1720429204920000000,3.655
1720429204930000000,3.688
1720429204940000000,3.719
1720429204950000000,3.729
1720429204960000000,3.742
1720429204970000000,3.667
1720429204980000000,3.770
1720429204990000000,3.718
1720429205000000000,3.759
1720429205010000000,3.830
1720429205020000000,3.787
1720429205030000000,3.768
1720429205040000000,3.829
1720429205050000000,3.883
1720429205060000000,3.908
1720429205070000000,3.930
1720429205080000000,3.984
1720429205090000000,3.874
1720429205100000000,3.983
1720429205110000000,3.806
1720429205120000000,3.947
1720429205130000000,3.972
1720429205140000000,3.974
1720429205150000000,3.978
1720429205160000000,4.024
1720429205170000000,3.951
1720429205180000000,4.048
1720429205190000000,4.115
1720429205200000000,4.114
1720429205210000000,4.116
1720429205220000000,4.104
1720429205230000000,4.102
1720429205240000000,4.198
1720429205250000000,4.191
1720429205260000000,4.211
1720429205270000000,4.249
1720429205280000000,4.234
1720429205290000000,4.288
1720429205300000000,4.272
1720429205310000000,4.254
1720429205320000000,4.219
1720429205330000000,4.264
1720429205340000000,4.324
1720429205350000000,4.403
1720429205360000000,4.377
1720429205370000000,4.404
1720429205380000000,4.365
1720429205390000000,4.370
1720429205400000000,4.340
1720429205410000000,4.360
1720429205420000000,4.478
1720429205430000000,4.580
1720429205440000000,4.525
1720429205450000000,4.521
1720429205460000000,4.475
1720429205470000000,4.540
1720429205480000000,4.521
1720429205490000000,4.485
1720429205500000000,4.745
1720429205510000000,4.530
1720429205520000000,4.624
1720429205530000000,4.632
1720429205540000000,4.634
1720429205550000000,4.617
1720429205560000000,4.633
1720429205570000000,4.691
1720429205580000000,4.660
1720429205590000000,4.699
1720429205600000000,4.663
1720429205610000000,4.727
1720429205620000000,4.733
1720429205630000000,4.774
1720429205640000000,4.805
1720429205650000000,4.745
1720429205660000000,4.877
1720429205670000000,4.856
1720429205680000000,4.805
1720429205690000000,4.857
1720429205700000000,4.852
1720429205710000000,4.892
1720429205720000000,4.938
1720429205730000000,4.961
1720429205740000000,4.994
1720429205750000000,4.847
1720429205760000000,4.950
1720429205770000000,4.951
1720429205780000000,5.150
1720429205790000000,5.060
1720429205800000000,5.024
1720429205810000000,5.115
1720429205820000000,4.957
1720429205830000000,5.127
1720429205840000000,5.058
1720429205850000000,5.076
1720429205860000000,5.117
1720429205870000000,5.079
1720429205880000000,5.150
1720429205890000000,5.155
1720429205900000000,5.116
1720429205910000000,5.157
1720429205920000000,5.305
1720429205930000000,5.287
1720429205940000000,5.325
1720429205950000000,5.233
1720429205960000000,5.297
1720429205970000000,5.246
1720429205980000000,5.334
1720429205990000000,5.373
1720429206000000000,5.383
1720429206010000000,5.356
1720429206020000000,5.366
1720429206030000000,5.284
1720429206040000000,5.408
1720429206050000000,5.403
1720429206060000000,5.418
1720429206070000000,5.416
1720429206080000000,5.466
1720429206090000000,5.449
1720429206100000000,5.407
1720429206110000000,5.438
1720429206120000000,5.446
1720429206130000000,5.436
1720429206140000000,5.477
1720429206150000000,5.542
1720429206160000000,5.663
1720429206170000000,5.562
1720429206180000000,5.508
1720429206190000000,5.498
1720429206200000000,5.549
1720429206210000000,5.509
1720429206220000000,5.726
1720429206230000000,5.563
1720429206240000000,5.611
1720429206250000000,5.653
1720429206260000000,5.600
1720429206270000000,5.694
1720429206280000000,5.758
1720429206290000000,5.731
1720429206300000000,5.746
1720429206310000000,5.694
1720429206320000000,5.716
1720429206330000000,5.739
1720429206340000000,5.716
1720429206350000000,5.889
1720429206360000000,5.722
1720429206370000000,5.873
1720429206380000000,5.907
1720429206390000000,5.821
1720429206400000000,5.784
1720429206410000000,5.776
1720429206420000000,5.916
1720429206430000000,5.779
1720429206440000000,5.849
1720429206450000000,5.849
1720429206460000000,5.797
1720429206470000000,5.912
1720429206480000000,5.822
1720429206490000000,5.917
1720429206500000000,5.884
1720429206510000000,5.906
1720429206520000000,6.008
1720429206530000000,5.971
1720429206540000000,5.983
1720429206550000000,5.847
1720429206560000000,6.020
1720429206570000000,5.986
1720429206580000000,5.932
1720429206590000000,5.958
1720429206600000000,6.036
1720429206610000000,5.985
1720429206620000000,6.032
1720429206630000000,6.036
1720429206640000000,6.050
1720429206650000000,6.023
1720429206660000000,6.042
1720429206670000000,6.017
1720429206680000000,6.048
1720429206690000000,6.086
1720429206700000000,6.096
1720429206710000000,6.180
1720429206720000000,6.089
1720429206730000000,6.128
1720429206740000000,6.055
1720429206750000000,6.129
1720429206760000000,6.199
1720429206770000000,6.150
1720429206780000000,6.073
1720429206790000000,6.217
1720429206800000000,6.206
1720429206810000000,6.211
1720429206820000000,6.195
1720429206830000000,6.127
1720429206840000000,6.222
1720429206850000000,6.180
1720429206860000000,6.148
1720429206870000000,6.162
1720429206880000000,6.107
1720429206890000000,6.202
1720429206900000000,6.223
1720429206910000000,6.277
1720429206920000000,6.258
1720429206930000000,6.268
1720429206940000000,6.249
1720429206950000000,6.279
1720429206960000000,6.328
1720429206970000000,6.194
1720429206980000000,6.300
1720429206990000000,6.355
1720429207000000000,6.352
1720429207010000000,6.266
1720429207020000000,6.305
1720429207030000000,6.353
1720429207040000000,6.279
1720429207050000000,6.376
1720429207060000000,6.371
1720429207070000000,6.414
1720429207080000000,6.276
1720429207090000000,6.428
1720429207100000000,6.344
1720429207110000000,6.401
1720429207120000000,6.327
1720429207130000000,6.421
1720429207140000000,6.437
1720429207150000000,6.340
1720429207160000000,6.349
1720429207170000000,6.439
1720429207180000000,6.392
1720429207190000000,6.349
1720429207200000000,6.382
1720429207210000000,6.424
1720429207220000000,6.498
1720429207230000000,6.416
1720429207240000000,6.412
1720429207250000000,6.328
1720429207260000000,6.442
1720429207270000000,6.565
1720429207280000000,6.454
1720429207290000000,6.428
1720429207300000000,6.476
1720429207310000000,6.410
1720429207320000000,6.415
1720429207330000000,6.427
1720429207340000000,6.429
1720429207350000000,6.471
1720429207360000000,6.473
1720429207370000000,6.463
1720429207380000000,6.510
1720429207390000000,6.557
1720429207400000000,6.496
1720429207410000000,6.501
1720429207420000000,6.389
1720429207430000000,6.436
1720429207440000000,6.494
1720429207450000000,6.455
1720429207460000000,6.434
1720429207470000000,6.456
1720429207480000000,6.511
1720429207490000000,6.541
1720429207500000000,6.585
1720429207510000000,6.537
1720429207520000000,6.591
1720429207530000000,6.496
1720429207540000000,6.605
1720429207550000000,6.527
1720429207560000000,6.502
1720429207570000000,6.519
1720429207580000000,6.554
1720429207590000000,6.515
1720429207600000000,6.529
1720429207610000000,6.648
1720429207620000000,6.564
1720429207630000000,6.549
1720429207640000000,6.609
1720429207650000000,6.573
1720429207660000000,6.624
1720429207670000000,6.616
1720429207680000000,6.582
1720429207690000000,6.560
1720429207700000000,6.536
1720429207710000000,6.525
1720429207720000000,6.565
1720429207730000000,6.550
1720429207740000000,6.557
1720429207750000000,6.599
1720429207760000000,6.603
1720429207770000000,6.658
1720429207780000000,6.557
1720429207790000000,6.598
1720429207800000000,6.637
1720429207810000000,6.645
1720429207820000000,6.556
1720429207830000000,6.564
1720429207840000000,6.582
1720429207850000000,6.614
1720429207860000000,6.524
1720429207870000000,6.643
1720429207880000000,6.574
1720429207890000000,6.601
1720429207900000000,6.655
1720429207910000000,6.676
1720429207920000000,6.624
1720429207930000000,6.699
1720429207940000000,6.593
1720429207950000000,6.597
1720429207960000000,6.619
1720429207970000000,6.663
1720429207980000000,6.639
1720429207990000000,6.651
1720429208000000000,6.670
1720429208010000000,6.638
1720429208020000000,6.758
1720429208029999999,6.662
1720429208039999999,6.658
1720429208050000000,6.807
1720429208060000000,6.572
1720429208070000000,6.664
1720429208080000000,6.647
1720429208090000000,6.602
1720429208100000000,6.657
1720429208109999999,6.727
1720429208119999999,6.709
1720429208130000000,6.670
1720429208140000000,6.694
1720429208150000000,6.736
1720429208160000000,6.733
1720429208170000000,6.673
1720429208180000000,6.708
