timestamp_ns,value_pct
1721206800000000000,0.142
1721206800010000000,0.011
1721206800020000000,0.128
1721206800030000000,0.160
1721206800040000000,0.222
1721206800050000000,0.099
1721206800060000000,0.177
1721206800070000000,0.035
1721206800080000000,0.218
1721206800090000000,0.000
1721206800100000000,0.000
1721206800110000000,0.039
1721206800120000000,0.000
1721206800130000000,0.000
1721206800140000000,0.106
1721206800150000000,0.027
1721206800160000000,0.000
1721206800170000000,0.167
1721206800180000000,0.000
1721206800190000000,0.096
1721206800200000000,0.000
1721206800210000000,0.159
1721206800220000000,0.084
1721206800230000000,0.232
1721206800240000000,0.000
1721206800250000000,0.000
1721206800260000000,0.000
1721206800270000000,0.008
1721206800280000000,0.000
1721206800290000000,0.000
1721206800300000000,0.005
1721206800310000000,0.000
1721206800320000000,0.230
1721206800330000000,0.000
1721206800340000000,0.011
1721206800350000000,0.020
1721206800360000000,0.000
1721206800370000000,0.002
1721206800380000000,0.116
1721206800390000000,0.000
1721206800400000000,0.000
1721206800410000000,0.165
1721206800420000000,0.000
1721206800430000000,0.000
1721206800440000000,0.000
1721206800450000000,0.000
1721206800460000000,0.046
1721206800470000000,0.115
1721206800480000000,0.124
1721206800490000000,0.232
1721206800500000000,0.000
1721206800510000000,0.000
1721206800520000000,0.144
1721206800530000000,0.046
1721206800540000000,0.002
1721206800550000000,0.012
1721206800560000000,0.120
1721206800570000000,0.000
1721206800580000000,0.000
1721206800590000000,0.000
1721206800600000000,0.146
1721206800610000000,0.138
1721206800620000000,0.000
1721206800630000000,0.147
1721206800640000000,0.000
1721206800650000000,0.135
1721206800660000000,0.035
1721206800670000000,0.000
1721206800680000000,0.091
1721206800690000000,0.151
1721206800700000000,0.010
1721206800710000000,0.000
1721206800720000000,0.057
1721206800730000000,0.004
1721206800740000000,0.000
1721206800750000000,0.091
1721206800760000000,0.000
1721206800770000000,0.000
1721206800780000000,0.044
1721206800790000000,0.000
1721206800800000000,0.038
1721206800810000000,0.000
1721206800820000000,0.046
1721206800830000000,0.000
1721206800840000000,0.000
1721206800850000000,0.000
1721206800860000000,0.125
1721206800870000000,0.056
1721206800880000000,0.224
1721206800890000000,0.102
1721206800900000000,0.000
1721206800910000000,0.000
1721206800920000000,0.000
1721206800930000000,0.075
1721206800940000000,0.225
1721206800950000000,0.082
1721206800960000000,0.066
1721206800970000000,0.000
1721206800980000000,0.160
1721206800990000000,0.225
1721206801000000000,0.103
1721206801010000000,0.000
1721206801020000000,0.011
1721206801030000000,0.000
1721206801040000000,0.074
1721206801050000000,0.011
1721206801060000000,0.083
1721206801070000000,0.067
1721206801080000000,0.000
1721206801090000000,0.000
1721206801100000000,0.000
1721206801110000000,0.000
1721206801120000000,0.137
1721206801130000000,0.000
1721206801140000000,0.092
1721206801150000000,0.110
1721206801160000000,0.000
1721206801170000000,0.157
1721206801180000000,0.000
1721206801190000000,0.130
1721206801200000000,0.000
1721206801210000000,0.093
1721206801220000000,0.000
1721206801230000000,0.000
1721206801240000000,0.000
1721206801250000000,0.005
1721206801260000000,0.122
1721206801270000000,0.139
1721206801280000000,0.000
1721206801290000000,0.000
1721206801300000000,0.118
1721206801310000000,0.067
1721206801320000000,0.000
1721206801330000000,0.000
1721206801340000000,0.106
1721206801350000000,0.000
1721206801360000000,0.000
1721206801370000000,0.000
1721206801380000000,0.002
1721206801390000000,0.000
1721206801400000000,0.019
1721206801410000000,0.000
1721206801420000000,0.000
1721206801430000000,0.000
1721206801440000000,0.000
1721206801450000000,0.142
1721206801460000000,0.000
1721206801470000000,0.000
1721206801480000000,0.155
1721206801490000000,0.000
1721206801500000000,0.000
1721206801510000000,0.000
1721206801520000000,0.000
1721206801530000000,0.000
1721206801540000000,0.000
1721206801550000000,0.000
1721206801560000000,0.000
1721206801570000000,0.164
1721206801580000000,0.000
1721206801590000000,0.051
1721206801600000000,0.084
1721206801610000000,0.031
1721206801620000000,0.210
1721206801630000000,0.000
1721206801640000000,0.154
1721206801650000000,0.026
1721206801660000000,0.000
1721206801670000000,0.151
1721206801680000000,0.000
1721206801690000000,0.113
1721206801700000000,0.000
1721206801710000000,0.150
1721206801720000000,0.000
1721206801730000000,0.000
1721206801740000000,0.000
1721206801750000000,0.000
1721206801760000000,0.055
1721206801770000000,0.172
1721206801780000000,0.035
1721206801790000000,0.000
1721206801800000000,0.163
1721206801810000000,0.000
1721206801820000000,0.178
1721206801830000000,0.008
1721206801840000000,0.145
1721206801850000000,0.000
1721206801860000000,0.111
1721206801870000000,0.208
1721206801880000000,0.030
1721206801890000000,0.000
1721206801900000000,0.000
1721206801910000000,0.000
1721206801920000000,0.000
1721206801930000000,0.000
1721206801940000000,0.000
1721206801950000000,0.038
1721206801960000000,0.029
1721206801970000000,0.169
1721206801980000000,0.000
1721206801990000000,0.000
1721206802000000000,0.000
1721206802009999999,0.118
1721206802020000000,0.000
1721206802029999999,1.252
1721206802040000000,1.298
1721206802049999999,1.087
1721206802060000000,0.951
1721206802069999999,0.973
1721206802080000000,1.856
1721206802089999999,1.804
1721206802100000000,2.133
1721206802109999999,2.371
1721206802120000000,2.309
1721206802130000000,2.334
1721206802140000000,2.945
1721206802150000000,2.519
1721206802160000000,2.964
1721206802170000000,3.328
1721206802180000000,3.172
1721206802190000000,3.949
1721206802200000000,3.474
1721206802210000000,5.062
1721206802220000000,4.363
1721206802230000000,4.862
1721206802240000000,4.423
1721206802250000000,4.939
1721206802260000000,5.060
1721206802270000000,5.313
1721206802280000000,5.444
1721206802290000000,5.584
1721206802300000000,6.087
1721206802310000000,6.009
1721206802320000000,6.563
1721206802330000000,6.754
1721206802340000000,6.602
1721206802350000000,6.811
1721206802360000000,7.002
1721206802370000000,7.372
1721206802380000000,7.210
1721206802390000000,8.032
1721206802400000000,7.703
1721206802410000000,7.587
1721206802420000000,8.539
1721206802430000000,8.828
1721206802440000000,8.985
1721206802450000000,8.847
1721206802460000000,8.721
1721206802470000000,9.138
1721206802480000000,9.578
1721206802490000000,9.542
1721206802500000000,10.092
1721206802510000000,9.977
1721206802520000000,10.272
