timestamp_ns,value_rpm
1724058000000000000,0
1724058000010000000,4
1724058000020000000,0
1724058000030000000,78
1724058000040000000,6
1724058000050000000,0
1724058000060000000,0
1724058000070000000,0
1724058000080000000,119
1724058000090000000,0
1724058000100000000,17
1724058000110000000,0
1724058000120000000,1
1724058000130000000,45
1724058000140000000,102
1724058000150000000,0
1724058000160000000,0
1724058000170000000,180
1724058000180000000,0
1724058000190000000,0
1724058000200000000,0
1724058000210000000,89
1724058000220000000,62
1724058000230000000,0
1724058000240000000,188
1724058000250000000,0
1724058000260000000,0
1724058000270000000,0
1724058000280000000,0
1724058000290000000,176
1724058000300000000,0
1724058000310000000,0
1724058000320000000,45
1724058000330000000,24
1724058000340000000,0
1724058000350000000,0
1724058000360000000,40
1724058000370000000,16
1724058000380000000,0
1724058000390000000,23
1724058000400000000,0
1724058000410000000,4
1724058000420000000,76
1724058000430000000,0
1724058000440000000,0
1724058000450000000,0
1724058000460000000,0
1724058000470000000,65
1724058000480000000,4
1724058000490000000,0
1724058000500000000,0
1724058000510000000,0
1724058000520000000,82
1724058000530000000,32
1724058000540000000,112
1724058000550000000,0
1724058000560000000,86
1724058000570000000,154
1724058000580000000,0
1724058000590000000,0
1724058000600000000,0
1724058000610000000,89
1724058000620000000,47
1724058000630000000,0
1724058000640000000,0
1724058000650000000,7
1724058000660000000,73
1724058000670000000,37
1724058000680000000,0
1724058000690000000,0
1724058000700000000,19
1724058000710000000,5
1724058000720000000,37
1724058000730000000,18
1724058000740000000,120
1724058000750000000,162
1724058000760000000,1
1724058000770000000,15
1724058000780000000,0
1724058000790000000,0
1724058000800000000,0
1724058000810000000,0
1724058000820000000,0
1724058000830000000,79
1724058000840000000,71
1724058000850000000,0
1724058000860000000,0
1724058000870000000,0
1724058000880000000,61
1724058000890000000,94
1724058000900000000,0
1724058000910000000,0
1724058000920000000,180
1724058000930000000,119
1724058000940000000,51
1724058000950000000,194
1724058000960000000,0
1724058000970000000,49
1724058000980000000,6
1724058000990000000,0
1724058001000000000,54
1724058001010000000,84
1724058001020000000,0
1724058001030000000,0
1724058001040000000,24
1724058001050000000,0
1724058001060000000,12
1724058001070000000,181
1724058001080000000,35
1724058001090000000,0
1724058001100000000,69
1724058001110000000,49
1724058001120000000,0
1724058001130000000,0
1724058001140000000,0
1724058001150000000,0
1724058001160000000,0
1724058001170000000,0
1724058001180000000,100
1724058001190000000,15
1724058001200000000,0
1724058001210000000,0
1724058001220000000,138
1724058001230000000,216
1724058001240000000,57
1724058001250000000,68
1724058001260000000,0
1724058001270000000,109
1724058001280000000,2
1724058001290000000,45
1724058001300000000,9
1724058001310000000,0
1724058001320000000,27
1724058001330000000,0
1724058001340000000,0
1724058001350000000,0
1724058001360000000,0
1724058001370000000,1
1724058001380000000,0
1724058001390000000,0
1724058001400000000,14
1724058001410000000,0
1724058001420000000,0
1724058001430000000,0
1724058001440000000,134
1724058001450000000,31
1724058001460000000,0
1724058001470000000,0
1724058001480000000,0
1724058001490000000,6
1724058001500000000,15
1724058001510000000,0
1724058001520000000,165
1724058001530000000,0
1724058001540000000,36
1724058001550000000,81
1724058001560000000,0
1724058001570000000,0
1724058001580000000,9
1724058001590000000,219
1724058001600000000,41
1724058001610000000,0
1724058001620000000,0
1724058001630000000,0
1724058001640000000,0
1724058001650000000,1
1724058001660000000,0
1724058001670000000,0
1724058001680000000,136
1724058001690000000,0
1724058001700000000,0
1724058001710000000,51
1724058001720000000,0
1724058001730000000,0
1724058001740000000,38
1724058001750000000,0
1724058001760000000,0
1724058001770000000,52
1724058001780000000,0
1724058001790000000,93
1724058001800000000,160
1724058001810000000,0
1724058001820000000,0
1724058001830000000,5
1724058001840000000,154
1724058001850000000,72
1724058001860000000,0
1724058001870000000,0
1724058001880000000,0
1724058001890000000,12
1724058001900000000,0
1724058001910000000,121
1724058001920000000,75
1724058001930000000,2
1724058001940000000,0
1724058001950000000,62
1724058001960000000,13
1724058001970000000,0
1724058001980000000,3
1724058001990000000,0
1724058002000000000,284
1724058002009999999,242
1724058002020000000,529
1724058002029999999,729
1724058002040000000,885
1724058002049999999,1256
1724058002060000000,1360
1724058002069999999,1720
1724058002080000000,2232
1724058002089999999,2032
1724058002100000000,2345
1724058002109999999,2898
1724058002120000000,3159
1724058002130000000,3573
1724058002140000000,3498
1724058002150000000,4003
1724058002160000000,3987
1724058002170000000,4372
1724058002180000000,4722
1724058002190000000,4870
1724058002200000000,4869
1724058002210000000,4839
1724058002220000000,5146
1724058002230000000,6110
1724058002240000000,5899
1724058002250000000,6465
1724058002260000000,6561
1724058002270000000,7160
1724058002280000000,7188
1724058002290000000,7541
1724058002300000000,7347
1724058002310000000,8237
1724058002320000000,8567
1724058002330000000,8492
1724058002340000000,8549
1724058002350000000,8498
1724058002360000000,8786
1724058002370000000,9529
1724058002380000000,9561
1724058002390000000,9515
1724058002400000000,10474
1724058002410000000,10508
1724058002420000000,10866
1724058002430000000,10664
1724058002440000000,10913
1724058002450000000,11753
1724058002460000000,11738
1724058002470000000,11974
1724058002480000000,11909
1724058002490000000,11979
1724058002500000000,12561
1724058002510000000,13064
1724058002520000000,13512
1724058002530000000,13123
1724058002540000000,14143
1724058002550000000,14033
1724058002560000000,14821
1724058002570000000,14522
1724058002580000000,14960
1724058002590000000,15084
1724058002600000000,15367
1724058002610000000,15833
1724058002620000000,15842
1724058002630000000,15702
1724058002640000000,16532
1724058002650000000,16357
1724058002660000000,16760
1724058002670000000,17147
1724058002680000000,17336
1724058002690000000,17621
1724058002700000000,17872
1724058002710000000,17992
1724058002720000000,18290
1724058002730000000,18800
1724058002740000000,18886
1724058002750000000,19090
1724058002760000000,19663
1724058002770000000,19226
1724058002780000000,19414
1724058002790000000,20077
1724058002800000000,20425
1724058002810000000,20700
1724058002820000000,20902
1724058002830000000,21118
1724058002840000000,21290
1724058002850000000,21866
1724058002860000000,21703
1724058002870000000,22274
1724058002880000000,22354
1724058002890000000,22709
1724058002900000000,22912
1724058002910000000,23350
1724058002920000000,23794
1724058002930000000,23417
1724058002940000000,24107
1724058002950000000,24019
1724058002960000000,24482
