timestamp_ns,value_ustrain
1720429200000000000,-3.634
1720429200010000000,-4.548
1720429200020000000,-2.205
1720429200030000000,0.341
1720429200040000000,7.535
1720429200050000000,3.157
1720429200060000000,-3.369
1720429200070000000,2.802
1720429200080000000,1.323
1720429200090000000,1.161
1720429200100000000,-5.853
1720429200110000000,-0.784
1720429200120000000,4.530
1720429200130000000,1.126
1720429200140000000,0.692
1720429200150000000,1.225
1720429200160000000,1.055
1720429200170000000,-3.081
1720429200180000000,6.064
1720429200190000000,1.741
1720429200200000000,0.506
1720429200210000000,-1.894
1720429200220000000,1.915
1720429200230000000,0.788
1720429200240000000,0.873
1720429200250000000,-3.506
1720429200260000000,4.368
1720429200270000000,-3.783
1720429200280000000,-5.661
1720429200290000000,-0.643
1720429200300000000,-0.006
1720429200310000000,-0.935
1720429200320000000,5.438
1720429200330000000,-5.200
1720429200340000000,1.267
1720429200350000000,-0.205
1720429200360000000,3.059
1720429200370000000,-0.295
1720429200380000000,6.313
1720429200390000000,1.501
1720429200400000000,2.574
1720429200410000000,2.145
1720429200420000000,-0.093
1720429200430000000,0.313
1720429200440000000,-3.958
1720429200450000000,-3.576
1720429200460000000,1.977
1720429200470000000,-0.232
1720429200480000000,3.573
1720429200490000000,-3.931
1720429200500000000,-1.420
1720429200510000000,0.949
1720429200520000000,0.194
1720429200530000000,2.482
1720429200540000000,2.283
1720429200550000000,1.850
1720429200560000000,-6.754
1720429200570000000,6.437
1720429200580000000,-3.237
1720429200590000000,-1.114
1720429200600000000,4.021
1720429200610000000,-5.830
1720429200620000000,1.638
1720429200630000000,2.585
1720429200640000000,-3.332
1720429200650000000,4.586
1720429200660000000,1.834
1720429200670000000,0.280
1720429200680000000,-3.709
1720429200690000000,-0.003
1720429200700000000,-1.772
1720429200710000000,-2.755
1720429200720000000,-3.018
1720429200730000000,2.926
1720429200740000000,-0.247
1720429200750000000,1.887
1720429200760000000,-1.021
1720429200770000000,1.174
1720429200780000000,-0.300
1720429200790000000,-1.811
1720429200800000000,-0.640
1720429200810000000,4.844
1720429200820000000,-2.273
1720429200830000000,0.875
1720429200840000000,-0.503
1720429200850000000,-2.286
1720429200860000000,3.022
1720429200870000000,0.949
1720429200880000000,-0.789
1720429200890000000,0.791
1720429200900000000,0.658
1720429200910000000,-1.113
1720429200920000000,-1.625
1720429200930000000,-4.381
1720429200940000000,0.025
1720429200950000000,2.002
1720429200960000000,4.837
1720429200970000000,-1.317
1720429200980000000,-0.593
1720429200990000000,-2.104
1720429201000000000,0.920
1720429201010000000,1.354
1720429201020000000,1.258
1720429201030000000,0.932
1720429201040000000,-1.688
1720429201050000000,0.238
1720429201060000000,3.160
1720429201070000000,1.022
1720429201080000000,1.772
1720429201090000000,-1.574
1720429201100000000,4.635
1720429201110000000,-1.049
1720429201120000000,-3.501
1720429201130000000,-2.277
1720429201140000000,0.078
1720429201150000000,-2.629
1720429201160000000,1.265
1720429201170000000,2.113
1720429201180000000,-0.104
1720429201190000000,-0.659
1720429201200000000,-0.938
1720429201210000000,-2.550
1720429201220000000,-7.108
1720429201230000000,1.710
1720429201240000000,-3.407
1720429201250000000,-1.950
1720429201260000000,1.817
1720429201270000000,-1.775
1720429201280000000,1.971
1720429201290000000,-0.179
1720429201300000000,-3.271
1720429201310000000,0.655
1720429201320000000,3.119
1720429201330000000,-3.013
1720429201340000000,-1.130
1720429201350000000,-0.420
1720429201360000000,-3.725
1720429201370000000,1.607
1720429201380000000,-2.758
1720429201390000000,5.050
1720429201400000000,-1.417
1720429201410000000,3.737
1720429201420000000,-1.761
1720429201430000000,1.700
1720429201440000000,4.642
1720429201450000000,0.141
1720429201460000000,-0.966
1720429201470000000,-0.248
1720429201480000000,-1.906
1720429201490000000,-3.653
1720429201500000000,1.284
1720429201510000000,0.380
1720429201520000000,-2.512
1720429201530000000,2.477
1720429201540000000,-0.578
1720429201550000000,0.961
1720429201560000000,0.569
1720429201570000000,3.476
1720429201580000000,-1.513
1720429201590000000,0.728
1720429201600000000,-4.079
1720429201610000000,-0.281
1720429201620000000,0.798
1720429201630000000,-3.844
1720429201640000000,2.353
1720429201650000000,-2.175
1720429201660000000,1.715
1720429201670000000,-0.173
1720429201680000000,0.683
1720429201690000000,-1.383
1720429201700000000,-0.312
1720429201710000000,1.895
1720429201720000000,-0.107
1720429201730000000,-4.757
1720429201740000000,0.079
1720429201750000000,-0.383
1720429201760000000,-5.225
1720429201770000000,-0.105
1720429201780000000,1.532
1720429201790000000,5.436
1720429201800000000,-3.717
1720429201810000000,-1.429
1720429201820000000,-1.720
1720429201830000000,1.014
1720429201840000000,-3.662
1720429201850000000,-0.281
1720429201860000000,1.359
1720429201870000000,1.880
1720429201880000000,2.420
1720429201890000000,-2.606
1720429201900000000,0.483
1720429201910000000,5.025
1720429201920000000,-3.153
1720429201930000000,-3.030
1720429201940000000,0.938
1720429201950000000,3.210
1720429201960000000,-2.982
1720429201970000000,-1.754
1720429201980000000,2.770
1720429201990000000,0.787
1720429202000000000,-5.732
1720429202009999999,0.292
1720429202020000000,-1.132
1720429202029999999,-7.983
1720429202040000000,9.968
1720429202049999999,1.521
1720429202060000000,5.970
1720429202069999999,14.216
1720429202080000000,-0.383
1720429202089999999,-0.492
1720429202100000000,14.001
1720429202109999999,22.598
1720429202120000000,12.172
1720429202130000000,18.823
1720429202140000000,31.278
1720429202150000000,20.382
1720429202160000000,17.671
1720429202170000000,30.865
1720429202180000000,29.758
1720429202190000000,30.552
1720429202200000000,40.785
1720429202210000000,26.943
1720429202220000000,38.412
1720429202230000000,36.675
1720429202240000000,15.661
1720429202250000000,42.932
1720429202260000000,45.051
1720429202270000000,20.382
1720429202280000000,41.317
1720429202290000000,45.596
1720429202300000000,35.705
1720429202310000000,52.933
1720429202320000000,42.169
1720429202330000000,55.287
1720429202340000000,48.760
1720429202350000000,43.178
1720429202360000000,46.385
1720429202370000000,54.383
1720429202380000000,49.002
1720429202390000000,39.926
1720429202400000000,60.627
1720429202410000000,56.489
1720429202420000000,50.693
1720429202430000000,43.979
1720429202440000000,65.745
1720429202450000000,55.671
1720429202460000000,54.628
1720429202470000000,63.053
1720429202480000000,67.320
1720429202490000000,71.239
1720429202500000000,84.352
1720429202510000000,63.644
1720429202520000000,72.655
1720429202530000000,76.331
1720429202540000000,76.853
1720429202550000000,76.534
1720429202560000000,75.750
1720429202570000000,74.587
1720429202580000000,88.847
1720429202590000000,81.182
1720429202600000000,83.042
1720429202610000000,89.250
1720429202620000000,92.473
1720429202630000000,89.659
1720429202640000000,87.038
1720429202650000000,75.332
1720429202660000000,90.085
1720429202670000000,92.036
1720429202680000000,89.772
1720429202690000000,90.332
1720429202700000000,88.733
1720429202710000000,111.233
1720429202720000000,106.852
1720429202730000000,102.553
1720429202740000000,108.534
1720429202750000000,98.744
1720429202760000000,109.913
1720429202770000000,104.246
1720429202780000000,104.066
1720429202790000000,98.668
1720429202800000000,114.548
1720429202810000000,105.836
1720429202820000000,109.255
1720429202830000000,105.716
1720429202840000000,104.012
1720429202850000000,113.526
1720429202860000000,122.357
1720429202870000000,108.097
1720429202880000000,123.399
1720429202890000000,114.647
1720429202900000000,127.051
1720429202910000000,121.566
1720429202920000000,125.027
1720429202930000000,132.713
1720429202940000000,130.870
1720429202950000000,133.904
1720429202960000000,134.876
1720429202970000000,115.753
1720429202980000000,146.456
1720429202990000000,148.398
1720429203000000000,144.168
1720429203010000000,149.058
1720429203020000000,144.893
1720429203030000000,150.975
1720429203040000000,155.046
1720429203050000000,130.046
1720429203060000000,147.646
1720429203070000000,149.123
1720429203080000000,141.678
1720429203090000000,146.649
1720429203100000000,154.999
1720429203110000000,157.782
1720429203120000000,145.247
1720429203130000000,149.630
1720429203140000000,153.494
1720429203150000000,153.036
1720429203160000000,146.291
1720429203170000000,159.311
1720429203180000000,142.455
1720429203190000000,142.673
1720429203200000000,154.448
1720429203210000000,148.379
1720429203220000000,158.991
1720429203230000000,146.869
1720429203240000000,142.625
1720429203250000000,147.889
1720429203260000000,153.635
1720429203270000000,156.954
1720429203280000000,142.455
1720429203290000000,159.732
1720429203300000000,169.590
1720429203310000000,152.657
1720429203320000000,150.800
1720429203330000000,151.456
1720429203340000000,164.491
1720429203350000000,149.801
1720429203360000000,156.911
1720429203370000000,158.324
1720429203380000000,153.252
1720429203390000000,159.005
1720429203400000000,165.264
1720429203410000000,162.169
1720429203420000000,155.916
1720429203430000000,154.516
1720429203440000000,155.711
1720429203450000000,152.388
1720429203460000000,151.732
1720429203470000000,157.816
1720429203480000000,158.319
1720429203490000000,153.391
1720429203500000000,163.092
1720429203510000000,151.017
1720429203520000000,153.518
1720429203530000000,149.512
1720429203540000000,161.635
1720429203550000000,170.766
1720429203560000000,143.443
1720429203570000000,156.851
1720429203580000000,163.434
1720429203590000000,164.484
1720429203600000000,163.520
1720429203610000000,163.557
1720429203620000000,171.119
1720429203630000000,169.924
1720429203640000000,167.505
1720429203650000000,161.942
1720429203660000000,175.136
1720429203670000000,172.952
1720429203680000000,176.494
1720429203690000000,166.607
1720429203700000000,165.925
1720429203710000000,167.058
1720429203720000000,173.699
1720429203730000000,166.341
1720429203740000000,150.735
1720429203750000000,159.034
1720429203760000000,152.120
1720429203770000000,174.811
1720429203780000000,173.052
1720429203790000000,171.786
1720429203800000000,173.906
1720429203810000000,164.266
1720429203820000000,169.397
1720429203830000000,167.705
1720429203840000000,183.825
1720429203850000000,160.494
1720429203860000000,170.555
1720429203870000000,172.978
1720429203880000000,164.325
1720429203890000000,178.598
1720429203900000000,169.991
1720429203910000000,177.202
1720429203920000000,171.733
1720429203930000000,172.385
1720429203940000000,176.026
1720429203950000000,175.171
1720429203960000000,178.942
1720429203970000000,177.073
1720429203980000000,173.500
1720429203990000000,182.033
1720429204000000000,183.126
1720429204010000000,166.687
1720429204019999999,182.161
1720429204030000000,178.751
1720429204040000000,171.567
1720429204050000000,190.264
1720429204059999999,180.167
1720429204070000000,184.639
1720429204080000000,184.075
1720429204090000000,176.564
1720429204099999999,178.944
1720429204110000000,179.103
1720429204120000000,181.148
1720429204130000000,184.037
1720429204139999999,187.532
1720429204150000000,180.536
1720429204160000000,192.983
1720429204170000000,178.251
1720429204179999999,192.444
1720429204190000000,177.613
1720429204200000000,189.689
1720429204210000000,189.268
1720429204219999999,195.471
1720429204230000000,190.372
1720429204240000000,186.673
1720429204250000000,184.358
1720429204260000000,189.664
1720429204269999999,185.823
1720429204280000000,193.882
1720429204290000000,201.690
1720429204300000000,198.797
1720429204310000000,188.475
1720429204320000000,192.089
1720429204330000000,204.007
1720429204340000000,196.982
1720429204350000000,194.820
1720429204360000000,185.896
1720429204370000000,188.153
1720429204380000000,208.842
1720429204390000000,200.875
1720429204400000000,210.983
1720429204410000000,206.511
1720429204420000000,212.462
1720429204430000000,211.714
1720429204440000000,204.473
1720429204450000000,197.265
1720429204460000000,212.415
1720429204470000000,205.031
1720429204480000000,205.379
1720429204490000000,213.990
1720429204500000000,198.855
1720429204510000000,210.804
1720429204520000000,214.967
1720429204530000000,211.170
1720429204540000000,214.908
1720429204550000000,211.831
1720429204560000000,216.436
1720429204570000000,218.743
1720429204580000000,204.722
1720429204590000000,220.287
1720429204600000000,222.482
1720429204610000000,212.161
1720429204620000000,221.866
1720429204630000000,204.284
1720429204640000000,208.847
1720429204650000000,221.462
1720429204660000000,214.252
1720429204670000000,233.051
1720429204680000000,228.568
1720429204690000000,217.671
1720429204700000000,227.718
1720429204710000000,225.874
1720429204720000000,222.996
1720429204730000000,223.192
1720429204740000000,238.803
1720429204750000000,232.965
1720429204760000000,225.475
1720429204770000000,231.419
1720429204780000000,227.744
1720429204790000000,228.509
1720429204800000000,234.831
1720429204810000000,245.609
1720429204820000000,234.478
1720429204830000000,243.057
1720429204840000000,232.189
1720429204850000000,231.747
1720429204860000000,248.779
1720429204870000000,231.431
1720429204880000000,245.932
1720429204890000000,236.537
1720429204900000000,237.215
1720429204910000000,251.343
1720429204920000000,237.718
1720429204930000000,249.384
1720429204940000000,241.172
1720429204950000000,246.384
1720429204960000000,252.037
1720429204970000000,245.711
1720429204980000000,248.262
1720429204990000000,247.258
1720429205000000000,249.927
1720429205010000000,247.059
1720429205020000000,260.518
1720429205030000000,266.891
1720429205040000000,256.290
1720429205050000000,259.328
1720429205060000000,245.242
1720429205070000000,255.659
1720429205080000000,265.004
1720429205090000000,258.902
1720429205100000000,252.521
1720429205110000000,267.027
1720429205120000000,263.561
1720429205130000000,253.075
1720429205140000000,268.043
1720429205150000000,266.088
1720429205160000000,275.147
1720429205170000000,261.563
1720429205180000000,255.137
1720429205190000000,278.028
1720429205200000000,267.195
1720429205210000000,272.140
1720429205220000000,278.358
1720429205230000000,275.547
1720429205240000000,282.540
1720429205250000000,281.074
1720429205260000000,267.565
1720429205270000000,288.075
1720429205280000000,276.377
1720429205290000000,279.571
1720429205300000000,285.688
1720429205310000000,278.739
1720429205320000000,289.390
1720429205330000000,278.735
1720429205340000000,274.653
1720429205350000000,287.257
1720429205360000000,281.971
1720429205370000000,284.712
1720429205380000000,289.463
1720429205390000000,287.569
1720429205400000000,294.935
1720429205410000000,300.708
1720429205420000000,293.436
1720429205430000000,283.925
1720429205440000000,299.898
1720429205450000000,285.237
1720429205460000000,311.979
1720429205470000000,296.123
1720429205480000000,305.559
1720429205490000000,302.157
1720429205500000000,306.129
1720429205510000000,295.727
1720429205520000000,309.807
1720429205530000000,300.524
1720429205540000000,299.142
1720429205550000000,304.059
1720429205560000000,297.274
1720429205570000000,307.517
1720429205580000000,308.768
1720429205590000000,319.512
1720429205600000000,319.881
1720429205610000000,331.163
1720429205620000000,309.485
1720429205630000000,321.651
1720429205640000000,306.061
1720429205650000000,314.247
1720429205660000000,321.369
1720429205670000000,327.651
1720429205680000000,322.403
1720429205690000000,328.290
1720429205700000000,313.368
1720429205710000000,321.997
1720429205720000000,319.967
1720429205730000000,330.521
1720429205740000000,315.349
1720429205750000000,334.655
1720429205760000000,323.716
1720429205770000000,333.616
1720429205780000000,347.959
1720429205790000000,331.095
1720429205800000000,334.283
1720429205810000000,334.742
1720429205820000000,327.854
1720429205830000000,340.446
1720429205840000000,340.258
1720429205850000000,336.368
1720429205860000000,338.732
1720429205870000000,336.285
1720429205880000000,338.271
1720429205890000000,344.394
1720429205900000000,346.251
1720429205910000000,340.876
1720429205920000000,342.993
1720429205930000000,349.924
1720429205940000000,348.982
1720429205950000000,349.857
1720429205960000000,345.986
1720429205970000000,347.142
1720429205980000000,364.336
1720429205990000000,343.396
1720429206000000000,355.552
1720429206010000000,356.925
1720429206020000000,361.104
1720429206030000000,350.372
1720429206040000000,350.297
1720429206050000000,362.599
1720429206060000000,359.882
1720429206070000000,346.926
1720429206080000000,358.967
1720429206090000000,359.583
1720429206100000000,355.714
1720429206110000000,362.889
1720429206120000000,363.793
1720429206130000000,356.252
1720429206140000000,359.782
1720429206150000000,370.618
1720429206160000000,359.216
1720429206170000000,362.831
1720429206180000000,363.339
1720429206190000000,364.048
1720429206200000000,365.770
1720429206210000000,348.875
1720429206220000000,377.480
1720429206230000000,379.330
1720429206240000000,379.108
