timestamp_ns,value_ustrain
1723539600000000000,-0.263
1723539600010000000,-2.985
1723539600020000000,0.758
1723539600030000000,1.205
1723539600040000000,2.140
1723539600050000000,-3.848
1723539600060000000,0.415
1723539600070000000,1.397
1723539600080000000,4.286
1723539600090000000,3.268
1723539600100000000,-2.247
1723539600110000000,-4.379
1723539600120000000,-2.535
1723539600130000000,-5.822
1723539600140000000,-4.217
1723539600150000000,0.938
1723539600160000000,-0.783
1723539600170000000,1.774
1723539600180000000,-1.689
1723539600190000000,-1.079
1723539600200000000,1.367
1723539600210000000,0.220
1723539600220000000,2.761
1723539600230000000,-0.662
1723539600240000000,2.692
1723539600250000000,1.763
1723539600260000000,3.827
1723539600270000000,-4.134
1723539600280000000,-0.243
1723539600290000000,0.346
1723539600300000000,-0.893
1723539600310000000,0.351
1723539600320000000,-4.794
1723539600330000000,0.540
1723539600340000000,5.002
1723539600350000000,-3.365
1723539600360000000,-0.882
1723539600370000000,5.495
1723539600380000000,0.901
1723539600390000000,-2.869
1723539600400000000,-2.225
1723539600410000000,-7.678
1723539600420000000,1.057
1723539600430000000,-1.039
1723539600440000000,3.982
1723539600450000000,-2.995
1723539600460000000,1.687
1723539600470000000,3.668
1723539600480000000,-2.508
1723539600490000000,-0.626
1723539600500000000,1.422
1723539600510000000,-2.129
1723539600520000000,1.728
1723539600530000000,-3.314
1723539600540000000,2.502
1723539600550000000,0.835
1723539600560000000,-0.502
1723539600570000000,2.930
1723539600580000000,-3.017
1723539600590000000,6.692
1723539600600000000,0.640
1723539600610000000,-0.167
1723539600620000000,2.833
1723539600630000000,3.091
1723539600640000000,-5.892
1723539600650000000,1.012
1723539600660000000,-0.325
1723539600670000000,1.020
1723539600680000000,-1.651
1723539600690000000,4.466
1723539600700000000,-3.441
1723539600710000000,-3.151
1723539600720000000,0.872
1723539600730000000,-0.594
1723539600740000000,-0.759
1723539600750000000,0.838
1723539600760000000,1.023
1723539600770000000,-0.955
1723539600780000000,4.790
1723539600790000000,0.266
1723539600800000000,-1.244
1723539600810000000,-0.515
1723539600820000000,-0.117
1723539600830000000,-0.297
1723539600840000000,-0.016
1723539600850000000,1.333
1723539600860000000,1.133
1723539600870000000,-1.483
1723539600880000000,0.517
1723539600890000000,-3.680
1723539600900000000,0.034
1723539600910000000,-4.034
1723539600920000000,-2.842
1723539600930000000,-1.770
1723539600940000000,-0.210
1723539600950000000,-3.296
1723539600960000000,0.171
1723539600970000000,-0.973
1723539600980000000,2.915
1723539600990000000,0.442
1723539601000000000,-1.194
1723539601010000000,-3.226
1723539601020000000,-1.581
1723539601030000000,-4.708
1723539601040000000,-4.521
1723539601050000000,3.327
1723539601060000000,-1.044
1723539601070000000,-1.455
1723539601080000000,-0.072
1723539601090000000,2.381
1723539601100000000,2.795
1723539601110000000,-1.819
1723539601120000000,2.712
1723539601130000000,-0.663
1723539601140000000,-1.284
1723539601150000000,4.898
1723539601160000000,-0.558
1723539601170000000,-0.049
1723539601180000000,0.697
1723539601190000000,-1.472
1723539601200000000,-2.295
1723539601210000000,-1.010
1723539601220000000,-2.099
1723539601230000000,4.206
1723539601240000000,2.025
1723539601250000000,2.197
1723539601260000000,-0.858
1723539601270000000,-1.821
1723539601280000000,-1.306
1723539601290000000,1.907
1723539601300000000,0.353
1723539601310000000,-4.167
1723539601320000000,-1.106
1723539601330000000,-3.107
1723539601340000000,-5.117
1723539601350000000,1.558
1723539601360000000,4.623
1723539601370000000,0.093
1723539601380000000,0.049
1723539601390000000,-2.948
1723539601400000000,-1.617
1723539601410000000,0.836
1723539601420000000,3.719
1723539601430000000,-5.841
1723539601440000000,-0.271
1723539601450000000,0.112
1723539601460000000,-5.310
1723539601470000000,2.231
1723539601480000000,0.651
1723539601490000000,-0.513
1723539601500000000,-0.210
1723539601510000000,1.224
1723539601520000000,-2.029
1723539601530000000,-0.493
1723539601540000000,-0.761
1723539601550000000,-1.718
1723539601560000000,-4.089
1723539601570000000,1.312
1723539601580000000,-2.563
1723539601590000000,-2.793
1723539601600000000,4.970
1723539601610000000,-5.768
1723539601620000000,-4.764
1723539601630000000,-1.149
1723539601640000000,0.974
1723539601650000000,-0.010
1723539601660000000,6.542
1723539601670000000,1.666
1723539601680000000,1.862
1723539601690000000,0.463
1723539601700000000,-2.274
1723539601710000000,-0.761
1723539601720000000,4.772
1723539601730000000,0.198
1723539601740000000,5.810
1723539601750000000,1.380
1723539601760000000,1.912
1723539601770000000,-2.560
1723539601780000000,0.463
1723539601790000000,0.382
1723539601800000000,2.161
1723539601810000000,-0.764
1723539601820000000,-6.091
1723539601830000000,-0.314
1723539601840000000,3.292
1723539601850000000,-0.290
1723539601860000000,5.574
1723539601870000000,-6.992
1723539601880000000,-1.980
1723539601890000000,1.589
1723539601900000000,5.112
1723539601910000000,-2.991
1723539601920000000,-0.424
1723539601930000000,0.480
1723539601940000000,3.787
1723539601950000000,2.303
1723539601960000000,-2.437
1723539601970000000,-2.362
1723539601980000000,-2.119
1723539601990000000,-1.596
