timestamp_ns,value_g_rms
1722243600000000000,0.000
1722243600010000000,0.140
1722243600020000000,0.046
1722243600030000000,0.000
1722243600040000000,0.143
1722243600050000000,0.013
1722243600060000000,0.000
1722243600070000000,0.006
1722243600080000000,0.000
1722243600090000000,0.124
1722243600100000000,0.000
1722243600110000000,0.348
1722243600120000000,0.000
1722243600130000000,0.000
1722243600140000000,0.468
1722243600150000000,0.043
1722243600160000000,0.000
1722243600170000000,0.000
1722243600180000000,0.000
1722243600190000000,0.209
1722243600200000000,0.099
1722243600210000000,0.305
1722243600220000000,0.153
1722243600230000000,0.284
1722243600240000000,0.000
1722243600250000000,0.023
1722243600260000000,0.000
1722243600270000000,0.101
1722243600280000000,0.000
1722243600290000000,0.221
1722243600300000000,0.000
1722243600310000000,0.000
1722243600320000000,0.000
1722243600330000000,0.179
1722243600340000000,0.000
1722243600350000000,0.000
1722243600360000000,0.065
1722243600370000000,0.000
1722243600380000000,0.269
1722243600390000000,0.000
1722243600400000000,0.249
1722243600410000000,0.074
1722243600420000000,0.110
1722243600430000000,0.055
1722243600440000000,0.250
1722243600450000000,0.000
1722243600460000000,0.000
1722243600470000000,0.052
1722243600480000000,0.000
1722243600490000000,0.000
1722243600500000000,0.000
1722243600510000000,0.046
1722243600520000000,0.032
1722243600530000000,0.000
1722243600540000000,0.000
1722243600550000000,0.128
1722243600560000000,0.000
1722243600570000000,0.000
1722243600580000000,0.315
1722243600590000000,0.000
1722243600600000000,0.000
1722243600610000000,0.202
1722243600620000000,0.000
1722243600630000000,0.000
1722243600640000000,0.137
1722243600650000000,0.000
1722243600660000000,0.310
1722243600670000000,0.136
1722243600680000000,0.116
1722243600690000000,0.086
1722243600700000000,0.000
1722243600710000000,0.125
1722243600720000000,0.000
1722243600730000000,0.260
1722243600740000000,0.046
1722243600750000000,0.069
1722243600760000000,0.172
1722243600770000000,0.000
1722243600780000000,0.000
1722243600790000000,0.000
1722243600800000000,0.161
1722243600810000000,0.000
1722243600820000000,0.180
1722243600830000000,0.000
1722243600840000000,0.000
1722243600850000000,0.057
1722243600860000000,0.000
1722243600870000000,0.000
1722243600880000000,0.257
1722243600890000000,0.050
1722243600900000000,0.025
1722243600910000000,0.000
1722243600920000000,0.000
1722243600930000000,0.000
1722243600940000000,0.000
1722243600950000000,0.084
1722243600960000000,0.000
1722243600970000000,0.000
1722243600980000000,0.000
1722243600990000000,0.000
1722243601000000000,0.197
1722243601010000000,0.000
1722243601020000000,0.191
1722243601030000000,0.256
1722243601040000000,0.040
1722243601050000000,0.163
1722243601060000000,0.000
1722243601070000000,0.301
1722243601080000000,0.000
1722243601090000000,0.000
1722243601100000000,0.000
1722243601110000000,0.053
1722243601120000000,0.091
1722243601130000000,0.000
1722243601140000000,0.000
1722243601150000000,0.157
1722243601160000000,0.076
1722243601170000000,0.353
1722243601180000000,0.147
1722243601190000000,0.164
1722243601200000000,0.086
1722243601210000000,0.000
1722243601220000000,0.204
1722243601230000000,0.000
1722243601240000000,0.090
1722243601250000000,0.083
1722243601260000000,0.000
1722243601270000000,0.000
1722243601280000000,0.000
1722243601290000000,0.314
1722243601300000000,0.184
1722243601310000000,0.000
1722243601320000000,0.000
1722243601330000000,0.000
1722243601340000000,0.051
1722243601350000000,0.000
1722243601360000000,0.000
1722243601370000000,0.000
1722243601380000000,0.000
1722243601390000000,0.000
1722243601400000000,0.000
1722243601410000000,0.169
1722243601420000000,0.277
1722243601430000000,0.000
1722243601440000000,0.030
1722243601450000000,0.000
1722243601460000000,0.123
1722243601470000000,0.053
1722243601480000000,0.000
1722243601490000000,0.064
1722243601500000000,0.056
1722243601510000000,0.000
1722243601520000000,0.050
1722243601530000000,0.169
1722243601540000000,0.060
1722243601550000000,0.000
1722243601560000000,0.230
1722243601570000000,0.069
1722243601580000000,0.000
1722243601590000000,0.204
1722243601600000000,0.000
1722243601610000000,0.185
1722243601620000000,0.000
1722243601630000000,0.000
1722243601640000000,0.000
1722243601650000000,0.181
1722243601660000000,0.000
1722243601670000000,0.347
1722243601680000000,0.180
1722243601690000000,0.026
1722243601700000000,0.000
1722243601710000000,0.005
1722243601720000000,0.000
1722243601730000000,0.091
1722243601740000000,0.081
1722243601750000000,0.000
1722243601760000000,0.113
1722243601770000000,0.144
1722243601780000000,0.000
1722243601790000000,0.110
1722243601800000000,0.000
1722243601810000000,0.148
1722243601820000000,0.000
1722243601830000000,0.068
1722243601840000000,0.000
1722243601850000000,0.094
1722243601860000000,0.153
1722243601870000000,0.074
1722243601880000000,0.000
1722243601890000000,0.239
1722243601900000000,0.000
1722243601910000000,0.000
1722243601920000000,0.000
1722243601930000000,0.000
1722243601940000000,0.128
1722243601950000000,0.000
1722243601960000000,0.000
1722243601970000000,0.184
1722243601980000000,0.000
1722243601990000000,0.000
1722243602000000000,0.000
1722243602009999999,0.274
1722243602020000000,0.299
1722243602029999999,0.196
1722243602040000000,0.000
1722243602049999999,0.557
1722243602060000000,0.000
1722243602069999999,0.205
1722243602080000000,0.000
1722243602089999999,0.529
1722243602100000000,0.477
1722243602109999999,0.725
1722243602120000000,0.255
1722243602130000000,0.000
1722243602140000000,0.000
1722243602150000000,0.000
1722243602160000000,0.397
1722243602170000000,0.088
1722243602180000000,0.000
1722243602190000000,0.067
1722243602200000000,1.086
1722243602210000000,0.000
1722243602220000000,0.064
1722243602230000000,0.284
1722243602240000000,0.000
1722243602250000000,0.000
1722243602260000000,0.000
1722243602270000000,0.774
1722243602280000000,0.727
1722243602290000000,0.161
1722243602300000000,0.822
1722243602310000000,0.000
1722243602320000000,0.000
1722243602330000000,0.257
1722243602340000000,0.771
