timestamp_ns,value_ustrain
1720947600000000000,0.435
1720947600010000000,0.770
1720947600020000000,-1.860
1720947600030000000,5.640
1720947600040000000,-0.496
1720947600050000000,-0.943
1720947600060000000,-0.661
1720947600070000000,0.555
1720947600080000000,-0.548
1720947600090000000,-2.049
1720947600100000000,2.884
1720947600110000000,0.764
1720947600120000000,-0.851
1720947600130000000,0.461
1720947600140000000,5.590
1720947600150000000,7.277
1720947600160000000,-0.777
1720947600170000000,-8.404
1720947600180000000,1.511
1720947600190000000,-1.647
1720947600200000000,0.885
1720947600210000000,-2.350
1720947600220000000,-2.707
1720947600230000000,1.857
1720947600240000000,2.720
1720947600250000000,0.562
1720947600260000000,-6.723
1720947600270000000,0.055
1720947600280000000,0.633
1720947600290000000,1.278
1720947600300000000,-4.783
1720947600310000000,2.400
1720947600320000000,-5.477
1720947600330000000,2.408
1720947600340000000,-1.381
1720947600350000000,-2.243
1720947600360000000,1.836
1720947600370000000,-0.506
1720947600380000000,1.284
1720947600390000000,2.580
1720947600400000000,1.302
1720947600410000000,-3.187
1720947600420000000,-2.331
1720947600430000000,0.096
1720947600440000000,1.972
1720947600450000000,-4.076
1720947600460000000,0.860
1720947600470000000,0.055
1720947600480000000,-0.282
1720947600490000000,-2.016
1720947600500000000,1.244
1720947600510000000,0.911
1720947600520000000,3.141
1720947600530000000,-2.576
1720947600540000000,-0.273
1720947600550000000,-0.749
1720947600560000000,1.832
1720947600570000000,-0.785
1720947600580000000,-8.222
1720947600590000000,1.760
1720947600600000000,-1.261
1720947600610000000,-7.483
1720947600620000000,-2.605
1720947600630000000,-2.263
1720947600640000000,-7.600
1720947600650000000,2.435
1720947600660000000,2.455
1720947600670000000,-1.078
1720947600680000000,-3.970
1720947600690000000,-1.075
1720947600700000000,1.869
1720947600710000000,-4.021
1720947600720000000,-1.596
1720947600730000000,2.774
1720947600740000000,-0.090
1720947600750000000,-1.759
1720947600760000000,-1.993
1720947600770000000,-2.152
1720947600780000000,3.380
1720947600790000000,1.255
1720947600800000000,3.183
1720947600810000000,-1.629
1720947600820000000,-5.066
1720947600830000000,1.845
1720947600840000000,-0.162
1720947600850000000,0.409
1720947600860000000,1.503
1720947600870000000,-1.223
1720947600880000000,-1.002
1720947600890000000,-3.448
1720947600900000000,-2.425
1720947600910000000,2.368
1720947600920000000,-2.163
1720947600930000000,-1.992
1720947600940000000,0.604
1720947600950000000,2.823
1720947600960000000,-1.599
1720947600970000000,1.746
1720947600980000000,-2.528
1720947600990000000,3.117
1720947601000000000,2.467
1720947601010000000,0.261
1720947601020000000,-1.665
1720947601030000000,-0.947
1720947601040000000,6.319
1720947601050000000,-4.310
1720947601060000000,-0.114
1720947601070000000,-0.617
1720947601080000000,0.142
1720947601090000000,-4.041
1720947601100000000,2.191
1720947601110000000,4.746
1720947601120000000,-0.074
1720947601130000000,1.931
1720947601140000000,-0.875
1720947601150000000,0.349
1720947601160000000,0.360
1720947601170000000,-2.502
1720947601180000000,-4.326
1720947601190000000,2.863
1720947601200000000,-3.080
1720947601210000000,4.196
1720947601220000000,-2.450
1720947601230000000,-0.226
1720947601240000000,1.725
1720947601250000000,-5.861
1720947601260000000,-1.379
1720947601270000000,-3.428
1720947601280000000,1.588
1720947601290000000,4.879
1720947601300000000,2.774
1720947601310000000,-0.225
1720947601320000000,-4.124
1720947601330000000,-1.825
1720947601340000000,-0.644
1720947601350000000,0.558
1720947601360000000,-2.913
1720947601370000000,-2.586
1720947601380000000,1.227
1720947601390000000,-0.081
1720947601400000000,-0.833
1720947601410000000,-0.106
1720947601420000000,0.549
1720947601430000000,-1.823
1720947601440000000,1.351
1720947601450000000,-1.063
1720947601460000000,0.445
1720947601470000000,-8.076
1720947601480000000,4.232
1720947601490000000,-0.674
1720947601500000000,-3.177
1720947601510000000,-1.152
1720947601520000000,0.273
1720947601530000000,-3.472
1720947601540000000,2.070
1720947601550000000,-9.196
1720947601560000000,-3.979
1720947601570000000,1.022
1720947601580000000,-2.783
1720947601590000000,4.031
1720947601600000000,1.563
1720947601610000000,3.866
1720947601620000000,-0.572
1720947601630000000,1.665
1720947601640000000,-1.773
1720947601650000000,-0.738
1720947601660000000,2.956
1720947601670000000,-1.237
1720947601680000000,0.350
1720947601690000000,-1.343
1720947601700000000,-1.893
1720947601710000000,-0.362
1720947601720000000,2.346
1720947601730000000,-7.906
1720947601740000000,0.077
1720947601750000000,1.803
1720947601760000000,2.334
1720947601770000000,-1.343
1720947601780000000,1.054
1720947601790000000,3.218
1720947601800000000,-2.108
1720947601810000000,3.481
1720947601820000000,-2.323
1720947601830000000,-3.207
1720947601840000000,5.209
1720947601850000000,-3.119
1720947601860000000,0.574
1720947601870000000,-4.118
1720947601880000000,2.125
1720947601890000000,0.935
1720947601900000000,-5.037
1720947601910000000,-3.194
1720947601920000000,0.371
1720947601930000000,1.018
1720947601940000000,2.627
1720947601950000000,0.433
1720947601960000000,4.358
1720947601970000000,-4.622
1720947601980000000,-0.246
1720947601990000000,0.436
1720947602000000000,-0.540
1720947602009999999,3.423
1720947602020000000,-2.029
1720947602029999999,-9.940
1720947602040000000,-3.339
1720947602049999999,12.593
1720947602060000000,17.446
1720947602069999999,22.548
1720947602080000000,10.803
1720947602089999999,14.808
1720947602100000000,1.927
1720947602109999999,20.451
1720947602120000000,8.093
1720947602130000000,20.796
1720947602140000000,12.468
1720947602150000000,24.269
1720947602160000000,13.026
1720947602170000000,22.354
1720947602180000000,32.429
1720947602190000000,31.822
1720947602200000000,26.041
1720947602210000000,38.125
1720947602220000000,16.282
1720947602230000000,27.438
1720947602240000000,28.955
1720947602250000000,33.949
1720947602260000000,31.453
1720947602270000000,51.458
1720947602280000000,40.248
1720947602290000000,32.750
1720947602300000000,38.612
1720947602310000000,32.781
1720947602320000000,40.347
1720947602330000000,51.699
1720947602340000000,50.130
1720947602350000000,56.851
1720947602360000000,38.541
1720947602370000000,46.885
1720947602380000000,41.133
1720947602390000000,56.702
1720947602400000000,46.090
1720947602410000000,62.836
1720947602420000000,58.621
1720947602430000000,52.896
1720947602440000000,61.956
1720947602450000000,62.040
1720947602460000000,51.904
1720947602470000000,63.530
1720947602480000000,64.865
1720947602490000000,67.439
1720947602500000000,56.332
1720947602510000000,69.952
1720947602520000000,58.517
1720947602530000000,67.362
1720947602540000000,79.739
1720947602550000000,73.122
1720947602560000000,72.415
1720947602570000000,76.841
1720947602580000000,77.662
1720947602590000000,66.689
1720947602600000000,75.172
1720947602610000000,88.664
1720947602620000000,82.221
